"EC_number","Cofactor","Organism","LigandID","Commentary","Literature"
"1.14.13.151","heme","Novosphingobium aromaticivorans",48,"dependent on",701873
"1.14.13.151","heme","Pseudomonas putida",48,"",717712
"1.14.13.151","NADH","Pseudomonas putida",8,"beta-NADH",390112
"1.14.13.151","NADH","Pseudomonas putida",8,"",390113
"1.14.13.151","NADH","Novosphingobium aromaticivorans",8,"",701873
"1.14.13.151","NADH","Pseudomonas putida",8,"",717712
"1.14.13.151","redoxin","Pseudomonas putida",98707,"an Fe2/S2/Cys4 protein",390113
"1.14.13.152","cytochrome P450","Swertia mussotii",254,"",714525
"1.14.13.152","cytochrome P450","Catharanthus roseus",254,"4.72 nmol/mg",715730
"1.14.13.152","cytochrome P450","Tabernaemontana divaricata",254,"",715730
"1.14.13.152","cytochrome P450","Catharanthus roseus",254,"","715004, 716446, 717532"
"1.14.13.152","cytochrome P450","Nepeta racemosa",254,"",717532
"1.14.13.152","cytochrome P450","Catharanthus roseus",254,"",718213
"1.14.13.152","FAD","Tabernaemontana divaricata",20,"",715730
"1.14.13.152","FAD","Catharanthus roseus",20,"","715730, 716446"
"1.14.13.152","NADPH","Swertia mussotii",5,"",714525
"1.14.13.152","NADPH","Tabernaemontana divaricata",5,"",715730
"1.14.13.152","NADPH","Catharanthus roseus",5,"dependent on",717532
"1.14.13.152","NADPH","Nepeta racemosa",5,"dependent on",717532
"1.14.13.152","NADPH","Catharanthus roseus",5,"","715004, 715730, 716446, 716447, 718237"
"1.14.13.152","NADPH","Catharanthus roseus",5,"","718213, 718240"
"1.14.13.153","NADPH","Salvia officinalis",5,"",717144
"1.14.13.154","cytochrome P-450","Saccharopolyspora erythraea",2369,"a heme-thiolate protein (P-450)",714134
"1.14.13.154","cytochrome P-450","Saccharopolyspora erythraea",2369,"a heme-thiolate protein (P-450)","714227, 714405, 715331, 715499, 716845"
"1.14.13.154","NADPH","Saccharopolyspora erythraea",5,"",714134
"1.14.13.156","FMN","Citrobacter braakii",56,"redox partner is cindoxin, containing FMN. Cindoxin might be different to other flavodoxins that interact with P450s, as both redox states of cindoxin could be catalytically relevant. Cindoxin supports regio- and stereoselective P450cin-catalysed cineole oxidation to (1R)-6beta-hydroxycineole with turnover rates up to 1500 per min",717493
"1.14.13.156","FMN","Citrobacter braakii",56,"the FAD/FMN reductase consists of two separate polypeptides where the FMN protein, cindoxin, shuttles electrons between the FAD-containing cindoxin reductase and P450cin. Reaction is highly ionic strength-dependent. The fully reduced hydroquinone is the electron-donating species. Surface interactions are rather different from other P450 proteins",717774
"1.14.13.156","heme","Citrobacter braakii",48,"large spin state change of the heme iron associated with binding of cineole",717765
"1.14.13.156","NADPH","Citrobacter braakii",5,"",717156
"1.14.13.158","NADH","Artemisia annua",8,"NADH is as effective as NADPH",717445
"1.14.13.158","NADPH","Artemisia annua",5,"NADH is as effective as NADPH",717445
"1.14.13.159","cytochrome P450","Sus scrofa",254,"specific cytochrome P, content of 10.7 nmol/mg of protein",717599
"1.14.13.159","cytochrome P450","Rattus norvegicus",254,"",717750
"1.14.13.159","cytochrome P450","Rattus norvegicus",254,"",717769
"1.14.13.159","heme","Homo sapiens",48,"addition of NAD+ in presence of 1alpha-hydroxy-vitamin D2 to CYP2R1 induces a typical type I spectrum, indicating a change of the heme iron of CYP2R1 from a low-spin state to a high-spin state",717179
"1.14.13.159","more","Rattus norvegicus",2,"activity is completely lost when the electron-transferring system is replaced by that of microsomes, i.e. NADPH-cytochrome P-450 reductase purified from rat liver microsomes. The omission of cytochrome P-450, adrenodoxin, or NADPH-adrenodoxin reductase results in complete loss of enzyme activity",717750
"1.14.13.159","NADPH","Rattus norvegicus",5,"",717750
"1.14.13.159","NADPH","Homo sapiens",5,"",718401
"1.14.13.159","NADPH","Rattus norvegicus",5,"",718401
"1.14.13.160","FAD","Pseudomonas putida",20,"Crystallization data. With the exception of the O2' atom of ribose and the C-8 and N-9 atoms of adenine, the FAD cofactor is completely buried and inaccessible to the solvent",717126
"1.14.13.160","FAD","Pseudomonas putida",20,"",717141
"1.14.13.160","FAD","Pseudomonas putida",20,"one molecule per enzyme molecule; single molecule of FAD per dimer",717711
"1.14.13.160","NADPH","Pseudomonas putida",5,"specific for; specific for NADPH",717711
"1.14.13.161","cytochrome P450","Salvia officinalis",254,"enzyme is a cytochrome P450-dependent monooxygenase",717146
"1.14.13.161","NADH","Salvia officinalis",8,"21% of the rate with NADPH",718227
"1.14.13.161","NADPH","Salvia officinalis",5,"absolute requirement for NADPH and O2",717146
"1.14.13.161","NADPH","Salvia officinalis",5,"",718227
"1.14.13.162","FAD","Pseudomonas putida",20,"activation, 30% activity of FMN",438759
"1.14.13.162","FAD","Pseudomonas putida",20,"2 mol per mol of component E3",438760
"1.14.13.162","FAD","Pseudomonas putida",20,"2 mol will bind reversibly at the binding site of the apoprotein of the dehydrogenase, in the presence of FMN only 1 mol",438763
"1.14.13.162","FAD","Pseudomonas putida",20,"",438764
"1.14.13.162","FMN","Pseudomonas putida",56,"both enzymatic steps require FMN, not replaceable by GSH, Cys, sodium borohydride or ascorbate",438759
"1.14.13.162","FMN","Pseudomonas putida",56,"0.4 mol per mol of component E1, 0.7 mol per mol of component E2; components E1 and E2 bind FMN reversibly",438760
"1.14.13.162","FMN","Pseudomonas putida",56,"dialyzable, not covalently bound",438761
"1.14.13.162","FMN","Pseudomonas putida",56,"","286367, 438763, 438764, 438765"
"1.14.13.162","FMN","Pseudomonas putida",56,"binds reversibly",438766
"1.14.13.162","NADH","Pseudomonas putida",8,"requirement","286367, 438759, 438760, 438761, 438763, 438764, 438765"
"1.14.13.162","NADH","Pseudomonas putida",8,"interaction of inducible NADH dehydrogenase component via bound FMN with oxygenating component; requirement",438766
"1.14.13.162","NADH","Pseudomonas putida",8,"",438767
"1.14.13.162","NADH","Pseudomonas putida",8,"usage of immobilized macromolecular cofactor in a membrane reactor",438768
"1.14.13.163","FAD","Pseudomonas putida",20,"",719982
"1.14.13.163","more","Pseudomonas putida",2,"no cofactor: NADPH",719982
"1.14.13.163","NADH","Pseudomonas putida",8,"required",690527
"1.14.13.163","NADH","Pseudomonas putida",8,"specific for NADH",719982
"1.14.13.165","(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin","Bacillus subtilis",2684,"",719983
"1.14.13.165","FAD","Nocardia sp.",20,"",718726
"1.14.13.165","FMN","Nocardia sp.",56,"",718726
"1.14.13.165","iron-sulfur centre","Sorangium cellulosum",561,"the enzyme's reductase domain utilizes a 2Fe2S cluster for electron transfer",720895
"1.14.13.165","more","Bacillus subtilis",2,"enzyme is able to use several different redox partners",719983
"1.14.13.165","NADH","Sorangium cellulosum",8,"small preference for NADH over NADPH",720895
"1.14.13.165","NADPH","Nocardia sp.",5,"",718726
"1.14.13.165","NADPH","Bacillus subtilis",5,"",719983
"1.14.13.165","NADPH","Sorangium cellulosum",5,"small preference for NADH over NADPH",720895
"1.14.13.165","tetrahydrobiopterin","Nocardia sp.",252,"",718726
"1.14.13.165","tetrahydrobiopterin","Sorangium cellulosum",252,"or tetrahydrofolate",720895
"1.14.13.165","tetrahydrofolate","Bacillus subtilis",207,"",719983
"1.14.13.165","tetrahydrofolate","Sorangium cellulosum",207,"or tetrahydrobiopterin",720895
"1.14.13.166","FAD","Sphingomonas sp.",20,"",438817
"1.14.13.166","FAD","Lysinibacillus sphaericus",20,"required for full activity. The reductase component of the enzyme has a loosely bound FAD",438885
"1.14.13.166","FAD","Pseudomonas sp.",20,"dependent on, negligible activity is observed when FMN replaces FAD",704288
"1.14.13.166","FAD","Pseudomonas sp.",20,"",711336
"1.14.13.166","FAD","Pseudomonas putida",20,"",718490
"1.14.13.166","FAD","Arthrobacter sp.",20,"",719711
"1.14.13.166","NADH","Pseudomonas sp.",8,"NADPH can be replaced by NADH with the same efficiency",704288
"1.14.13.166","NADH","Pseudomonas putida",8,"",718490
"1.14.13.166","NADH","Arthrobacter sp.",8,"",719711
"1.14.13.166","NADPH","Pseudomonas sp.",5,"",704288
"1.14.13.167","FAD","Rhodococcus opacus",20,"",659045
"1.14.13.167","FAD","Pseudomonas sp.",20,"dependent on, negligible activity is observed when FMN replaces FAD",704288
"1.14.13.167","FAD","Pseudomonas sp.",20,"",711336
"1.14.13.167","FAD","Pseudomonas putida",20,"",718490
"1.14.13.167","NADH","Pseudomonas sp.",8,"NADPH can be replaced by NADH with the same efficiency",704288
"1.14.13.167","NADH","Pseudomonas putida",8,"",718490
"1.14.13.167","NADPH","Pseudomonas sp.",5,"",704288
"1.14.13.168","FAD","Arabidopsis thaliana",20,"",720064
"1.14.13.168","FAD","Arabidopsis thaliana",20,"isoform YUC6 contains oxidized flavin as a cofactor",720064
"1.14.13.168","more","Arabidopsis thaliana",2,"isoform YUC6 does not accept FMN as cofactor",720064
"1.14.13.170","FAD","Streptomyces arenae",20,"the enzyme contains one bound FAD molecule",718892
"1.14.13.170","FAD","Streptomyces exfoliatus",20,"the enzyme contains one bound FAD molecule",718892
"1.14.13.171","FAD","Streptomyces arenae",20,"",718892
"1.14.13.171","FAD","Streptomyces avermitilis",20,"","718853, 718892"
"1.14.13.171","FAD","Streptomyces exfoliatus",20,"",718892
"1.14.13.171","NADPH","Streptomyces avermitilis",5,"",718853
"1.14.13.172","NADH","Rhodococcus erythropolis",8,"",438959
"1.14.13.172","NADH","Pseudomonas sp.",8,"",722496
"1.14.13.172","NADH","Ralstonia sp.",8,"","721398, 722507"
"1.14.13.172","NADPH","Rhodococcus erythropolis",5,"",438959
"1.14.13.172","NADPH","Ralstonia sp.",5,"",721398
"1.14.13.172","NADPH","Pseudomonas sp.",5,"",722496
"1.14.13.172","[2Fe-2S]-center","Ralstonia sp.",1249,"",721398
"1.14.13.172","[2Fe-2S]-center","Pseudomonas sp.",1249,"contains a Rieske-type iron-sulfur center",722496
"1.14.13.173","NADPH","Glycyrrhiza uralensis",5,"",716523
"1.14.13.174","NADPH","Aspergillus parasiticus",5,"","721316, 721321"
"1.14.13.175","NADPH","Aspergillus parasiticus",5,"required",721325
"1.14.13.175","NADPH","Aspergillus flavus",5,"",721574
"1.14.13.175","NADPH","Aspergillus parasiticus",5,"","721574, 722440"
"1.14.13.177","heme","Aspergillus fumigatus",48,"heme-thiolate protein (P-450)",722039
"1.14.13.178","NADH","Pseudomonas putida",8,"a reductase component with cytochrome c reductase activity transfers reducing equivalents from NAD(P)H to the enzyme. NADH is the preferred substrate of the reductase component. Activity with NADPH is 22% of that with NADH",709854
"1.14.13.178","NADH","Pseudomonas putida",8,"electron transfer from NADH via a redox-center-dense Rieske reductase, NdmD",722538
"1.14.13.178","NADPH","Pseudomonas putida",5,"a reductase component with cytochrome c reductase activity transfers reducing equivalents from NAD(P)H to the enzyme. NADH is the preferred substrate of the reductase component. Activity with NADPH is 22% of that with NADH",709854
"1.14.13.178","NADPH","Homo sapiens",5,"required",724824
"1.14.13.179","NADH","Pseudomonas putida",8,"a reductase component with cytochrome c reductase activity transfers reducing equivalents from NAD(P)H to the enzyme. NADH is the preferred substrate of the reductase component. Activity with NADPH is only 22% of that with NADH",709854
"1.14.13.179","NADH","Pseudomonas putida",8,"electron transfer from NADH via a redox-center-dense Rieske reductase, NdmD",722538
"1.14.13.179","NADPH","Pseudomonas putida",5,"a reductase component with cytochrome c reductase activity transfers reducing equivalents from NAD(P)H to the enzyme. NADH is the preferred substrate of the reductase component. Activity with NADPH is only 22% of that with NADH",709854
"1.14.13.180","FAD","Streptomyces purpurascens",20,"the enzyme is a FAD monooxygenase",721697
"1.14.13.180","FAD","Streptomyces purpurascens",20,"the enzyme contains a FAD-binding domain",722958
"1.14.13.180","NADH","Streptomyces purpurascens",8,"aklavinone-11-hydroxylase can use both NADH and NADPH as coenzyme but it is slowly inactivated in the presence of NADH",721697
"1.14.13.180","NADPH","Streptomyces purpurascens",5,"aklavinone-11-hydroxylase can use both NADH and NADPH as coenzyme but it is slowly inactivated in the presence of NADH",721697
"1.14.13.180","NADPH","Streptomyces peucetius",5,"the DnrF enzyme contains two motifs that are common to a number of FAD- and NADPH-dependent enzymes. The enzyme catalyses the aklavinone 11-hydroxylation in a NADPH-dependent reaction",723117
"1.14.13.181","cytochrome P-450","Streptomyces sp.",2369,"cytochrome P-450-dependent monooxygenase",722500
"1.14.13.181","cytochrome P-450","Streptomyces peucetius",2369,"cytochrome P-450-dependent monooxygenase",722501
"1.14.13.181","NADPH","Streptomyces sp.",5,"reduced flavin adenine dinucleotide, reduced flavin mononucleotide, and NADH do not substitute for NADPH in these reactions",722495
"1.14.13.181","NADPH","Streptomyces sp.",5,"",722500
"1.14.13.182","NADH","Pseudomonas aeruginosa",8,"kcat/KM for NADH is 20fold higher than kcat/Km for NADPH",723213
"1.14.13.182","NADPH","Pseudomonas aeruginosa",5,"kcat/KM for NADH is 20fold higher than kcat/Km for NADPH",723213
"1.14.13.182","riboflavin","Pseudomonas aeruginosa",351,"flavin-dependent monooxygenase, riboflavin is included in the assay",723213
"1.14.13.183","NADPH","Panax ginseng",5,"","725871, 726142, 726145, 726170"
"1.14.13.184","cytochrome P450","Panax notoginseng",254,"",724615
"1.14.13.184","NADPH","Panax notoginseng",5,"",724615
"1.14.13.184","NADPH","Panax ginseng",5,"",726145
"1.14.13.184","NADPH","Panax ginseng",5,"",726485
"1.14.13.187","FAD","Micromonospora carbonacea",20,"required",725191
"1.14.13.187","FAD","Micromonospora carbonacea",20,"either FAD or FMN can be used",726951
"1.14.13.187","FAD","Micromonospora sp.",20,"residues L160 ans F374 are involved in binding",728170
"1.14.13.187","FMN","Micromonospora carbonacea",56,"either FAD or FMN can be used",726951
"1.14.13.187","NADPH","Micromonospora carbonacea",5,"",725191
"1.14.13.188","cytochrome P450","Saccharopolyspora erythraea",254,"enzyme contains cytochrome P-450 in the low spin state with absorption maxima at 416, 532, and 565 nm, respectively",726925
"1.14.13.188","cytochrome P450","Saccharopolyspora erythraea",254,"",727300
"1.14.13.188","heme","Saccharopolyspora erythraea",48,"a heme-thiolate protein (P-450)",725366
"1.14.13.189","more","Streptomyces sahachiroi",2,"a heme-thiolate protein (P450)",725941
"1.14.13.191","NADPH","Oryza sativa",5,"","728514, 729163"
"1.14.13.192","NADPH","Oryza sativa",5,"",729163
"1.14.13.193","NADPH","Oryza sativa",5,"","717875, 729163"
"1.14.13.194","NADPH","Mus musculus",5,"",729992
"1.14.13.194","NADPH","Rattus norvegicus",5,"",730420
"1.14.13.194","NADPH","Homo sapiens",5,"","729093, 729098, 729122, 729243, 730151, 730249, 730991"
"1.14.13.195","FAD","Burkholderia cepacia",20,"required, functions between NADPH and enzyme",702009
"1.14.13.195","FAD","Pseudomonas aeruginosa",20,"required, functions between NADPH and enzyme",702009
"1.14.13.195","FAD","Pseudomonas fluorescens",20,"required, functions between NADPH and enzyme",702009
"1.14.13.195","FAD","Pseudomonas putida",20,"required, functions between NADPH and enzyme",702009
"1.14.13.195","FAD","Pseudomonas syringae",20,"required, functions between NADPH and enzyme",702009
"1.14.13.195","FAD","Ralstonia solanacearum",20,"required, functions between NADPH and enzyme",702009
"1.14.13.195","FAD","Pseudomonas aeruginosa",20,"dependent on",702210
"1.14.13.195","FAD","Pseudomonas sp.",20,"",704262
"1.14.13.195","FAD","Pseudomonas aeruginosa",20,"specific for",704269
"1.14.13.195","FAD","Pseudomonas aeruginosa",20,"binding motif, overview",705555
"1.14.13.195","FAD","Streptomyces coelicolor",20,"",706031
"1.14.13.195","FAD","Saccharopolyspora erythraea",20,"FAD-dependent enzyme",714263
"1.14.13.195","flavin","Pseudomonas aeruginosa",190,"FAD or FMN, required, the reduction of FAD is ornithine-independent",702303
"1.14.13.195","more","Pseudomonas aeruginosa",2,"no activity with NADH as cofactor",702210
"1.14.13.195","more","Pseudomonas aeruginosa",2,"no activity with FMN and NADH",704269
"1.14.13.195","NADPH","Burkholderia cepacia",5,"",702009
"1.14.13.195","NADPH","Pseudomonas fluorescens",5,"",702009
"1.14.13.195","NADPH","Pseudomonas putida",5,"",702009
"1.14.13.195","NADPH","Pseudomonas syringae",5,"",702009
"1.14.13.195","NADPH","Ralstonia solanacearum",5,"",702009
"1.14.13.195","NADPH","Pseudomonas aeruginosa",5,"dependent on",702210
"1.14.13.195","NADPH","Pseudomonas aeruginosa",5,"H2O2 formation by NADPH oxidation in the absence of substrate in presence of FAD",702303
"1.14.13.195","NADPH","Pseudomonas sp.",5,"",704262
"1.14.13.195","NADPH","Pseudomonas aeruginosa",5,"specific for",704269
"1.14.13.195","NADPH","Pseudomonas aeruginosa",5,"binding motif, overview",705555
"1.14.13.195","NADPH","Streptomyces coelicolor",5,"",706031
"1.14.13.195","NADPH","Saccharopolyspora erythraea",5,"no formation of N5-hydroxy-L-ornithine when NADH is utilized instead of NADPH as the reducing cosubstrate",714263
"1.14.13.195","NADPH","Pseudomonas aeruginosa",5,"",724860
"1.14.13.195","NADPH","Pseudomonas aeruginosa",5,"","702009, 725440"
"1.14.13.196","FAD","Aspergillus fumigatus",20,"flavoprotein",724289
"1.14.13.196","FAD","Aspergillus fumigatus",20,"FAD-containing enzyme. In the reductive half-reaction, the oxidized FAD bound to the enzyme, is reduced by NADPH. In the oxidative half-reaction, the reduced cofactor reacts with molecular oxygen to form a C4a-hydroperoxyflavin intermediate, which transfers an oxygen atom to ornithine",725851
"1.14.13.196","NADH","Aspergillus fumigatus",8,"8-fold preference in the catalytic efficiency is determined for NADPH compared to NADH",724289
"1.14.13.196","NADH","Aspergillus fumigatus",8,"accepts reducing equivalents from either NADPH or NADH and displays similar kinetic parameters when using either coenzyme",724451
"1.14.13.196","NADPH","Aspergillus fumigatus",5,"8-fold preference in the catalytic efficiency is determined for NADPH compared to NADH",724289
"1.14.13.196","NADPH","Aspergillus fumigatus",5,"accepts reducing equivalents from either NADPH or NADH and displays similar kinetic parameters when using either coenzyme. NADP+, and not NAD+, protects the enzyme from proteolysis",724451
"1.14.13.196","NADPH","Aspergillus fumigatus",5,"",725540
"1.14.13.197","cytochrome P-450","Aspergillus terreus",2369,"a heme-thiolate protein",727670
"1.14.13.197","cytochrome P-450","Monascus ruber",2369,"a heme-thiolate protein",727702
"1.14.13.198","cytochrome P-450","Aspergillus terreus",2369,"a heme-thiolate protein",727670
"1.14.13.199","cytochrome P-450","Homo sapiens",2369,"CYP4V2 displays a typical reduced carbon monoxide-bound P450 spectrum",728344
"1.14.13.200","FAD","Streptomyces glaucescens",20,"contains 1 mol of non-covalently bound FAD. The apoenzyme can be partially reconstituted in vitro by addition of FAD",727813
"1.14.13.202","cytochrome P-450","Diploptera punctata",2369,"a heme-thiolate protein",732805
"1.14.13.202","NADH","Locusta migratoria",8,"NADH supports less than 10% of the NADPH rate of epoxidation",731740
"1.14.13.202","NADPH","Locusta migratoria",5,"",731740
"1.14.13.203","cytochrome P-450","Bombyx mori",2369,"a heme-thiolate protein",732671
"1.14.14.1","cytochrome c","Rhodococcus ruber",84,"",671538
"1.14.14.1","cytochrome c","Bacillus megaterium",84,"",674972
"1.14.14.1","cytochrome c","Bacillus subtilis",84,"",674972
"1.14.14.1","cytochrome P450","Candida tropicalis",254,"",657590
"1.14.14.1","cytochrome P450","Papilio polyxenes",254,"","658917, 660414"
"1.14.14.1","cytochrome P450","Cyprinus carpio",254,"",686232
"1.14.14.1","cytochrome P450","Hypophthalmichthys molitrix",254,"",686232
"1.14.14.1","cytochrome P450","Silurus glanis",254,"",686232
"1.14.14.1","cytochrome P450","Homo sapiens",254,"",701574
"1.14.14.1","FAD","Bacteroides fragilis",20,"",659423
"1.14.14.1","FAD","Sus scrofa",20,"14 nmol FAD per enzyme",671575
"1.14.14.1","FAD","Lolium rigidum",20,"",672721
"1.14.14.1","FAD","Nicotiana tabacum",20,"",672721
"1.14.14.1","FAD","Orobanche ramosa",20,"",672721
"1.14.14.1","FAD","Rattus norvegicus",20,"",672721
"1.14.14.1","FAD","Solanum tuberosum",20,"",672721
"1.14.14.1","FAD","Sorghum sp.",20,"",672721
"1.14.14.1","FAD","Triticum aestivum",20,"",672721
"1.14.14.1","FAD","Zea mays",20,"",672721
"1.14.14.1","FAD","Bacillus megaterium",20,"bound, binding structure, overview",674972
"1.14.14.1","FAD","Bacillus subtilis",20,"bound",674972
"1.14.14.1","FAD","Homo sapiens",20,"FAD totally recovers activities in the BTC1A2_PORV492E membranes, for both 7-ethoxyresorufin and 7-methoxyresorufin, but only partially recovers these activities in the BTC1A2_PORY459H membranes",684718
"1.14.14.1","FAD","Homo sapiens",20,"","672721, 701574"
"1.14.14.1","FAD","Bacillus licheniformis",20,"",701835
"1.14.14.1","FAD","Pseudomonas sp.",20,"",712306
"1.14.14.1","FADH2","Aspergillus terreus",256,"",672654
"1.14.14.1","Ferredoxin","Streptomyces venezuelae",169,"",671188
"1.14.14.1","Ferredoxin","Streptomyces sp.",169,"",671430
"1.14.14.1","Ferredoxin","Streptomyces tubercidicus",169,"",671430
"1.14.14.1","Ferredoxin","Rhodococcus ruber",169,"bound",671538
"1.14.14.1","flavoprotein","Homo sapiens",135195,"",671725
"1.14.14.1","FMN","Rhodococcus ruber",56,"bound, quantification of the molar ratio of FMN to protein of 1.1:1",671538
"1.14.14.1","FMN","Bacillus megaterium",56,"bound, binding structure, overview",674972
"1.14.14.1","FMN","Bacillus subtilis",56,"bound",674972
"1.14.14.1","FMN","Homo sapiens",56,"","671729, 701574"
"1.14.14.1","FMN","Bacillus licheniformis",56,"",701835
"1.14.14.1","FMN","Rhodococcus sp.",56,"the C-terminal reductase portion of P450SMO comprises an FMN-binding",701865
"1.14.14.1","FMN","Homo sapiens",56,"the heme unit in CYP3A4 is the catalytic center and electrons are transferred through reduced FMN to heme through electrostatic interactions",711114
"1.14.14.1","heme","Streptomyces coelicolor",48,"",710938
"1.14.14.1","heme","Homo sapiens",48,"the heme unit in CYP3A4 is the catalytic center and electrons are transferred through reduced FMN to heme through electrostatic interactions",711114
"1.14.14.1","heme","Rhodococcus sp.",48,"",711488
"1.14.14.1","heme","Rhodococcus ruber",48,"structure modeling of the heme domain of CYP116B3",711544
"1.14.14.1","heme","Streptomyces thioluteus",48,"",712253
"1.14.14.1","heme","Oryctolagus cuniculus",48,"",713071
"1.14.14.1","more","Sus scrofa",2,"the enzyme appears to be free from cytochromes",671575
"1.14.14.1","more","Bacillus megaterium",2,"engineered CYP102A1 heme domain which utilizes H2O2 as electron donor instead of NADPH; residues S965, R966 and Y974 are important in the Rossman fold-like binding motif for the cofactor binding and discrimination, overview",674972
"1.14.14.1","NAD(P)H","Rhodococcus ruber",40,"NADPH is preferred to NADH giving twofold higher activity",671538
"1.14.14.1","NAD(P)H","Bacillus megaterium",40,"",674972
"1.14.14.1","NADH","Rhodococcus sp.",8,"the C-terminal reductase portion of P450SMO comprises an NADH-binding",701865
"1.14.14.1","NADH","Rhodococcus ruber",8,"",711544
"1.14.14.1","NADH","Pseudomonas sp.",8,"",712306
"1.14.14.1","NADH","Homo sapiens",8,"",713083
"1.14.14.1","NADPH","Candida tropicalis",5,"",657590
"1.14.14.1","NADPH","Bacteroides fragilis",5,"",659423
"1.14.14.1","NADPH","Cyprinus carpio",5,"",671286
"1.14.14.1","NADPH","Hypophthalmichthys molitrix",5,"",671286
"1.14.14.1","NADPH","Silurus glanis",5,"",671286
"1.14.14.1","NADPH","Homo sapiens",5,"dependent on",671729
"1.14.14.1","NADPH","Lolium rigidum",5,"",672721
"1.14.14.1","NADPH","Nicotiana tabacum",5,"",672721
"1.14.14.1","NADPH","Orobanche ramosa",5,"",672721
"1.14.14.1","NADPH","Solanum tuberosum",5,"",672721
"1.14.14.1","NADPH","Sorghum sp.",5,"",672721
"1.14.14.1","NADPH","Triticum aestivum",5,"",672721
"1.14.14.1","NADPH","Zea mays",5,"",672721
"1.14.14.1","NADPH","Claviceps purpurea",5,"",673083
"1.14.14.1","NADPH","Bacillus subtilis",5,"",674972
"1.14.14.1","NADPH","Helicoverpa zea",5,"",675036
"1.14.14.1","NADPH","Oryza sativa",5,"",676430
"1.14.14.1","NADPH","Bacillus licheniformis",5,"",701835
"1.14.14.1","NADPH","synthetic construct",5,"",703178
"1.14.14.1","NADPH","Bacillus megaterium",5,"",704714
"1.14.14.1","NADPH","Homo sapiens",5,"",704856
"1.14.14.1","NADPH","Homo sapiens",5,"","704856, 706089"
"1.14.14.1","NADPH","Bacillus cereus",5,"",706777
"1.14.14.1","NADPH","Homo sapiens",5,"","704856, 706823"
"1.14.14.1","NADPH","Homo sapiens",5,"","703164, 704856, 706823"
"1.14.14.1","NADPH","Homo sapiens",5,"",706823
"1.14.14.1","NADPH","Homo sapiens",5,"","672721, 701574, 703164, 704174, 704856, 706823, 710821"
"1.14.14.1","NADPH","Mus musculus",5,"",710821
"1.14.14.1","NADPH","Rattus norvegicus",5,"","672721, 710821"
"1.14.14.1","NADPH","Streptomyces coelicolor",5,"",710938
"1.14.14.1","NADPH","Homo sapiens",5,"required, supplied by the NADPH-P450 reductase",711114
"1.14.14.1","NADPH","Rhodococcus sp.",5,"","701865, 711488"
"1.14.14.1","NADPH","Oryctolagus cuniculus",5,"",713071
"1.14.14.3","1-deaza-FMNH2","Vibrio harveyi",104217,"can replace FMNH2",348552
"1.14.14.3","2',3'-Diacetyl-FMNH2","Vibrio harveyi",90743,"as substitute for FMNH2",348574
"1.14.14.3","2-Thio-FMNH2","Vibrio harveyi",91193,"as substitute for FMNH2",348574
"1.14.14.3","3'-Carboxymethyl-FMNH2","Vibrio harveyi",97584,"as substitute for FMNH2",348574
"1.14.14.3","4a-hydroxy-4a,5-dihydroriboflavin-5'-phosphate","Vibrio harveyi",124908,"model bioluminescence emitter molecule, binding and fluorescence quantum yield studies, complexed with the enzyme in a 1:1 molcular ratio",658050
"1.14.14.3","FMN","Vibrio harveyi",56,"potassium iodide quenches the fluorescence of FMN",676321
"1.14.14.3","FMN","Vibrio harveyi",56,"",702318
"1.14.14.3","FMN","Aliivibrio fischeri",56,"the luminescence reaction is initiated by the reduction of FMN",702496
"1.14.14.3","FMN","Photobacterium leiognathi",56,"presence of two discrete and well-separated intensity decay lifetimes (ca. 1 and 5 ns) and intensity decay heterogeneity, of the neat sample suggests that the endogenous FMN senses a heterogeneous fluorescence quenching microenvironment at the active site of the luciferase. Free FMN in solution (isotropic environment), exhibits a single decay lifetime (5 ns), i.e., no intensity decay heterogeneity. Intensity decay heterogeneity of endogenous FMN is largely preserved in the presence of quinone. Averaged rotational rate of FMN increases with the increasing hydrophobicity of the quinone",702699
"1.14.14.3","FMN","Vibrio harveyi",56,"",704579
"1.14.14.3","FMN","Photobacterium leiognathi",56,"dependent on",727031
"1.14.14.3","FMN","Vibrio campbellii",56,"dependent on",727031
"1.14.14.3","FMNH","Vibrio harveyi",2962,"",698992
"1.14.14.3","FMNH2","Aliivibrio fischeri",335,"specific for, low activity with other flavins or flavin analogs",348585
"1.14.14.3","FMNH2","Photobacterium leiognathi",335,"specific for, low activity with other flavins or flavin analogs",348585
"1.14.14.3","FMNH2","Vibrio harveyi",335,"specific for, low activity with other flavins or flavin analogs",348585
"1.14.14.3","FMNH2","Photobacterium phosphoreum",335,"8-substituted FMN-analogs",348586
"1.14.14.3","FMNH2","Vibrio harveyi",335,"physiological cofactor",658050
"1.14.14.3","FMNH2","Vibrio harveyi",335,"enzyme is complexed with flavin mononucleotide, enzyme possesses a binding platform for the isoalloxazine ring of flavin, a chromophore whose 7,8-dimethyl benzene plane interacts with the isopropyl chain of alphaVal173, structure-fuction analysis",658060
"1.14.14.3","FMNH2","Photorhabdus luminescens",335,"","657855, 658147"
"1.14.14.3","FMNH2","Gaussia princeps (T. Scott, 1894)",335,"",671414
"1.14.14.3","FMNH2","Photinus pyralis",335,"",677202
