"EC_number","Organism","LigandID","Literature"
"3.1.4.12","Mus musculus",681,704668
"3.1.4.12","Homo sapiens",473,135176
"3.1.4.12","Rattus norvegicus",473,135183
"3.1.4.12","Plasmodium falciparum",473,649682
"3.1.4.12","Plasmodium falciparum",430,649682
"3.1.4.12","Rattus norvegicus",430,651315
"3.1.4.12","Homo sapiens",430,651338
"3.1.4.12","Bos taurus",430,652090
"3.1.4.12","Mus musculus",430,652373
"3.1.4.12","Rattus norvegicus",430,"135175, 135183, 653120"
"3.1.4.12","Homo sapiens",430,653652
"3.1.4.12","Homo sapiens",430,665711
"3.1.4.12","Homo sapiens",430,678142
"3.1.4.12","Homo sapiens",430,"135176, 680745"
"3.1.4.12","Mus musculus",430,704668
"3.1.4.12","Bos taurus",430,705258
"3.1.4.12","Homo sapiens",139417,678375
"3.1.4.12","Mus musculus",593,135188
"3.1.4.12","Homo sapiens",10928,135179
"3.1.4.12","Homo sapiens",17656,664262
"3.1.4.12","Streptomyces griseocarneus",1209,704743
"3.1.4.12","Bos taurus",549,135146
"3.1.4.12","Bacillus cereus",549,135157
"3.1.4.12","Rattus norvegicus",549,135171
"3.1.4.12","Bos taurus",549,652972
"3.1.4.12","Mus musculus",687,690455
"3.1.4.12","Homo sapiens",886,666134
"3.1.4.12","Rattus norvegicus",886,666134
"3.1.4.12","Rattus norvegicus",1359,653103
"3.1.4.12","Rattus norvegicus",3846,652706
"3.1.4.12","Homo sapiens",3846,663974
"3.1.4.12","Rattus norvegicus",3846,663974
"3.1.4.12","Rattus norvegicus",1260,135172
"3.1.4.12","Rattus norvegicus",1260,652706
"3.1.4.12","Homo sapiens",1260,"135179, 663974"
"3.1.4.12","Rattus norvegicus",1260,663974
"3.1.4.12","Rattus norvegicus",1260,678434
"3.1.4.12","Homo sapiens",1260,692009
"3.1.4.12","Homo sapiens",1833,692009
"3.1.4.12","Homo sapiens",1998,680767
"3.1.4.12","Homo sapiens",3908,679604
"3.1.4.12","Mus musculus",3908,680063
"3.1.4.12","Homo sapiens",95237,135149
"3.1.4.12","Homo sapiens",4874,135149
"3.1.4.12","Bos taurus",61,135146
"3.1.4.12","Mus musculus",61,135154
"3.1.4.12","Rattus norvegicus",61,135155
"3.1.4.12","Bacillus cereus",61,135157
"3.1.4.12","Homo sapiens",61,135169
"3.1.4.12","Rattus norvegicus",61,"135170, 135172, 135173, 135175"
"3.1.4.12","Homo sapiens",61,651338
"3.1.4.12","Mus musculus",61,652373
"3.1.4.12","Rattus norvegicus",61,"650323, 652601"
"3.1.4.12","Bos taurus",61,652972
"3.1.4.12","Homo sapiens",61,"135146, 135154, 135160, 135161, 135164, 680745, 682477"
"3.1.4.12","Streptomyces griseocarneus",61,704743
"3.1.4.12","Homo sapiens",25581,694260
"3.1.4.12","Mus musculus",25581,694904
"3.1.4.12","Homo sapiens",2910,666134
"3.1.4.12","Rattus norvegicus",2910,666134
"3.1.4.12","Homo sapiens",555,135161
"3.1.4.14","Escherichia coli",63,135189
"3.1.4.14","Rattus norvegicus",63,135191
"3.1.4.14","Escherichia coli",1137,135192
"3.1.4.14","Escherichia coli",45,135189
"3.1.4.14","Rattus norvegicus",45,135191
"3.1.4.14","Escherichia coli",61,135192
"3.1.4.16","Haemophilus influenzae",771,"135201, 135202"
"3.1.4.16","Haemophilus influenzae",969,135201
"3.1.4.16","Haemophilus influenzae",652,135202
"3.1.4.16","Haemophilus influenzae",2539,135201
"3.1.4.16","Haemophilus influenzae",236,"135201, 135202"
"3.1.4.16","Haemophilus influenzae",3789,135201
"3.1.4.16","Haemophilus influenzae",1572,135201
"3.1.4.16","Haemophilus influenzae",1022,135201
"3.1.4.16","Haemophilus influenzae",915,135201
"3.1.4.16","Haemophilus influenzae",122,135201
"3.1.4.16","Vibrio alginolyticus",332,135200
"3.1.4.16","Lemna paucicostata",125,135206
"3.1.4.16","Vibrio alginolyticus",15676,135200
"3.1.4.16","Vibrio alginolyticus",141,135196
"3.1.4.16","Vibrio alginolyticus",141,135200
"3.1.4.16","Haemophilus influenzae",372,135201
"3.1.4.16","Haemophilus influenzae",296,135201
"3.1.4.16","Vibrio alginolyticus",30064,135200
"3.1.4.16","Vibrio alginolyticus",507,135200
"3.1.4.16","Vibrio alginolyticus",2,135200
"3.1.4.16","Vibrio alginolyticus",673,135200
"3.1.4.16","Haemophilus influenzae",261,135201
"3.1.4.17","Sinorhizobium fredii",63,135213
"3.1.4.17","Sinorhizobium fredii",387,135213
"3.1.4.17","Sinorhizobium fredii",387,135232
"3.1.4.17","Rattus norvegicus",15,681548
"3.1.4.17","Bos taurus",125,651468
"3.1.4.17","Mammalia",125,651468
"3.1.4.17","Rattus norvegicus",125,681548
"3.1.4.17","Homo sapiens",342,679247
"3.1.4.17","Homo sapiens",342,692191
"3.1.4.17","Homo sapiens",342,716435
"3.1.4.17","Rattus norvegicus",4685,694373
"3.1.4.17","Sinorhizobium fredii",45,135213
"3.1.4.17","Escherichia coli",45,653848
"3.1.4.17","Neurospora crassa",21,135230
"3.1.4.17","Neurospora crassa",44119,135216
"3.1.4.17","Neurospora crassa",44119,135230
"3.1.4.17","Sinorhizobium fredii",44,135213
"3.1.4.17","Sinorhizobium fredii",44,135232
"3.1.4.17","Rattus norvegicus",3539,694373
"3.1.4.17","Canis lupus familiaris",470,135228
"3.1.4.17","Sinorhizobium fredii",470,135232
"3.1.4.17","Sinorhizobium fredii",470,135272
"3.1.4.17","Rattus norvegicus",890,678445
"3.1.4.17","Xenopus laevis",695,135218
"3.1.4.17","Xenopus laevis",3685,135218
"3.1.4.17","Rattus norvegicus",2,694373
"3.1.4.17","Canis lupus familiaris",54,135228
"3.1.4.17","Xenopus laevis",473,135218
"3.1.4.17","Xenopus laevis",1689,135218
"3.1.4.17","Xenopus laevis",7365,135218
"3.1.4.17","Xenopus laevis",393,135218
"3.1.4.35","Dictyostelium",3979,653180
"3.1.4.35","Bos taurus",66988,680735
"3.1.4.35","Mus musculus",66988,681542
"3.1.4.35","Rattus norvegicus",342,650180
"3.1.4.35","Homo sapiens",342,650813
"3.1.4.35","Homo sapiens",342,651322
"3.1.4.35","Dictyostelium",342,653180
"3.1.4.35","Homo sapiens",342,679401
"3.1.4.35","Bos taurus",342,681583
"3.1.4.35","Homo sapiens",342,713068
"3.1.4.35","Bos taurus",102640,135360
"3.1.4.35","Bacillus licheniformis",44193,135338
"3.1.4.35","vertebrata",37,135315
"3.1.4.35","Bos taurus",37,135345
"3.1.4.35","Rana catesbeiana",37,"135352, 135359"
"3.1.4.35","Rana grylio",37,135359
"3.1.4.35","Rhinella marina",37,135359
"3.1.4.35","Bos taurus",37,"135328, 135329, 135352, 135361, 135365"
"3.1.4.35","Bacillus licheniformis",46471,135338
"3.1.4.35","vertebrata",950,135315
"3.1.4.35","Bos taurus",950,"135328, 135329"
"3.1.4.35","Rana catesbeiana",950,135349
"3.1.4.35","Bos taurus",950,"135316, 135318, 135327, 135344, 135345, 135351, 135353"
"3.1.4.35","Rana catesbeiana",950,135359
"3.1.4.35","Rana grylio",950,135359
"3.1.4.35","Rhinella marina",950,135359
"3.1.4.35","Bos taurus",950,135361
"3.1.4.35","Bos taurus",950,"135357, 135360, 135365"
"3.1.4.35","Mus musculus",950,715716
"3.1.4.35","Dictyostelium discoideum",2,649701
"3.1.4.35","Homo sapiens",2,679401
"3.1.4.35","Bos taurus",2,693333
"3.1.4.35","Homo sapiens",2,693333
"3.1.4.35","Rana pipiens",53909,652318
"3.1.4.35","Bos taurus",2675,135360
"3.1.4.35","Rana catesbeiana",103630,135349
"3.1.4.35","Oryctolagus cuniculus",980,678974
"3.1.4.35","Homo sapiens",118897,650813
"3.1.4.35","Bos taurus",10952,135328
"3.1.4.35","Bos taurus",10952,"135318, 135361, 135365, 135366"
"3.1.4.35","Rana sp.",10952,653124
"3.1.4.35","Mus musculus",61,"135278, 135363"
"3.1.4.35","Rana catesbeiana",393,135352
"3.1.4.35","Bos taurus",393,"135327, 135328, 135351, 135352, 135353, 135354, 135360, 135361"
"3.1.4.37","Triticum aestivum",274,135387
"3.1.4.37","Bos taurus",274,135389
"3.1.4.37","Rattus norvegicus",2016,135419
"3.1.4.37","Rattus norvegicus",1615,135396
"3.1.4.37","Bos taurus",21,135400
"3.1.4.37","Rattus norvegicus",69,135408
"3.1.4.37","Bos taurus",5158,"135389, 135390"
"3.1.4.37","Bos taurus",31826,135391
"3.1.4.37","Homo sapiens",31826,135391
"3.1.4.37","Rattus norvegicus",890,682134
"3.1.4.37","Rattus norvegicus",31238,135396
"3.1.4.37","Bos taurus",2,135390
"3.1.4.37","Brassica napus",2,135398
"3.1.4.37","Rattus norvegicus",2,135413
"3.1.4.37","Mus musculus",2,652973
"3.1.4.37","Rattus norvegicus",2,652973
"3.1.4.37","Mus musculus",2,730238
"3.1.4.37","Rattus norvegicus",2,730238
"3.1.4.37","Bos taurus",1886,135391
"3.1.4.37","Homo sapiens",1886,135391
"3.1.4.37","Homo sapiens",16127,135403
"3.1.4.37","Rattus norvegicus",16127,135404
"3.1.4.37","Mammalia",16127,135409
"3.1.4.37","Bos taurus",103559,135411
"3.1.4.37","Triticum aestivum",61,135387
"3.1.4.37","Bos taurus",61,"135382, 135389"
"3.1.4.37","Homo sapiens",61,135395
"3.1.4.37","Rattus norvegicus",61,"135396, 135399, 135404, 135408"
"3.1.4.37","Mammalia",61,135409
"3.1.4.37","Arabidopsis thaliana",61,135416
"3.1.4.38","Streptomyces sanglieri",63,730076
"3.1.4.38","Streptomyces sanglieri",21,730076
"3.1.4.38","Streptomyces sanglieri",2,730076
"3.1.4.39","Homo sapiens",129885,665229
"3.1.4.39","Homo sapiens",23,650814
"3.1.4.39","Homo sapiens",23830,665229
"3.1.4.39","Homo sapiens",227,730155
"3.1.4.39","Mus musculus",227,730155
"3.1.4.39","Homo sapiens",33171,665229
"3.1.4.39","Homo sapiens",55180,715637
"3.1.4.40","Rattus norvegicus",8296,135470
"3.1.4.40","Rattus norvegicus",47825,"135465, 2422"
"3.1.4.40","Bos taurus",61,"135473, 135477"
"3.1.4.40","Rattus norvegicus",133,135471
"3.1.4.41","Rattus norvegicus",430,653121
"3.1.4.41","Loxosceles reclusa",103643,135487
"3.1.4.42","Sus scrofa",63,81113
"3.1.4.42","Sus scrofa",153,81113
"3.1.4.42","Sus scrofa",45,81113
"3.1.4.44","Rattus norvegicus",2,653592
"3.1.4.45","Homo sapiens",8485,652287
"3.1.4.48","Dictyostelium discoideum",61,646470
"3.1.4.49","Gallus gallus",63,646471
"3.1.4.49","Gallus gallus",98292,646471
"3.1.4.49","Gallus gallus",2,646471
"3.1.4.49","Gallus gallus",98559,646471
"3.1.4.50","Bos taurus",3215,646483
"3.1.4.50","Homo sapiens",3215,646486
"3.1.4.50","Bos taurus",116084,646483
"3.1.4.50","Rattus norvegicus",2,646474
"3.1.4.50","Homo sapiens",2,646486
"3.1.4.50","Homo sapiens",629,"646472, 646473"
"3.1.4.50","Oryctolagus cuniculus",629,646473
"3.1.4.50","Homo sapiens",629,646486
"3.1.4.50","Bos taurus",1832,646476
"3.1.4.50","Homo sapiens",1832,646476
"3.1.4.50","Homo sapiens",513,646486
"3.1.4.50","Homo sapiens",704,664499
"3.1.4.50","Homo sapiens",61,646486
"3.1.4.50","Bos taurus",393,646484
"3.1.4.52","Caulobacter vibrioides",37,680630
"3.1.4.52","Pseudomonas aeruginosa",37,681988
"3.1.4.52","Peptoclostridium difficile",37,716668
"3.1.4.52","Vibrio cholerae",79,680631
"3.1.4.52","Vibrio cholerae",2,703997
"3.1.4.53","Bos taurus",125,677917
"3.1.4.53","Trypanosoma cruzi",268,678039
"3.1.4.53","Trypanosoma cruzi",342,678039
"3.1.4.53","Homo sapiens",21,690423
"3.1.4.53","Rattus norvegicus",144172,688524
"3.1.4.53","Rattus norvegicus",13061,678559
"3.1.4.53","Rattus norvegicus",3539,694373
"3.1.4.53","Homo sapiens",1682,688125
"3.1.4.53","Mus musculus",1682,694262
"3.1.4.53","Trypanosoma cruzi",2,678039
"3.1.4.53","Trypanosoma cruzi",2,681819
"3.1.4.53","Vibrio vulnificus",2,692902
"3.1.4.53","Rattus norvegicus",2,694373
"3.1.4.54","Homo sapiens",160356,708110
"3.1.4.54","Rattus norvegicus",12945,710098
"3.1.4.54","Rattus norvegicus",21921,710098
"3.1.4.54","Rattus norvegicus",7409,710098
"3.1.4.54","Rattus norvegicus",47692,710098
"3.1.4.54","Mus musculus",160353,707099
"3.1.4.54","Homo sapiens",813,708110
"3.1.4.54","Homo sapiens",160354,708110
"3.1.4.54","Homo sapiens",160355,708110
"3.1.4.54","Homo sapiens",2,708110
"3.1.4.54","Homo sapiens",72170,708110
"3.1.4.54","Homo sapiens",31898,708110
"3.1.4.54","Homo sapiens",513,708110
"3.1.4.54","Homo sapiens",473,708110
"3.1.4.54","Rattus norvegicus",155,708109
"3.1.4.54","Rattus norvegicus",148,708109
"3.1.4.54","Rattus norvegicus",197,666213
"3.1.4.54","Rattus norvegicus",197,708109
"3.1.4.54","Rattus norvegicus",61,708109
"3.1.5.B1","Enterococcus faecalis",140,730057
"3.1.5.B1","Enterococcus faecalis",179,730057
"3.1.5.B1","Homo sapiens",219,730044
"3.1.5.B1","Mus musculus",219,730044
"3.1.5.B1","Enterococcus faecalis",219,730057
"3.1.5.B1","Homo sapiens",219,730446
"3.1.5.B1","Homo sapiens",37,730044
"3.1.5.B1","Mus musculus",37,730044
"3.1.5.B1","Homo sapiens",2,730044
"3.1.5.B1","Mus musculus",2,730044
"3.1.5.B1","Homo sapiens",2,730446
"3.1.5.1","Escherichia coli",30403,135504
"3.1.6.1","Mus musculus",139428,665853
"3.1.6.1","Citrobacter braakii",21,678774
"3.1.6.1","Chlamydomonas reinhardtii",470,135515
"3.1.6.2","Homo sapiens",55942,656646
"3.1.6.2","Homo sapiens",1953,665806
"3.1.6.2","Homo sapiens",387,656643
"3.1.6.2","Homo sapiens",1615,656643
"3.1.6.2","Homo sapiens",611,656643
"3.1.6.2","Homo sapiens",44,656643
"3.1.6.2","Homo sapiens",44,681650
"3.1.6.2","Homo sapiens",524,656370
"3.1.6.2","Homo sapiens",22313,656640
"3.1.6.2","Homo sapiens",5689,135619
"3.1.6.2","Homo sapiens",37309,681650
"3.1.6.2","Homo sapiens",74,681650
"3.1.6.2","Homo sapiens",1325,681650
"3.1.6.2","Homo sapiens",2,656643
"3.1.6.2","Macaca mulatta",2,666931
"3.1.6.2","Homo sapiens",43,656643
"3.1.6.2","Bos taurus",61,656637
"3.1.6.2","Homo sapiens",2773,135619
"3.1.6.2","Homo sapiens",2773,656640
"3.1.6.3","Helicobacter pylori",218,"135642, 135643"
"3.1.6.3","Helicobacter pylori",61,"135642, 135643"
"3.1.6.4","Homo sapiens",63,135645
"3.1.6.4","Homo sapiens",45,135645
"3.1.6.4","Homo sapiens",21,135645
"3.1.6.4","Homo sapiens",44,135645
"3.1.6.4","Homo sapiens",2,694099
"3.1.6.4","Homo sapiens",89,135645
"3.1.6.6","Sinorhizobium meliloti",149,135665
"3.1.6.6","Pseudomonas nitroreducens",5534,135658
"3.1.6.6","Pseudomonas aeruginosa",5534,135659
"3.1.6.6","Pseudomonas sp.",5534,135663
"3.1.6.6","Sinorhizobium meliloti",5534,135665
"3.1.6.8","Homo sapiens",9316,135667
"3.1.6.8","Homo sapiens",9316,"135677, 135678"
"3.1.6.8","Homo sapiens",147722,693260
"3.1.6.8","Homo sapiens",726,135676
"3.1.6.8","Homo sapiens",8061,135676
"3.1.6.8","Homo sapiens",141,135678
"3.1.6.8","Homo sapiens",2271,693260
"3.1.6.8","Actinia equina",2,135675
"3.1.6.8","Blaberus fuscus",2,135675
"3.1.6.8","Helix pomatia",2,135675
"3.1.6.8","Lima inflata",2,135675
"3.1.6.8","Lumbricus terrestris",2,135675
"3.1.6.8","Marthasterias glacialis",2,"135671, 135675"
"3.1.6.8","Microcosmus sulcatus",2,"135671, 135673, 135675"
"3.1.6.8","Patella vulgata",2,"135671, 135675"
"3.1.6.8","Pecten jacobaeus",2,135675
"3.1.6.8","Tethya aurantium",2,"135671, 135673, 135675"
"3.1.6.8","Homo sapiens",2,693260
"3.1.6.8","Homo sapiens",491,693260
"3.1.6.8","Homo sapiens",215,135676
"3.1.6.8","Homo sapiens",7363,135671
"3.1.6.8","Homo sapiens",7363,"135668, 135670, 135672"
"3.1.6.8","Rattus norvegicus",7363,135672
"3.1.6.8","Homo sapiens",7363,135676
"3.1.6.8","Homo sapiens",7363,135687
"3.1.6.8","Homo sapiens",9251,135676
"3.1.6.8","Homo sapiens",103634,135692
"3.1.6.8","Homo sapiens",687,135676
"3.1.6.8","Homo sapiens",1833,135670
"3.1.6.8","Bos taurus",1833,135674
"3.1.6.8","Actinia equina",1833,135675
"3.1.6.8","Blaberus fuscus",1833,135675
"3.1.6.8","Helix pomatia",1833,135675
"3.1.6.8","Lima inflata",1833,135675
"3.1.6.8","Lumbricus terrestris",1833,135675
"3.1.6.8","Marthasterias glacialis",1833,135675
"3.1.6.8","Microcosmus sulcatus",1833,135675
"3.1.6.8","Patella vulgata",1833,135675
"3.1.6.8","Pecten jacobaeus",1833,135675
"3.1.6.8","Tethya aurantium",1833,135675
"3.1.6.8","Homo sapiens",1833,"135671, 135686"
"3.1.6.8","Homo sapiens",271,135678
"3.1.6.10","Proteus vulgaris",47,34086
"3.1.6.12","Bos taurus",47,135554
"3.1.6.12","Loligo sp.",4802,135553
"3.1.6.12","Homo sapiens",45,135544
"3.1.6.12","Homo sapiens",21,135544
"3.1.6.12","Homo sapiens",21,135545
"3.1.6.12","Loligo sp.",21,135553
"3.1.6.12","Homo sapiens",233,663938
"3.1.6.13","Mus musculus",2,649290
"3.1.6.14","Homo sapiens",274,135590
"3.1.6.14","Homo sapiens",45,135580
"3.1.6.14","Homo sapiens",45,135586
"3.1.6.18","Homo sapiens",274,646498
"3.1.6.18","Homo sapiens",274,646499
"3.1.7.1","Datura stramonium",4,654930
"3.1.7.1","Rattus norvegicus",4,95169
"3.1.7.1","Datura stramonium",113,654930
"3.1.7.1","Oryza sativa",2,656974
"3.1.7.1","Datura stramonium",184,654930
"3.1.7.2","Escherichia coli",2,135698
"3.1.7.6","Datura stramonium",4,654930
"3.1.7.6","Rattus norvegicus",4,95169
"3.1.7.6","Datura stramonium",113,654930
"3.1.7.6","Datura stramonium",184,654930
"3.1.7.6","Saccharomyces cerevisiae",61,701757
"3.1.8.1","Purpureocillium lilacinum",63,664771
"3.1.8.1","Sulfolobus solfataricus",21245,692889
"3.1.8.1","Homo sapiens",3100,693517
"3.1.8.1","Mus musculus",3100,693517
"3.1.8.1","Brevundimonas diminuta",9410,709292
"3.1.8.1","Homo sapiens",15,652704
"3.1.8.1","Mus musculus",72155,690676
"3.1.8.1","Homo sapiens",66980,678376
"3.1.8.1","Homo sapiens",22177,646509
"3.1.8.1","Homo sapiens",9154,678376
"3.1.8.1","Sulfolobus solfataricus",1217,692889
"3.1.8.1","Homo sapiens",8096,678376
"3.1.8.1","Homo sapiens",13306,646509
"3.1.8.1","Homo sapiens",3337,678376
"3.1.8.1","Purpureocillium lilacinum",577,664771
"3.1.8.1","Purpureocillium lilacinum",177,664771
"3.1.8.1","Sulfolobus solfataricus",69,692889
"3.1.8.1","Homo sapiens",12924,664064
"3.1.8.1","Homo sapiens",1929,646509
"3.1.8.1","Sulfolobus solfataricus",6679,692889
"3.1.8.1","Homo sapiens",2205,646509
"3.1.8.1","Homo sapiens",6,652704
"3.1.8.1","Homo sapiens",11,652704
"3.1.8.1","Purpureocillium lilacinum",2,664771
"3.1.8.1","Brevundimonas diminuta",2,682846
"3.1.8.1","Homo sapiens",2,692732
"3.1.8.1","Homo sapiens",2,707155
"3.1.8.1","Geobacillus stearothermophilus",2,707276
"3.1.8.1","Homo sapiens",2,709264
"3.1.8.1","Platynota idaeusalis",116302,646540
"3.1.8.1","Homo sapiens",37310,681730
"3.1.8.1","Sulfolobus solfataricus",228,692889
"3.1.8.1","Brevundimonas diminuta",228,709292
"3.1.8.1","Homo sapiens",16,709264
"3.1.8.1","synthetic construct",16,709264
"3.1.8.1","Homo sapiens",215,646509
"3.1.8.1","Homo sapiens",513,646509
"3.1.8.1","Homo sapiens",681,646509
"3.1.8.1","Sulfolobus solfataricus",32,692889
"3.1.8.1","Homo sapiens",765,693517
"3.1.8.1","Mus musculus",765,693517
"3.1.8.1","Purpureocillium lilacinum",124,664771
"3.1.8.1","Sulfolobus solfataricus",124,724576
"3.1.8.1","Sulfolobus islandicus",124,726306
"3.1.8.1","Sulfolobus solfataricus",124,726484
"3.1.8.1","Homo sapiens",2311,677884
"3.1.8.1","Sulfolobus solfataricus",549,726484
"3.1.8.1","Rattus norvegicus",61,646519
"3.1.8.1","Purpureocillium lilacinum",61,664771
"3.1.8.1","Sulfolobus solfataricus",555,692889
"3.1.8.2","Sus scrofa",375,646545
"3.1.8.2","Alteromonas sp.",63,646547
"3.1.8.2","Pseudoalteromonas undina",63,646548
"3.1.8.2","Mus musculus",906,664937
"3.1.8.2","Rattus norvegicus",906,664937
"3.1.8.2","Mus musculus",414,664937
"3.1.8.2","Rattus norvegicus",414,664937
"3.1.8.2","Alteromonas sp.",177,646547
"3.1.8.2","Pseudoalteromonas undina",177,646548
"3.1.8.2","Mus musculus",196,664937
"3.1.8.2","Rattus norvegicus",196,664937
"3.1.8.2","Mus musculus",307,664937
"3.1.8.2","Rattus norvegicus",307,664937
"3.1.8.2","Alteromonas sp.",2,646565
"3.1.11.1","Escherichia coli",102749,133942
"3.1.11.1","Homo sapiens",2,700957
"3.1.11.1","Homo sapiens",2,700958
"3.1.11.1","Escherichia coli",2,700988
"3.1.11.1","Escherichia coli",2,707503
"3.1.11.2","Escherichia coli",63,133964
"3.1.11.3","Oryctolagus cuniculus",63,133982
"3.1.11.3","Enterobacteria phage T7",45,133981
"3.1.11.3","Escherichia coli",45,133981
"3.1.11.3","Enterobacteria phage T7",79,133981
"3.1.11.3","Escherichia coli",79,133981
"3.1.11.3","Saccharomyces cerevisiae",42,133990
"3.1.11.5","Escherichia coli",7108,133998
"3.1.11.5","Escherichia coli",236,133998
"3.1.11.5","Escherichia coli",144,133998
"3.1.11.5","Escherichia coli",122,133998
"3.1.11.5","Escherichia coli",13,133998
"3.1.11.5","Escherichia coli",274,133996
"3.1.11.5","Escherichia coli",274,133999
"3.1.11.5","Escherichia coli",60,133998
"3.1.11.5","Escherichia coli",140,133995
"3.1.11.5","Escherichia coli",179,133998
"3.1.11.5","Escherichia coli",37,133998
"3.1.11.5","Escherichia coli",42,134010
"3.1.11.5","Escherichia coli",31128,133999
"3.1.11.5","Escherichia coli",404,133998
"3.1.11.5","Escherichia coli",523,133998
"3.1.11.5","Escherichia coli",65,133998
"3.1.11.6","Escherichia coli",63,134037
"3.1.11.6","Escherichia coli",2,700327
"3.1.11.6","Escherichia coli",2,700496
"3.1.11.6","Escherichia coli",16,134037
"3.1.11.6","Escherichia coli",16,700496
"3.1.11.6","Escherichia coli",160,700496
"3.1.13.1","Escherichia coli",533,134049
"3.1.13.1","Escherichia coli",9544,664891
"3.1.13.1","Escherichia coli",155,134049
"3.1.13.1","Escherichia coli",148,134049
"3.1.13.1","Escherichia coli",197,134049
"3.1.13.1","Rattus norvegicus",197,134057
"3.1.13.1","Rattus norvegicus",197,134058
"3.1.13.2","Human immunodeficiency virus 1",30,664048
"3.1.13.2","Hepatitis B virus",79,134079
"3.1.13.2","Human immunodeficiency virus 1",56634,690314
"3.1.13.2","Avian myeloblastosis virus",46595,134069
"3.1.13.4","Mus musculus",139409,682843
"3.1.13.4","Saccharomyces cerevisiae",102175,134095
"3.1.13.4","Bos taurus",12468,134096
"3.1.13.4","Xenopus sp.",12468,134096
"3.1.13.4","Homo sapiens",39,690777
"3.1.13.4","Drosophila melanogaster",2,679425
"3.1.13.4","Mus musculus",2,682843
"3.1.13.4","Xenopus sp.",2,682843
"3.1.13.4","Mus musculus",2,694441
"3.1.13.4","Saccharomyces cerevisiae",103429,134094
"3.1.13.4","Saccharomyces cerevisiae",31903,134093
"3.1.13.4","Homo sapiens",118867,652522
"3.1.13.4","Bos taurus",148,134096
"3.1.13.4","Xenopus sp.",148,134096
"3.1.13.4","Homo sapiens",148,652522
"3.1.13.4","Homo sapiens",118866,653219
"3.1.13.5","Escherichia coli",54,662077
"3.1.14.1","Saccharomyces cerevisiae",21,134098
"3.1.14.1","Aspergillus flavipes",21,134103
"3.1.14.1","Saccharomyces carlsbergensis",21,134104
"3.1.14.1","Schizosaccharomyces pombe",2,651791
"3.1.14.1","Kluyveromyces lactis",2,682189
"3.1.14.1","Saccharomyces carlsbergensis",827,134104
"3.1.14.1","Schizosaccharomyces pombe",118869,651791
"3.1.14.1","Kluyveromyces lactis",1480,682189
"3.1.15.1","Crotalus atrox",2,728951
"3.1.16.1","Bos taurus",21,134135
"3.1.16.1","Bos taurus",978,134135
"3.1.21.1","Helicobacter pylori",63,665370
"3.1.21.1","Bos taurus",9093,134237
"3.1.21.1","Bos taurus",29709,134237
"3.1.21.1","Bos taurus",92320,134237
"3.1.21.1","Mus musculus",405,697891
"3.1.21.1","Rattus sp.",98943,134229
"3.1.21.1","Rattus sp.",274,134216
"3.1.21.1","Helicobacter pylori",45,665370
"3.1.21.1","Mus musculus",227,697891
"3.1.21.1","Medicago sativa",1791,653014
"3.1.21.1","Bos taurus",2,701089
"3.1.21.1","Rattus sp.",49,134216
"3.1.21.1","Homo sapiens",720,650792
"3.1.21.1","Schizosaccharomyces pombe",129920,666293
"3.1.21.2","Escherichia coli",63,134240
"3.1.21.2","Escherichia coli",274,665452
"3.1.21.2","Escherichia coli",2,665452
"3.1.21.3","Escherichia coli",2,666057
"3.1.21.3","Helicobacter pylori",2,694457
"3.1.21.3","Escherichia coli",75858,700022
"3.1.21.3","Escherichia coli",24,134241
"3.1.21.3","Escherichia coli",24,134249
"3.1.21.3","Escherichia coli",24,134250
"3.1.21.3","Staphylococcus aureus",24,134250
"3.1.21.4","Escherichia coli",102730,134259
"3.1.21.4","Methylophilus methylotrophus",24,694455
"3.1.21.4","Acinetobacter lwoffii",24,714119
"3.1.21.4","Bacillus coagulans",24,714119
"3.1.21.4","Bacillus pumilus",24,714119
"3.1.21.4","Campylobacter jejuni",24,714119
"3.1.21.4","Citrobacter sp.",24,714119
"3.1.21.4","Geobacillus stearothermophilus",24,714119
"3.1.21.4","Lysinibacillus sphaericus",24,714119
"3.1.21.5","Escherichia coli",4,730513
"3.1.21.5","Providencia stuartii",4,730513
"3.1.21.5","Escherichia coli",2,665395
"3.1.21.5","Escherichia coli",117274,652861
"3.1.21.5","Lactococcus lactis",404,134272
"3.1.21.5","Escherichia coli",118881,652861
"3.1.21.5","Escherichia coli",659,652861
"3.1.21.7","Escherichia coli",4,714813
"3.1.21.7","Thermotoga maritima",2,"678001, 682187"
"3.1.21.9","Enterobacteria phage T4",2,727596
"3.1.22.1","Mus musculus",152034,696131
"3.1.22.1","Homo sapiens",152032,696131
"3.1.22.1","Viviparus viviparus",8440,649345
"3.1.22.1","Homo sapiens",7368,696131
"3.1.22.1","Viviparus viviparus",16174,649345
"3.1.22.1","Mytilus galloprovincialis",74902,695849
"3.1.22.1","Sus scrofa",153,134308
"3.1.22.1","Rattus sp.",21,134292
"3.1.22.1","Homo sapiens",21,"134286, 134299"
"3.1.22.1","Sus scrofa",21,134308
"3.1.22.1","Mytilus galloprovincialis",152031,695849
"3.1.22.1","Homo sapiens",152033,696131
"3.1.22.1","Viviparus viviparus",55174,649345
"3.1.22.1","Homo sapiens",2,696131
"3.1.22.1","Homo sapiens",2,697574
"3.1.22.1","Sus scrofa",2,697574
"3.1.22.1","Trichinella spiralis",2,697574
