,EC_number,Compound,Organism_inh,UniqueOrganisms_Ki,Organism_act,UniqueOrganisms_Act
4969,1.1.5.4,Menadione,0.0,0,2.0,"Corynebacterium glutamicum,Mycobacterium sp."
4970,1.1.5.5,Ethanol,0.0,0,1.0,Acetobacter pasteurianus
4971,1.1.99.1,PQQ,0.0,0,1.0,Canis lupus familiaris
4972,1.1.99.12,Calcium cation,0.0,0,1.0,Gluconobacter oxydans
4973,1.1.99.12,Hydrogen cyanide,0.0,0,1.0,Gluconobacter oxydans
4974,1.1.99.14,Dodecane,0.0,0,1.0,Synechococcus elongatus PCC 7942
4975,1.1.99.20,Ethylamine,0.0,0,1.0,Pseudomonas sp.
4976,1.1.99.20,Methylamine,0.0,0,1.0,Pseudomonas sp.
4977,1.1.99.20,PQQ,0.0,0,3.0,"Flavobacterium sp.,Pseudomonas sp."
4978,1.1.99.20,Phenazine methosulfate,0.0,0,6.0,"Flavobacterium sp.,Pseudomonas sp."
4979,1.1.99.29,Acetate,0.0,0,1.0,Agaricus bisporus
4980,1.1.99.29,Ammonia,0.0,0,1.0,Leucoagaricus meleagris
4981,1.1.99.6,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,0,1.0,Archaeoglobus fulgidus
4982,1.1.99.6,Ferricyanide,0.0,0,2.0,Oryctolagus cuniculus
4983,1.1.99.6,Phenazine methosulfate,0.0,0,1.0,Archaeoglobus fulgidus
4984,1.10.1.1,Ethanol,0.0,0,1.0,Rattus norvegicus
4985,1.10.2.2,Sucrose,0.0,0,1.0,Saccharomyces cerevisiae
4986,1.10.3.1,2-Oxobutanoate,0.0,0,1.0,Agaricus bisporus
4987,1.10.3.1,"3,4-Dihydroxybenzoate",0.0,0,1.0,Musa x paradisiaca
4988,1.10.3.1,Acrylic acid,0.0,0,1.0,Agaricus bisporus
4989,1.10.3.1,Benzoate,0.0,0,1.0,Pouteria sapota
4990,1.10.3.1,Catechol,0.0,0,2.0,"Bromus inermis,Bromus rubens"
4991,1.10.3.1,Ferulate,0.0,0,1.0,Musa x paradisiaca
4992,1.10.3.1,Propanoate,0.0,0,1.0,Agaricus bisporus
4993,1.10.3.1,Pyruvate,0.0,0,1.0,Agaricus bisporus
4994,1.10.3.1,SDS,0.0,0,9.0,"Aphonopelma californicum (nomen dubium),Beta vulgaris,Erimacrus isenbeckii,Lablab purpureus,Lonicera japonica,Nicotiana tabacum,Vigna unguiculata"
4995,1.10.3.10,Zwittergent 3-14,0.0,0,1.0,Vibrio alginolyticus
4996,1.10.3.11,(S)-Malate,0.0,0,1.0,Ipomoea batatas
4997,1.10.3.11,2-Oxoglutarate,0.0,0,1.0,Ipomoea batatas
4998,1.10.3.11,ADP,0.0,0,2.0,"Neurospora crassa,Scheffersomyces stipitis"
4999,1.10.3.11,CCCP,0.0,0,1.0,Sauromatum venosum
5000,1.10.3.11,GMP,0.0,0,2.0,"Neurospora crassa,Scheffersomyces stipitis"
5001,1.10.3.11,Glyoxylate,0.0,0,1.0,Ipomoea batatas
5002,1.10.3.11,Hydroxypyruvate,0.0,0,1.0,Ipomoea batatas
5003,1.10.3.11,Oxaloacetate,0.0,0,1.0,Ipomoea batatas
5004,1.10.3.11,Pyruvate,0.0,0,11.0,"Arabidopsis thaliana,Arum italicum,Glycine max,Ipomoea batatas,Neurospora crassa,Scheffersomyces stipitis"
5005,1.10.3.11,Succinate,0.0,0,1.0,Ipomoea batatas
5006,1.10.3.2,2-Chlorophenol,0.0,0,1.0,Toxicodendron vernicifluum
5007,1.10.3.2,4-Chlorophenol,0.0,0,1.0,Toxicodendron vernicifluum
5008,1.10.3.2,Copper sulfate,0.0,0,1.0,Trametes hirsuta
5009,1.10.3.2,EDTA,0.0,0,2.0,"Haloferax volcanii,Trametes hirsuta"
5010,1.10.3.2,Fe2+,0.0,0,1.0,Toxicodendron vernicifluum
5011,1.10.3.2,Oxalate,0.0,0,1.0,Trametes hirsuta
5012,1.10.3.2,SDS,0.0,0,2.0,"Bacillus sp.,Fusarium solani"
5013,1.10.3.3,"1,10-Phenanthroline",0.0,0,1.0,Myrothecium verrucaria
5014,1.10.3.3,Ascorbate,0.0,0,1.0,Cucurbita pepo condensa
5015,1.10.3.3,Cadmium,0.0,0,1.0,Hordeum vulgare
5016,1.10.3.3,Ethanol,0.0,0,1.0,Myrothecium verrucaria
5017,1.10.3.3,p-Chloromercuribenzoate,0.0,0,1.0,Myrothecium verrucaria
5018,1.10.3.6,FAD,0.0,0,1.0,Monocillium spp.
5019,1.11.1.1,4-Coumarate,0.0,0,2.0,Vigna unguiculata
5020,1.11.1.1,Acetate,0.0,0,1.0,Enterococcus faecalis
5021,1.11.1.1,Benzoate,0.0,0,1.0,Vigna unguiculata
5022,1.11.1.1,Ferulate,0.0,0,1.0,Vigna unguiculata
5023,1.11.1.1,Vanillate,0.0,0,1.0,Vigna unguiculata
5024,1.11.1.10,Ascorbate,0.0,0,1.0,Leptoxyphium fumago
5025,1.11.1.10,Caffeate,0.0,0,1.0,Leptoxyphium fumago
5026,1.11.1.10,Cetyltrimethylammonium bromide,0.0,0,1.0,Leptoxyphium fumago
5027,1.11.1.10,Ferulate,0.0,0,1.0,Leptoxyphium fumago
5028,1.11.1.11,Nitric oxide,0.0,0,1.0,Glycine max
5029,1.11.1.11,Phenanthrene,0.0,0,1.0,Riccia fluitans
5030,1.11.1.11,Zinc cation,0.0,0,1.0,Hordeum vulgare
5031,1.11.1.12,Deoxycholic acid,0.0,0,1.0,Homo sapiens
5032,1.11.1.12,Estradiol-17beta,0.0,0,1.0,Bos taurus
5033,1.11.1.12,Sodium chloride,0.0,0,1.0,Oryza sativa
5034,1.11.1.13,"(R,R)-Tartaric acid",0.0,0,6.0,"Dichomitus squalens,Lentinula edodes,Lentinus tigrinus,Phanerochaete chrysosporium"
5035,1.11.1.13,(S)-Malate,0.0,0,4.0,"Dichomitus squalens,Lentinula edodes,Phanerochaete chrysosporium"
5036,1.11.1.13,"1,10-Phenanthroline",0.0,0,1.0,Phanerochaete chrysosporium
5037,1.11.1.13,Copper,0.0,0,1.0,Ceriporiopsis subvermispora
5038,1.11.1.13,D-Gluconic acid,0.0,0,1.0,Dichomitus squalens
5039,1.11.1.13,Diphosphate,0.0,0,3.0,"Lentinula edodes,Lentinus tigrinus,Phanerochaete chrysosporium"
5040,1.11.1.13,Glutathione,0.0,0,1.0,Lentinula edodes
5041,1.11.1.13,Glycolate,0.0,0,1.0,Dichomitus squalens
5042,1.11.1.13,Lactate,0.0,0,4.0,"Dichomitus squalens,Lentinus tigrinus,Phanerochaete chrysosporium"
5043,1.11.1.13,Maleic acid,0.0,0,1.0,Dichomitus squalens
5044,1.11.1.13,Malonate,0.0,0,7.0,"Dichomitus squalens,Lentinula edodes,Lentinus tigrinus,Phanerochaete chrysosporium"
5045,1.11.1.13,Methylmalonate,0.0,0,1.0,Lentinula edodes
5046,1.11.1.13,Nitrilotriacetic acid,0.0,0,1.0,Phanerochaete chrysosporium
5047,1.11.1.13,Orthophosphate,0.0,0,1.0,Dichomitus squalens
5048,1.11.1.13,Oxalate,0.0,0,8.0,"Clitocybula dusenii,Dichomitus squalens,Lentinula edodes,Lentinus tigrinus,Nematoloma frowardii,Phanerochaete chrysosporium"
5049,1.11.1.13,Oxaloacetate,0.0,0,1.0,Lentinula edodes
5050,1.11.1.13,Phenylacetic acid,0.0,0,1.0,Dichomitus squalens
5051,1.11.1.13,Succinate,0.0,0,2.0,"Dichomitus squalens,Phanerochaete chrysosporium"
5052,1.11.1.15,Cadmium,0.0,0,1.0,Pisum sativum
5053,1.11.1.15,Sodium cation,0.0,0,1.0,Pisum sativum
5054,1.11.1.21,Amitrole,0.0,0,1.0,Mycobacterium sp.
5055,1.11.1.21,Sodium chloride,0.0,0,3.0,"Haloarcula marismortui,Halobacterium salinarum,Oceanobacillus oncorhynchi subsp. incaldanensis"
5056,1.11.1.5,SDS,0.0,0,1.0,Bos taurus
5057,1.11.1.6,Bensulfuron-methyl,0.0,0,2.0,"Escherichia coli,Stenotrophomonas maltophilia"
5058,1.11.1.6,Calcium cation,0.0,0,1.0,Vigna mungo
5059,1.11.1.6,Chloramphenicol,0.0,0,1.0,Pseudomonas syringae
5060,1.11.1.6,Fe2+,0.0,0,1.0,Azotobacter chroococcum
5061,1.11.1.6,Heme,0.0,0,1.0,Enterococcus faecalis
5062,1.11.1.6,Ibuprofen,0.0,0,1.0,Bacillus megaterium
5063,1.11.1.6,Imidazole,0.0,0,2.0,"Escherichia coli,Zavarzinia compransoris"
5064,1.11.1.6,Magnesium cation,0.0,0,1.0,Vigna mungo
5065,1.11.1.6,NADPH,0.0,0,1.0,Paracoccidioides brasiliensis
5066,1.11.1.6,Quinclorac,0.0,0,2.0,"Escherichia coli,Stenotrophomonas maltophilia"
5067,1.11.1.6,Retinal,0.0,0,1.0,Rattus norvegicus
5068,1.11.1.6,Retinoate,0.0,0,1.0,Rattus norvegicus
5069,1.11.1.6,Retinol,0.0,0,1.0,Rattus norvegicus
5070,1.11.1.6,Sodium chloride,0.0,0,1.0,Halobacterium salinarum
5071,1.11.1.7,4-Coumarate,0.0,0,1.0,Fragaria x ananassa
5072,1.11.1.7,Acetylcysteine,0.0,0,1.0,Bos taurus
5073,1.11.1.7,Ammonia,0.0,0,1.0,Fagopyrum esculentum
5074,1.11.1.7,Calcium cation,0.0,0,1.0,Euphorbia characias
5075,1.11.1.7,Calcium chloride anhydrous,0.0,0,1.0,Triticum aestivum
5076,1.11.1.7,D-Glucose,0.0,0,2.0,"Fragaria vesca,Fragaria x ananassa"
5077,1.11.1.7,Melamine,0.0,0,1.0,Armoracia rusticana
5078,1.11.1.7,Penicillamine,0.0,0,1.0,Bos taurus
5079,1.11.1.7,Potassium dichromate,0.0,0,1.0,Ipomoea carnea
5080,1.11.1.8,"2,4-Dihydroxybenzophenone",0.0,0,1.0,Homo sapiens
5081,1.11.1.9,Etoposide,0.0,0,1.0,Homo sapiens
5082,1.11.1.9,Genistein,0.0,0,1.0,Homo sapiens
5083,1.11.2.2,Acetylcysteine,0.0,0,1.0,Homo sapiens
5084,1.11.2.2,Ascorbate,0.0,0,2.0,Homo sapiens
5085,1.11.2.2,Betanin,0.0,0,1.0,Homo sapiens
5086,1.11.2.2,Ferrocyanide,0.0,0,1.0,Homo sapiens
5087,1.11.2.2,Glutathione,0.0,0,1.0,Homo sapiens
5088,1.11.2.2,Hydrochloric acid,0.0,0,1.0,Homo sapiens
5089,1.11.2.2,Indicaxanthin,0.0,0,1.0,Homo sapiens
5090,1.11.2.2,Penicillamine,0.0,0,1.0,Homo sapiens
5091,1.11.2.2,Serotonin,0.0,0,1.0,Homo sapiens
5092,1.11.2.2,Sodium chloride,0.0,0,1.0,Homo sapiens
5093,1.12.1.2,Ammonia,0.0,0,1.0,Rhodococcus opacus
5094,1.12.1.2,FMN,0.0,0,3.0,"Caldanaerobacter subterraneus subsp. tengcongensis,Cupriavidus necator"
5095,1.12.1.2,Glutathione,0.0,0,1.0,Rhodococcus opacus
5096,1.12.1.2,NADPH,0.0,0,1.0,Cupriavidus necator
5097,1.12.1.2,Orthophosphate,0.0,0,1.0,Rhodococcus opacus
5098,1.12.1.2,Sulfate,0.0,0,1.0,Rhodococcus opacus
5099,1.12.7.2,Magnesium chloride,0.0,0,1.0,Megasphaera elsdenii
5100,1.12.7.2,Sodium chloride,0.0,0,1.0,Megasphaera elsdenii
5101,1.12.98.1,FAD,0.0,0,2.0,Methanobacterium formicicum
5102,1.12.98.1,Reactive blue 2,0.0,0,1.0,Methanothermobacter thermautotrophicum
5103,1.12.98.4,8-Hydroxyquinoline,0.0,0,1.0,thermophilic iron-oxidizing bacterium strain TI-1
5104,1.12.98.4,Cysteamine,0.0,0,1.0,Sulfurospirillum deleyianum
5105,1.12.98.4,EDTA,0.0,0,1.0,thermophilic iron-oxidizing bacterium strain TI-1
5106,1.12.98.4,Glutathione,0.0,0,2.0,Sulfurospirillum deleyianum
5107,1.12.98.4,NADPH,0.0,0,1.0,Aquifex aeolicus
5108,1.12.99.6,S-Adenosyl-L-methionine,0.0,0,1.0,Chlamydomonas reinhardtii
5109,1.13.11.1,Fe2+,0.0,0,2.0,"Brevibacterium fuscum,Frateuria sp."
5110,1.13.11.1,Fe3+,0.0,0,1.0,Frateuria sp.
5111,1.13.11.11,Ascorbate,0.0,0,5.0,"Homo sapiens,Oryctolagus cuniculus,Pseudomonas fluorescens,Rana catesbeiana,Rattus norvegicus"
5112,1.13.11.11,Glutathione,0.0,0,1.0,Pseudomonas fluorescens
5113,1.13.11.18,"1,10-Phenanthroline",0.0,0,1.0,Thiobacillus thioparus
5114,1.13.11.18,Glutathione,0.0,0,1.0,Acidithiobacillus ferrooxidans
5115,1.13.11.19,Hydroxylamine,0.0,0,2.0,Equus caballus
5116,1.13.11.19,Mercaptoethanol,0.0,0,1.0,Equus caballus
5117,1.13.11.2,8-Hydroxyquinoline,0.0,0,1.0,Stenotrophomonas maltophilia
5118,1.13.11.2,Ascorbate,0.0,0,1.0,Geobacillus stearothermophilus
5119,1.13.11.2,EDTA,0.0,0,1.0,Stenotrophomonas maltophilia
5120,1.13.11.20,8-Hydroxyquinoline,0.0,0,1.0,Rattus norvegicus
5121,1.13.11.20,Acetylcysteine,0.0,0,2.0,Rattus norvegicus
5122,1.13.11.20,Cortisol,0.0,0,1.0,Rattus norvegicus
5123,1.13.11.20,Diethyldithiocarbamic acid,0.0,0,1.0,Rattus norvegicus
5124,1.13.11.20,Fe2+,0.0,0,1.0,Rattus norvegicus
5125,1.13.11.20,Hydroxylamine,0.0,0,1.0,Rattus norvegicus
5126,1.13.11.20,NADH,0.0,0,1.0,Histoplasma capsulatum
5127,1.13.11.20,NADPH,0.0,0,2.0,Rattus norvegicus
5128,1.13.11.20,S-Carboxymethyl-L-cysteine,0.0,0,1.0,Rattus norvegicus
5129,1.13.11.24,EDTA,0.0,0,1.0,Bacillus subtilis
5130,1.13.11.27,"1,4-Dioxane",0.0,0,1.0,Sus scrofa
5131,1.13.11.27,1-Butanol,0.0,0,1.0,Sus scrofa
5132,1.13.11.27,Ascorbate,0.0,0,3.0,"Homo sapiens,Pseudomonas sp.,Streptomyces avermitilis"
5133,1.13.11.27,Cyclohexanol,0.0,0,1.0,Sus scrofa
5134,1.13.11.27,Ethanol,0.0,0,1.0,Sus scrofa
5135,1.13.11.27,Ether,0.0,0,1.0,Sus scrofa
5136,1.13.11.27,Glutathione,0.0,0,1.0,Homo sapiens
5137,1.13.11.27,Methanol,0.0,0,1.0,Sus scrofa
5138,1.13.11.27,Propane-1-ol,0.0,0,1.0,Sus scrofa
5139,1.13.11.3,Sodium sulfate,0.0,0,1.0,Brevibacterium fuscum
5140,1.13.11.31,1-Naphthol,0.0,0,1.0,Rattus norvegicus
5141,1.13.11.31,2-Arachidonoylglycerol,0.0,0,1.0,Homo sapiens
5142,1.13.11.31,ATP,0.0,0,1.0,Homo sapiens
5143,1.13.11.33,12(S)-HPETE,0.0,0,1.0,Homo sapiens
5144,1.13.11.33,15(S)-HPETE,0.0,0,1.0,Homo sapiens
5145,1.13.11.33,Aspirin,0.0,0,1.0,Homo sapiens
5146,1.13.11.33,Mannitol,0.0,0,1.0,Homo sapiens
5147,1.13.11.34,"3',5'-Cyclic AMP",0.0,0,1.0,Cavia porcellus
5148,1.13.11.34,ADP,0.0,0,3.0,"Cavia porcellus,Homo sapiens,Rattus norvegicus"
5149,1.13.11.34,AMP,0.0,0,3.0,"Cavia porcellus,Homo sapiens,Rattus norvegicus"
5150,1.13.11.34,ATP,0.0,0,13.0,"Cavia porcellus,Homo sapiens,Mus musculus,Rattus norvegicus,Sus scrofa"
5151,1.13.11.34,Adenosine,0.0,0,3.0,"Cavia porcellus,Homo sapiens,Rattus norvegicus"
5152,1.13.11.34,Adenosine 5-O-(3-thiodiphophate),0.0,0,2.0,"Homo sapiens,Rattus norvegicus"
5153,1.13.11.34,Adenosine 5-O-(3-thiotriphophate),0.0,0,1.0,Homo sapiens
5154,1.13.11.34,Calcitriol,0.0,0,1.0,Homo sapiens
5155,1.13.11.34,GTP,0.0,0,1.0,Cavia porcellus
5156,1.13.11.34,GTP-gamma-S,0.0,0,1.0,Rattus norvegicus
5157,1.13.11.34,Nicotine,0.0,0,1.0,Homo sapiens
5158,1.13.11.34,UTP,0.0,0,1.0,Cavia porcellus
5159,1.13.11.36,Ascorbate,0.0,0,1.0,Phenylobacterium immobile
5160,1.13.11.4,Ascorbate,0.0,0,2.0,"Comamonas testosteroni,Delftia acidovorans"
5161,1.13.11.4,Fe2+,0.0,0,5.0,"Geobacillus stearothermophilus,Moraxella osloensis,Pseudomonas alcaligenes,Pseudomonas putida,Rhodococcus erythropolis"
5162,1.13.11.4,Glycerol,0.0,0,2.0,"Pseudomonas alcaligenes,Pseudomonas putida"
5163,1.13.11.4,Mercaptoethanol,0.0,0,2.0,"Pseudomonas alcaligenes,Pseudomonas putida"
5164,1.13.11.40,EDTA,0.0,0,1.0,Mus musculus
5165,1.13.11.41,Mercaptoethanol,0.0,0,1.0,Burkholderia sp.
5166,1.13.11.43,Methanol,0.0,0,1.0,Sphingomonas paucimobilis
5167,1.13.11.5,4-Hydroxy-3-methoxy-benzaldehyde,0.0,0,1.0,Phanerochaete chrysosporium
5168,1.13.11.5,Ascorbate,0.0,0,4.0,"Aspergillus nidulans,Bos taurus,Pseudomonas fluorescens,Rattus norvegicus"
5169,1.13.11.5,Glutathione,0.0,0,3.0,"Bos taurus,Pseudomonas fluorescens,Rattus norvegicus"
5170,1.13.11.51,Abscisate,0.0,0,3.0,"Prunus persica,Solanum lycopersicum,Vitis labrusca x Vitis vinifera"
5171,1.13.11.52,Ascorbate,0.0,0,2.0,Homo sapiens
5172,1.13.11.52,Cortisone,0.0,0,1.0,Rattus norvegicus
5173,1.13.11.52,Diethyldithiocarbamic acid,0.0,0,1.0,Oryctolagus cuniculus
5174,1.13.11.52,Indole-3-ethanol,0.0,0,2.0,"Homo sapiens,Oryctolagus cuniculus"
5175,1.13.11.52,Inosine,0.0,0,1.0,Oryctolagus cuniculus
5176,1.13.11.52,Paraquat,0.0,0,1.0,Oryctolagus cuniculus
5177,1.13.11.53,Ethylene,0.0,0,1.0,Oryza sativa
5178,1.13.11.55,EDTA,0.0,0,2.0,"Acidianus ambivalens,Acidianus tengchongensis"
5179,1.13.11.55,Glutathione,0.0,0,3.0,"Acidianus tengchongensis,Sulfobacillus acidophilus"
5180,1.13.11.60,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,0,1.0,Gaeumannomyces graminis
5181,1.13.11.67,Glutathione,0.0,0,2.0,"Oryctolagus cuniculus,Rattus norvegicus"
5182,1.13.11.68,Methanol,0.0,0,1.0,Arabidopsis thaliana
5183,1.13.11.71,Methanol,0.0,0,1.0,Arabidopsis thaliana
5184,1.13.11.9,Glutathione,0.0,0,1.0,Gram-negative rod
5185,1.13.12.16,"1,10-Phenanthroline",0.0,0,1.0,Cyberlindnera mrakii
5186,1.13.12.19,D-Arginine,0.0,0,1.0,Pseudomonas syringae
5187,1.13.12.19,L-Arginine,0.0,0,1.0,Pseudomonas syringae
5188,1.13.12.2,L-Ornithine,0.0,0,1.0,Pseudomonas fluorescens
5189,1.13.12.2,N6-Methyl-L-lysine,0.0,0,1.0,Pseudomonas fluorescens
5190,1.13.12.2,Sodium chloride,0.0,0,1.0,Pseudomonas putida
5191,1.13.12.2,p-Chloromercuribenzoate,0.0,0,1.0,Pseudomonas fluorescens
5192,1.13.12.4,EDTA,0.0,0,1.0,Gram-negative soil bacterium
5193,1.13.12.5,ATP,0.0,0,1.0,Renilla sp.
5194,1.13.12.5,Calcium chloride anhydrous,0.0,0,1.0,"Gaussia princeps (T. Scott, 1894)"
5195,1.13.12.5,Histamine,0.0,0,1.0,Renilla sp.
5196,1.13.12.5,Oplophorus luciferin,0.0,0,1.0,"Gaussia princeps (T. Scott, 1894)"
5197,1.13.12.7,AMP,0.0,0,2.0,Photinus pyralis
5198,1.13.12.7,ATP,0.0,0,3.0,"Luciola cruciata,Photinus pyralis,Pyrophorus plagiophthalamus"
5199,1.13.12.7,CoA,0.0,0,2.0,Photinus pyralis
5200,1.13.12.7,Diphosphate,0.0,0,1.0,Photinus pyralis
5201,1.13.12.7,Photinus luciferin,0.0,0,1.0,Photinus pyralis
5202,1.13.12.7,Triphosphate,0.0,0,1.0,Photinus pyralis
5203,1.13.99.1,Quinolinate,0.0,0,2.0,"Rattus norvegicus,Sus scrofa"
5204,1.13.99.1,gamma-L-Glutamyl-L-cysteine,0.0,0,1.0,Sus scrofa
5205,1.14.11.1,Ammonia,0.0,0,1.0,Rattus norvegicus
5206,1.14.11.1,NADPH,0.0,0,1.0,Rattus norvegicus
5207,1.14.11.1,Nicotinamide,0.0,0,1.0,Rattus norvegicus
5208,1.14.11.1,Potassium cation,0.0,0,1.0,Rattus norvegicus
5209,1.14.11.1,Rubidium cation,0.0,0,1.0,Rattus norvegicus
5210,1.14.11.11,Ascorbate,0.0,0,10.0,"Atropa belladonna,Datura metel,Duboisia leichhardtii,Hyoscyamus albus,Hyoscyamus gyorffi,Hyoscyamus muticus,Hyoscyamus niger,Hyoscyamus pusillus"
5211,1.14.11.11,Dehydroascorbate,0.0,0,1.0,Hyoscyamus niger
5212,1.14.11.13,2-Oxoglutarate,0.0,0,1.0,Vigna angularis
5213,1.14.11.13,Ascorbate,0.0,0,1.0,Vigna angularis
5214,1.14.11.13,Estradiol-17beta,0.0,0,1.0,Arabidopsis thaliana
5215,1.14.11.13,Gibberellin A3,0.0,0,1.0,Pisum sativum
5216,1.14.11.14,Ascorbate,0.0,0,1.0,Atropa belladonna
5217,1.14.11.15,Ascorbate,0.0,0,3.0,"Arabidopsis thaliana,Capsicum annuum,Cucurbita maxima"
5218,1.14.11.16,Ascorbate,0.0,0,1.0,Homo sapiens
5219,1.14.11.17,2-Oxoglutarate,0.0,0,1.0,Pseudomonas putida
5220,1.14.11.17,Ascorbate,0.0,0,2.0,"Escherichia coli,Pseudomonas putida"
5221,1.14.11.18,ATP,0.0,0,1.0,Homo sapiens
5222,1.14.11.18,Ascorbate,0.0,0,2.0,"Homo sapiens,Rattus norvegicus"
5223,1.14.11.18,GTP,0.0,0,1.0,Homo sapiens
5224,1.14.11.18,Imidazole,0.0,0,1.0,Homo sapiens
5225,1.14.11.19,2-Oxoglutarate,0.0,0,3.0,"Perilla frutescens,Petunia x hybrida,Zea mays"
5226,1.14.11.19,Ascorbate,0.0,0,2.0,"Petunia x hybrida,Zea mays"
5227,1.14.11.2,"1,10-Phenanthroline",0.0,0,1.0,Rattus norvegicus
5228,1.14.11.2,8-Hydroxyquinoline,0.0,0,1.0,Rattus norvegicus
5229,1.14.11.2,EDTA,0.0,0,3.0,"Gallus gallus,Homo sapiens,Rattus norvegicus"
5230,1.14.11.2,Lactate,0.0,0,1.0,Gallus gallus
5231,1.14.11.2,Nitrilotriacetic acid,0.0,0,1.0,Rattus norvegicus
5232,1.14.11.2,Thymol,0.0,0,2.0,"Gallus gallus,Homo sapiens"
5233,1.14.11.20,Ascorbate,0.0,0,2.0,Catharanthus roseus
5234,1.14.11.22,2-Oxoglutarate,0.0,0,1.0,Oryza sativa
5235,1.14.11.22,Ascorbate,0.0,0,1.0,Petroselinum crispum
5236,1.14.11.23,2-Oxoglutarate,0.0,0,1.0,Populus deltoides
5237,1.14.11.23,Ascorbate,0.0,0,2.0,"Dianthus caryophyllus,Populus deltoides"
5238,1.14.11.23,D-Sorbitol,0.0,0,2.0,"Malus domestica,Pyrus communis"
5239,1.14.11.23,Quinolinate,0.0,0,2.0,"Malus domestica,Pyrus communis"
5240,1.14.11.26,Ammonium chloride,0.0,0,1.0,Acremonium chrysogenum
5241,1.14.11.26,Ascorbate,0.0,0,2.0,"Acremonium chrysogenum,Streptomyces clavuligerus"
5242,1.14.11.26,Glutathione,0.0,0,1.0,Streptomyces clavuligerus
5243,1.14.11.27,Ascorbate,0.0,0,4.0,"Drosophila melanogaster,Homo sapiens,Saccharomyces cerevisiae"
5244,1.14.11.28,Ascorbate,0.0,0,1.0,Streptomyces sp.
5245,1.14.11.29,Ascorbate,0.0,0,5.0,Homo sapiens
5246,1.14.11.3,Ascorbate,0.0,0,7.0,"Leishmania major,Leishmania tarentolae,Neurospora crassa,Rhodotorula glutinis,Trypanosoma brucei,Trypanosoma cruzi"
5247,1.14.11.30,Ascorbate,0.0,0,3.0,Homo sapiens
5248,1.14.11.32,Ascorbate,0.0,0,1.0,Papaver somniferum
5249,1.14.11.34,D-Arginine,0.0,0,1.0,Pseudomonas syringae
5250,1.14.11.34,L-Arginine,0.0,0,1.0,Pseudomonas syringae
5251,1.14.11.37,2-Oxoglutarate,0.0,0,1.0,Streptomyces kanamyceticus
5252,1.14.11.38,Ascorbate,0.0,0,2.0,Aspergillus fumigatus
5253,1.14.11.4,Ascorbate,0.0,0,2.0,Homo sapiens
5254,1.14.11.4,Mercaptoethanol,0.0,0,1.0,Gallus gallus
5255,1.14.11.43,Ascorbate,0.0,0,1.0,Sphingobium herbicidovorans
5256,1.14.11.44,Ascorbate,0.0,0,1.0,Sphingobium herbicidovorans
5257,1.14.11.45,Ascorbate,0.0,0,1.0,Bacillus thuringiensis
5258,1.14.11.46,Ascorbate,0.0,0,1.0,Escherichia coli
5259,1.14.11.6,ADP,0.0,0,1.0,Rhodotorula glutinis
5260,1.14.11.6,ATP,0.0,0,2.0,Rhodotorula glutinis
5261,1.14.11.6,Ascorbate,0.0,0,4.0,"Neurospora crassa,Rhodotorula glutinis"
5262,1.14.11.6,GTP,0.0,0,1.0,Rhodotorula glutinis
5263,1.14.11.6,UTP,0.0,0,1.0,Rhodotorula glutinis
5264,1.14.11.6,"beta,gamma-Methylene ATP",0.0,0,1.0,Rhodotorula glutinis
5265,1.14.11.7,Ascorbate,0.0,0,1.0,Glarea lozoyensis
5266,1.14.11.8,2-Oxoglutarate,0.0,0,2.0,"Homo sapiens,Mus musculus"
5267,1.14.11.8,Ascorbate,0.0,0,1.0,Mus musculus
5268,1.14.11.8,Fe2+,0.0,0,2.0,"Homo sapiens,Mus musculus"
5269,1.14.11.9,Ascorbate,0.0,0,3.0,"Matthiola incana,Petroselinum crispum,Petunia x hybrida"
5270,1.14.11.9,Quinolinate,0.0,0,2.0,"Malus domestica,Pyrus communis"
5271,1.14.11.B1,Ascorbate,0.0,0,7.0,"Arabidopsis thaliana,Caenorhabditis elegans,Drosophila melanogaster,Homo sapiens,Mus musculus,Saccharomyces cerevisiae,Schizosaccharomyces pombe"
5272,1.14.11.B1,Glycerol,0.0,0,1.0,Arabidopsis thaliana
5273,1.14.11.B1,Tetrahydrofolate,0.0,0,1.0,Homo sapiens
5274,1.14.11.B16,2-Oxoglutarate,0.0,0,4.0,"Agrobacterium aurantiacum,Alcaligenes sp.,Bradyrhizobium sp.,Haematococcus pluvialis"
5275,1.14.11.B16,Ascorbate,0.0,0,4.0,"Agrobacterium aurantiacum,Alcaligenes sp.,Bradyrhizobium sp.,Haematococcus pluvialis"
5276,1.14.11.B2,Ascorbate,0.0,0,1.0,Homo sapiens
5277,1.14.11.B2,Tetrahydrofolate,0.0,0,1.0,Homo sapiens
5278,1.14.11.B3,Ascorbate,0.0,0,2.0,"Mesorhizobium loti,Sinorhizobium meliloti"
5279,1.14.12.12,Ferricyanide,0.0,0,1.0,Pseudomonas sp.
5280,1.14.12.17,Ascorbate,0.0,0,1.0,Homo sapiens
5281,1.14.12.17,Heme,0.0,0,1.0,Escherichia coli
5282,1.14.12.19,Cinnamic acid,0.0,0,1.0,Photorhabdus luminescens
5283,1.14.13.10,CO,0.0,0,1.0,Arthrobacter nicotinovorans
