,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,DeltaEntropy
ki:4.1.1.17:155,ki,"('4.1.1.17', '155')",4.1.1.17,155,putrescine,9,0.2929632769781626,Animalia:3;Plantae:3;Fungi:1;Bacteria:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.17#INHIBITORS,0.23241769238318075,Animalia:76;Plantae:35;Protozoa:9;Bacteria:7;Fungi:7,4000;4001;4002;4009;4018;4029;4037;651824;653200,9,0.060545584594981855
ki:2.5.1.47:74,ki,"('2.5.1.47', '74')",2.5.1.47,74,L-cysteine,8,0.33078161907899106,Plantae:5;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.47#INHIBITORS,0.17079351111278857,Bacteria:58;Plantae:38;Fungi:2;Archaea:1;Protozoa:1,637334;637335;637341;637345;637349;637355;637378,7,0.1599881079662025
ki:3.4.11.7:19,ki,"('3.4.11.7', '19')",3.4.11.7,19,Cu2+,8,0.28116757230940415,Animalia:6;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.7#INHIBITORS,0.166304734078597,Animalia:155;Bacteria:25;Plantae:4,"35016;36021,36024,663609;36035;663456;663609;732596",6,0.11486283823080715
ki:1.17.1.4:144,ki,"('1.17.1.4', '144')",1.17.1.4,144,adenine,7,0.33474749101802548,Plantae:3;Bacteria:3;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.1.4#INHIBITORS,0.36192978147239979,Animalia:49;Bacteria:43;Plantae:33,644566;644581;644590;644608;656630;660263;687214,7,-0.027182290454374314
ki:1.3.3.4:8889,ki,"('1.3.3.4', '8889')",1.3.3.4,8889,ethyl 2-[2-chloro-4-fluoro-5-(1-hydroxy-3-oxooctahydro-2H-isoindol-2-yl)phenoxy]propanoate,8,0.18838508062821838,Plantae:7;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.3.3.4#INHIBITORS,0.23270499333373523,Plantae:468;Animalia:203;Bacteria:56;Fungi:18,711472,1,-0.044319912705516856
ki:3.2.1.8:11,ki,"('3.2.1.8', '11')",3.2.1.8,11,Mn2+,8,0.24520731325293155,Bacteria:6;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000302977028,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171651;655257;655665;679547;696821;697502;718337;731029,8,0.11669731022316127
ki:2.1.1.53:2622,ki,"('2.1.1.53', '2622')",2.1.1.53,2622,"N-methyl-1,3-diaminopropane",12,0.0,Plantae:12,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.53#INHIBITORS,0.0,Plantae:70,706130,1,0.0
ki:3.2.1.41:21,ki,"('3.2.1.41', '21')",3.2.1.41,21,EDTA,11,0.23706965652891868,Bacteria:9;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.41#INHIBITORS,0.23148874388488028,Bacteria:107;Archaea:30;Plantae:7,"136403;136404;136406,136410;136407;136407,654227;136411;136422;136432;655828;721313",10,0.0055809126440383994
ki:3.1.1.3:248,ki,"('3.1.1.3', '248')",3.1.1.3,248,PMSF,9,0.17441604792151597,Bacteria:8;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,651018;652958;665729;677300;677702;679885;680279;680948;682643,9,-0.030647491009720779
ki:2.1.1.53:533,ki,"('2.1.1.53', '533')",2.1.1.53,533,cadaverine,12,0.0,Plantae:12,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.53#INHIBITORS,0.0,Plantae:70,485445;676699;706130,3,0.0
ki:1.8.1.7:49,ki,"('1.8.1.7', '49')",1.8.1.7,49,N-ethylmaleimide,8,0.30325189149497606,Plantae:4;Bacteria:2;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.8.1.7#INHIBITORS,0.1930091212116459,Animalia:226;Plantae:39;Fungi:36;Bacteria:32;Protozoa:11;Chromista:6,393993;394720;394732;394745;394751;394755;394765;394774,8,0.11024277028333015
ki:2.7.1.11:671,ki,"('2.7.1.11', '671')",2.7.1.11,671,D-Fructose 1-phosphate,20,0.29184679922747642,Bacteria:8;Animalia:8;Plantae:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.11#INHIBITORS,0.22030611829185406,Animalia:116;Plantae:74;Bacteria:66;Archaea:11;Fungi:5;Protozoa:4,640421,1,0.071540680935622353
ki:2.4.1.17:2,ki,"('2.4.1.17', '2')",2.4.1.17,2,more,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.17#INHIBITORS,0.0,Animalia:320,488722;488730;488742;488785;658529,5,0.0
ki:2.3.1.85:248,ki,"('2.3.1.85', '248')",2.3.1.85,248,PMSF,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.85#INHIBITORS,0.070109679067924993,Animalia:122;Bacteria:5;Fungi:1,487574,1,-0.070109679067924993
ki:2.6.1.13:12062,ki,"('2.6.1.13', '12062')",2.6.1.13,12062,"5-amino-1,3-cyclohexadienyl carboxylic acid",7,0.2050581591442045,Plantae:6;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.6.1.13#INHIBITORS,0.30416606794628759,Animalia:61;Plantae:25;Bacteria:13,706356,1,-0.099107908802083089
ki:3.2.1.14:14,ki,"('3.2.1.14', '14')",3.2.1.14,14,Zn2+,8,0.30008535042284562,Bacteria:5;Plantae:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.14#INHIBITORS,0.246402297540603,Bacteria:78;Plantae:40;Animalia:38;Fungi:5;Archaea:4,393498;393512;393540;680311;693430;717546;717887;729412,8,0.053683052882242621
ki:1.1.1.28:13,ki,"('1.1.1.28', '13')",1.1.1.28,13,ADP,28,0.077038051835514709,Bacteria:27;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.28#INHIBITORS,0.12547740217880984,Bacteria:162;Animalia:12,286430,1,-0.048439350343295134
ki:2.7.4.3:30,ki,"('2.7.4.3', '30')",2.7.4.3,30,AMP,12,0.33713475490245054,Bacteria:6;Animalia:4;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.4.3#INHIBITORS,0.21144830081654567,Animalia:66;Bacteria:45;Archaea:8;Fungi:4;Plantae:2,"642567;642568;642572;642578;642581;642586;642588;642589,642605;642614;725225",10,0.12568645408590487
ki:2.7.7.19:60,ki,"('2.7.7.19', '60')",2.7.7.19,60,CTP,7,0.29913479429262863,Animalia:5;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.19#INHIBITORS,0.18958802063242533,Animalia:117;Bacteria:37;Fungi:12;Plantae:6;Protozoa:2,642938;642953;642981,3,0.10954677366020329
ki:3.5.3.1:3915,ki,"('3.5.3.1', '3915')",3.5.3.1,3915,S-(2-boronoethyl)-L-cysteine,7,0.2050581591442045,Animalia:6;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.3.1#INHIBITORS,0.15903213592636273,Animalia:153;Bacteria:26;Plantae:5;Fungi:5,654717;667157;667922;695491;704175;720838,6,0.046026023217841772
ki:2.7.7.9:2,ki,"('2.7.7.9', '2')",2.7.7.9,2,more,16,0.24672486220963252,Animalia:10;Plantae:4;Fungi:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.9#INHIBITORS,0.22881270484667646,Animalia:36;Plantae:22;Bacteria:10;Protozoa:2;Fungi:1,643726;643729;643730;643748;663047,5,0.017912157362956066
ki:3.4.13.9:19,ki,"('3.4.13.9', '19')",3.4.13.9,19,Cu2+,9,0.34348078829866169,Animalia:5;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.13.9#INHIBITORS,0.23194327468619194,Animalia:78;Bacteria:35;Archaea:2,36093;36094;36099;36101;36103;36108;36109;36110;667350,9,0.11153751361246975
ki:1.1.1.153:1450,ki,"('1.1.1.153', '1450')",1.1.1.153,1450,N-acetylserotonin,7,0.2050581591442045,Animalia:6;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.153#INHIBITORS,0.060432540481386243,Animalia:112;Bacteria:3,286016;286021;286026;286027;286029;286032;698883,7,0.14462561866281826
ki:2.3.1.5:67,ki,"('2.3.1.5', '67')",2.3.1.5,67,iodoacetamide,10,0.21301061988339232,Bacteria:8;Animalia:1;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.5#INHIBITORS,0.25306486502388625,Animalia:106;Bacteria:66;Fungi:4,"487142;487143;487145;487146;487148,661996;487149;658090;659692;661996;685192",10,-0.040054245140493938
ki:3.2.1.26:33,ki,"('3.2.1.26', '33')",3.2.1.26,33,Hg2+,17,0.30289874968615199,Plantae:12;Bacteria:5,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.23664805541464071,Plantae:171;Bacteria:45;Fungi:14,136064;136067;136087;136100;136101;136110;136116;136120;136124;136125;136127;136130;136136;664739;665023;708103;708454,17,0.066250694271511285
ki:2.7.7.27:30,ki,"('2.7.7.27', '30')",2.7.7.27,30,AMP,47,0.33734968501387952,Bacteria:28;Plantae:19,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.27#INHIBITORS,0.34439263962264788,Bacteria:164;Plantae:136,"488901;488901,643135;643115;643119;643135;643142;643144;663026;722552",9,-0.0070429546087683592
ki:3.2.1.3:15,ki,"('3.2.1.3', '15')",3.2.1.3,15,Ca2+,7,0.33474749101802548,Bacteria:3;Archaea:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,708235,1,0.014243061163605408
ki:3.2.1.14:33,ki,"('3.2.1.14', '33')",3.2.1.14,33,Hg2+,15,0.3516400559953814,Bacteria:6;Plantae:6;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.14#INHIBITORS,0.246402297540603,Bacteria:78;Plantae:40;Animalia:38;Fungi:5;Archaea:4,393498;393505;393512;393525;646793;656792;679330;680311;707249;708009;710447;717887;729087;729154;729427,15,0.1052377584547784
ki:2.4.1.1:340,ki,"('2.4.1.1', '340')",2.4.1.1,340,glucose 6-phosphate,7,0.33474749101802548,Fungi:3;Animalia:3;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.1#INHIBITORS,0.21258932224312188,Animalia:363;Plantae:120;Bacteria:75;Fungi:35;Archaea:1,488236;488242;488246;488251;488277;488283,6,0.1221581687749036
ki:5.1.1.1:874,ki,"('5.1.1.1', '874')",5.1.1.1,874,D-cycloserine,8,0.18838508062821838,Bacteria:7;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.1.1.1#INHIBITORS,0.1939959524474387,Bacteria:69;Animalia:16;Plantae:2,650876;661196;662288;675672;676977;716705;726834,7,-0.00561087181922032
ki:3.1.3.16:16,ki,"('3.1.3.16', '16')",3.1.3.16,16,phosphate,8,0.34657359027997264,Animalia:4;Plantae:2;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16#INHIBITORS,0.17954629136868691,Animalia:245;Plantae:46;Archaea:27;Fungi:11;Bacteria:7,"134595;134616,134617;134627;134647;654818;719781;724159;94882",8,0.16702729891128573
ki:1.17.4.1:2,ki,"('1.17.4.1', '2')",1.17.4.1,2,more,11,0.30548829517982373,Animalia:6;Bacteria:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.4.1#INHIBITORS,0.13704036147885484,Animalia:246;Bacteria:57;Fungi:11;Plantae:3;Archaea:1,437915;437917;437918;674627;688589;703813,6,0.16844793370096889
ki:1.8.1.7:44,ki,"('1.8.1.7', '44')",1.8.1.7,44,glutathione,10,0.27184734013300127,Animalia:5;Bacteria:2;Plantae:1;Chromista:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.8.1.7#INHIBITORS,0.1930091212116459,Animalia:226;Plantae:39;Fungi:36;Bacteria:32;Protozoa:11;Chromista:6,393993;394720;394743;394745;394751;394755;660339;675954;686233;701146,10,0.078838218921355369
ki:3.2.1.3:1904,ki,"('3.2.1.3', '1904')",3.2.1.3,1904,2-epilentiginosine,7,0.33474749101802548,Bacteria:3;Archaea:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,708235,1,0.014243061163605408
ki:3.6.1.9:21,ki,"('3.6.1.9', '21')",3.6.1.9,21,EDTA,10,0.31444946410967972,Animalia:5;Plantae:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.9#INHIBITORS,0.28365636340725897,Animalia:62;Plantae:36;Bacteria:18;Fungi:6,208391;246801;246821;246822;246827;246829;658622;713555;719535;720099,10,0.03079310070242075
ki:2.7.11.24:1808,ki,"('2.7.11.24', '1808')",2.7.11.24,1808,SB203580,8,0.0,Animalia:8,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.24#INHIBITORS,0.080770422448096985,Animalia:610;Plantae:40;Fungi:1,663830;664894;665029;665792;679427;681966;705024,7,-0.080770422448096985
ki:1.3.3.4:8903,ki,"('1.3.3.4', '8903')",1.3.3.4,8903,"2-(4-chloro-2-fluoro-5-methoxyphenyl)-3-methoxy-2,3,4,5,6,7-hexahydro-1H-isoindol-1-one",8,0.18838508062821838,Plantae:7;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.3.3.4#INHIBITORS,0.23270499333373523,Plantae:468;Animalia:203;Bacteria:56;Fungi:18,711472,1,-0.044319912705516856
ki:2.5.1.7:2762,ki,"('2.5.1.7', '2762')",2.5.1.7,2762,thimerosal,7,0.0,Bacteria:7,http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.7#INHIBITORS,0.0,Bacteria:250,705091;721372,2,0.0
ki:5.2.1.8:1044,ki,"('5.2.1.8', '1044')",5.2.1.8,1044,cyclosporin A,19,0.28009186284427767,Animalia:8;Plantae:8;Bacteria:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8#INHIBITORS,0.13655472750795969,Animalia:166;Bacteria:18;Plantae:14;Fungi:5;Archaea:1,"2510,2515,653787;2521,2524;2522;2523;2527;2533;2535;2537;651323;651755;651842;651964;653459;653605;680801;693250;694779;706176",18,0.14353713533631798
ki:4.2.1.1:139,ki,"('4.2.1.1', '139')",4.2.1.1,139,Pb2+,7,0.31856663037084476,Bacteria:4;Animalia:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,664484;702804;706571;714853;715948,5,0.16007968049543286
ki:3.5.3.1:2,ki,"('3.5.3.1', '2')",3.5.3.1,2,more,7,0.29913479429262863,Animalia:5;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.3.1#INHIBITORS,0.15903213592636273,Animalia:153;Bacteria:26;Plantae:5;Fungi:5,654333;654949;668471;689301;696006;698355,6,0.1401026583662659
ki:3.2.1.4:21,ki,"('3.2.1.4', '21')",3.2.1.4,21,EDTA,8,0.33078161907899106,Bacteria:5;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.4#INHIBITORS,0.18507769501502225,Bacteria:84;Plantae:21;Archaea:5;Animalia:2,393594;393637;393641;657034;663569;678759;728993;729844,8,0.14570392406396881
ki:3.2.1.8:19,ki,"('3.2.1.8', '19')",3.2.1.8,19,Cu2+,18,0.14194948307952715,Bacteria:16;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000302977028,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171582;171603;171605;171636;171646;171648;171653;655257;656075;678008;679547;681810;696821;697502;707216;709555;718337;729475,18,0.013439480049756869
ki:3.2.1.26:14,ki,"('3.2.1.26', '14')",3.2.1.26,14,Zn2+,10,0.33650583350462826,Plantae:6;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.23664805541464071,Plantae:171;Bacteria:45;Fungi:14,136067;136079;136101;136102;136117;136120;136133;136136;664739;708454,10,0.099857778089987553
ki:3.4.11.10:225,ki,"('3.4.11.10', '225')",3.4.11.10,225,bestatin,10,0.25020121176909393,Bacteria:8;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.10#INHIBITORS,0.13438154636515073,Bacteria:146;Animalia:12,"665105;665172;665934;666273;678587,717373;700078;707405;709544;731768;81191",10,0.1158196654039432
ki:3.2.1.1:139,ki,"('3.2.1.1', '139')",3.2.1.1,139,Pb2+,7,0.2050581591442045,Bacteria:6;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.20582025586255964,Bacteria:259;Animalia:115;Plantae:38;Archaea:20;Fungi:1,393379;393445;393446;677426;677634;678857;691902,7,-0.00076209671835514303
ki:1.6.3.1:1735,ki,"('1.6.3.1', '1735')",1.6.3.1,1735,apocynin,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.3.1#INHIBITORS,0.032866229371803536,Animalia:250;Plantae:4;Bacteria:1;Archaea:1,671246;684343;684345;684347;684368;685878;685977,7,-0.032866229371803536
ki:1.6.5.8:139,ki,"('1.6.5.8', '139')",1.6.5.8,139,Pb2+,11,0.0,Bacteria:11,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,711293,1,-0.24517387342137378
ki:3.1.21.1:21,ki,"('3.1.21.1', '21')",3.1.21.1,21,EDTA,14,0.22383316649202273,Animalia:10;Bacteria:2;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.21.1#INHIBITORS,0.20285358809177662,Animalia:81;Bacteria:17;Plantae:6;Fungi:5,134206;134215;134224;134225;650354;651802;651811;653014;654026;663963;664154;666780;679337,13,0.020979578400246113
ki:1.4.3.1:1569,ki,"('1.4.3.1', '1569')",1.4.3.1,1569,thiolactomycin,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.1#INHIBITORS,0.0,Animalia:50,711719,1,0.0
ki:3.2.1.1:2,ki,"('3.2.1.1', '2')",3.2.1.1,2,more,9,0.31229610251300532,Bacteria:5;Animalia:3;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.20582025586255964,Bacteria:259;Animalia:115;Plantae:38;Archaea:20;Fungi:1,663719;666829;678765;691795;695097;701883;718035;729119;729286,9,0.10647584665044568
ki:3.4.22.1:213,ki,"('3.4.22.1', '213')",3.4.22.1,213,iodoacetic acid,12,0.0,Animalia:12,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.054028387777457415,Animalia:605;Protozoa:14,"34989;34992;35022;36625,36632,36641,36647,695447;36629;36630;36635,36639,36640;36636,36642;36638;36651,36652;36653;717630",12,-0.054028387777457415
ki:3.6.1.5:549,ki,"('3.6.1.5', '549')",3.6.1.5,549,Sodium deoxycholate,7,0.2050581591442045,Plantae:6;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.5#INHIBITORS,0.15661409060420711,Animalia:83;Plantae:20;Bacteria:7;Fungi:4;Archaea:2;Protozoa:1,210162,1,0.048444068539997387
ki:6.3.2.2:787,ki,"('6.3.2.2', '787')",6.3.2.2,787,cysteamine,7,0.2050581591442045,Animalia:6;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.2#INHIBITORS,0.23973381514117381,Animalia:108;Bacteria:29;Plantae:15;Fungi:9,1120;649263,2,-0.034675655996969312
ki:1.6.5.8:4110,ki,"('1.6.5.8', '4110')",1.6.5.8,4110,Thesit,12,0.35918544235560029,Animalia:5;Bacteria:4;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,671351,1,0.11401156893422651
ki:2.7.1.1:105,ki,"('2.7.1.1', '105')",2.7.1.1,105,D-glucose 6-phosphate,12,0.24577193964369637,Animalia:8;Plantae:2;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.1#INHIBITORS,0.21988089007147305,Animalia:108;Plantae:23;Fungi:22;Archaea:12;Protozoa:4,640206;640211;640219;640239;640240;640251;640253;640255;661952;662531;662842;676389,12,0.025891049572223324
ki:2.3.1.47:6510,ki,"('2.3.1.47', '6510')",2.3.1.47,6510,D/L-histidine,9,0.0,Bacteria:9,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.47#INHIBITORS,0.29501187400548223,Bacteria:47;Plantae:18,"487051;487051,487052",2,-0.29501187400548223
ki:3.4.15.1:21,ki,"('3.4.15.1', '21')",3.4.15.1,21,EDTA,9,0.26485309952882724,Animalia:7;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.15.1#INHIBITORS,0.043378803631834016,Animalia:802;Bacteria:14,"650001;650873;679999;681562,81244,81251,81252,81253,81254,81255;81230,81257,81259;81260;81270;81273,81274;81285",9,0.22147429589699322
ki:2.5.1.19:1154,ki,"('2.5.1.19', '1154')",2.5.1.19,1154,N-phosphonomethylglycine,13,0.33313922120733802,Plantae:8;Bacteria:5,http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.19#INHIBITORS,0.20752612642879142,Bacteria:55;Plantae:18;Chromista:1,"638173;638173,638184;638183;638185;638187;638188;638199;638202;638210",9,0.1256130947785466
ki:1.1.1.42:101,ki,"('1.1.1.42', '101')",1.1.1.42,101,glyoxylate,8,0.24520731325293155,Bacteria:6;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.42#INHIBITORS,0.25097826708970694,Bacteria:67;Animalia:53;Plantae:16;Fungi:1,286779;286780;286781;286788;286795;721162,6,-0.0057709538367753943
ki:4.1.2.13:30,ki,"('4.1.2.13', '30')",4.1.2.13,30,AMP,9,0.26485309952882724,Animalia:7;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.2.13#INHIBITORS,0.19140391648179289,Bacteria:103;Animalia:88;Archaea:17;Plantae:15;Fungi:15;Protozoa:3;Chromista:1,4927;4951;4961;649474;664643;666566,6,0.07344918304703435
ki:3.1.1.3:514,ki,"('3.1.1.3', '514')",3.1.1.3,514,Tween 80,10,0.31675684641107821,Bacteria:6;Animalia:2;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,653758;680279;690508;694933;713783;715063;715206;715393;729064,9,0.11169330747984146
ki:3.1.1.1:257,ki,"('3.1.1.1', '257')",3.1.1.1,257,phenylmethylsulfonyl fluoride,13,0.32652665227134869,Bacteria:5;Archaea:4;Plantae:2;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.1#INHIBITORS,0.23353148722507316,Animalia:496;Bacteria:118;Archaea:99;Plantae:22,649395;661545;669545;670552;670779;677751;679382;679986;691328;692927;693444;721413;727066,13,0.09299516504627553
ki:3.5.1.28:14,ki,"('3.5.1.28', '14')",3.5.1.28,14,Zn2+,7,0.29913479429262863,Bacteria:5;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.28#INHIBITORS,0.28614034940092359,Bacteria:40;Animalia:14,172002;172008;172019;172020;172021;696039,6,0.012994444891705037
ki:3.1.3.11:15,ki,"('3.1.3.11', '15')",3.1.3.11,15,Ca2+,10,0.29931524161892659,Animalia:6;Plantae:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11#INHIBITORS,0.15119995461904565,Animalia:468;Bacteria:69;Plantae:33;Archaea:13;Fungi:11,"170735;170736,170754;170753;170757;170784;653727;664944;682776;722624;730360",10,0.14811528699988094
ki:3.2.1.23:2,ki,"('3.2.1.23', '2')",3.2.1.23,2,more,10,0.27222499383630588,Bacteria:6;Plantae:2;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.26035345511727831,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,679960;680433;701806;701857;702660;704112;704135;706705;713677;727060,10,0.011871538719027575
ki:3.1.1.3:257,ki,"('3.1.1.3', '257')",3.1.1.3,257,phenylmethylsulfonyl fluoride,11,0.29055638623027302,Animalia:5;Bacteria:4;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,692254;692415;692424;694965;714501;715063;715206;80828;80838;80862,10,0.085492847299036279
ki:2.1.1.53:721,ki,"('2.1.1.53', '721')",2.1.1.53,721,"1,3-diaminopropane",12,0.0,Plantae:12,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.53#INHIBITORS,0.0,Plantae:70,706130,1,0.0
ki:2.7.1.40:104,ki,"('2.7.1.40', '104')",2.7.1.40,104,L-phenylalanine,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.40#INHIBITORS,0.20583328401987822,Bacteria:129;Animalia:102;Plantae:58;Archaea:6;Fungi:6;Protozoa:2,641524;641537;641538;641547;641555;672165;721634,7,-0.20583328401987822
ki:3.1.3.5:21,ki,"('3.1.3.5', '21')",3.1.3.5,21,EDTA,15,0.297289131772417,Animalia:7;Bacteria:7;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.5#INHIBITORS,0.1444957374368315,Animalia:206;Bacteria:30;Plantae:10;Fungi:2,653772;664550;729593;95033;95036;95037;95039;95047;95054;95059,10,0.1527933943355855
ki:3.2.1.8:14,ki,"('3.2.1.8', '14')",3.2.1.8,14,Zn2+,13,0.22903067579332384,Bacteria:10;Plantae:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000302977028,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171582;171605;171636;171648;171651;171655;655257;655665;656075;678008;696821;697502;718337,13,0.10052067276355356
ki:2.4.1.4:117,ki,"('2.4.1.4', '117')",2.4.1.4,117,D-fructose,8,0.0,Bacteria:8,http://www.brenda-enzymes.org/enzyme.php?ecno=2.4.1.4#INHIBITORS,0.0,Bacteria:14,"489136,489137;489137;489142",3,0.0
ki:3.2.1.26:603,ki,"('3.2.1.26', '603')",3.2.1.26,603,fructose,8,0.18838508062821838,Plantae:7;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.26#INHIBITORS,0.23664805541464071,Plantae:171;Bacteria:45;Fungi:14,136064;136067;136079;136100;136102;136119;136129;700860,8,-0.04826297478642233
