reaction,galactose,acetate,pyruvate,fumarate,succinate,glucosamine,glycerol,mannose,xylose,glucose,fructose
LPLIPAL2ATG161,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2ATG180,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2ATG181,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E120,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E140,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E141,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E160,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E161,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E180,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2E181,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G120,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G140,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G141,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G160,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G161,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G180,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G181,0,0,0,0,0,0,0,0,0,0,0
LSERDHr,0,0,0,0,0,0,0,0,0,0,0
LYSDC,0,0,0,0,0,0,0,0,0,0,0
LYSTRS,0,0,0,0,0,0,0,0,0,0,0
LYSabcpp,0,0,0,0,0,0,0,0,0,0,0
LYSt2pp,0,0,0,0,0,0,0,0,0,0,0
LYSt3pp,0,0,0,0,0,0,0,0,0,0,0
LYStex,0,0,0,0,0,0,0,0,0,0,0
LYXI,0,0,0,0,0,0,0,0,0,0,0
LYXt2pp,0,0,0,0,0,0,0,0,0,0,0
LYXtex,0,0,0,0,0,0,0,0,0,0,0
M1PD,0,0,0,0,0,0,0,0,0,0,0
MACPD,0,0,0,0,0,0,0,0,0,0,0
MALCOAMT,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
MALDDH,0,0,0,0,0,0,0,0,0,0,0
MALDt2_2pp,0,0,0,0,0,0,0,0,0,0,0
MALDtex,0,0,0,0,0,0,0,0,0,0,0
MALS,4.83166666666763E-08,5.57499999999883E-08,0.000281117,0,0,8.54833333333442E-08,8.73416666666674E-08,8.73416666666674E-08,1.0220833333333E-07,1.07783333333323E-07,1.20791666666693E-07
MALTATr,0,0,0,0,0,0,0,0,0,0,0
MALTHXabcpp,0,0,0,0,0,0,0,0,0,0,0
MALTHXtexi,0,0,0,0,0,0,0,0,0,0,0
MALTPTabcpp,0,0,0,0,0,0,0,0,0,0,0
MALTPTtexi,0,0,0,0,0,0,0,0,0,0,0
MALTTRabcpp,0,0,0,0,0,0,0,0,0,0,0
MALTTRtexi,0,0,0,0,0,0,0,0,0,0,0
MALTTTRabcpp,0,0,0,0,0,0,0,0,0,0,0
MALTTTRtexi,0,0,0,0,0,0,0,0,0,0,0
MALTabcpp,0,0,0,0,0,0,0,0,0,0,0
MALTptspp,0,0,0,0,0,0,0,0,0,0,0
MALTtexi,0,0,0,0,0,0,0,0,0,0,0
MALt2_2pp,0,0,0,0,0,0,0,0,0,0,0
MALt2_3pp,0,0,0,0,0,0,0,0,0,0,0
MALt3pp,0,0,0,0,0,0,0,0,0,0,0
MALtex,0,0,0,0,0,0,0,0,0,0,0
MAN1PT2,0,0,0,0,0,0,0,0,0,0,0
MAN6PI,0,0,0,0,0,0,0,0.0013685977,0,0,0
MAN6Pt6_2pp,0,0,0,0,0,0,0,0,0,0,0
MAN6Ptex,0,0,0,0,0,0,0,0,0,0,0
MANAO,0,0,0,0,0,0,0,0,0,0,0
MANGLYCptspp,0,0,0,0,0,0,0,0,0,0,0
MANGLYCtex,0,0,0,0,0,0,0,0,0,0,0
MANPGH,0,0,0,0,0,0,0,0,0,0,0
MANptspp,0,0,0,0,0,0,0,0.0013685977,0,0,0
MANtex,0,0,0,0,0,0,0,0.0013685977,0,0,0
MCITD,0,0,0,0,0,0,0,0,0,0,0
MCITL2,0,0,0,0,0,0,0,0,0,0,0
MCITS,0,0,0,0,0,0,0,0,0,0,0
MCOATA,5.62091111111111E-06,6.48566666666667E-06,8.64755555555556E-06,9.07993333333333E-06,9.51231111111112E-06,9.94468888888889E-06,1.01608777777778E-05,1.01608777777778E-05,1.18903888888889E-05,0.000012539,1.40522777777778E-05
MCPST,0,0,0,0,0,0,0,0,0,0,0
MCTP1App,1.00345555555556E-06,1.15783333333333E-06,1.54377777777778E-06,0.000001621,1.69815555555556E-06,1.77534444444444E-06,1.81393888888889E-06,1.81393888888889E-06,2.12269444444444E-06,2.23847777777778E-06,2.50863888888889E-06
MCTP1Bpp,0,0,0,0,0,0,0,0,0,0,0
MCTP2App,0,0,0,0,0,0,0,0,0,0,0
MDDCP1pp,0,0,0,0,0,0,0,0,0,0,0
MDDCP2pp,0,0,0,0,0,0,0,0,0,0,0
MDDCP3pp,0,0,0,0,0,0,0,0,0,0,0
MDDCP4pp,0,0,0,0,0,0,0,0,0,0,0
MDDCP5pp,0,0,0,0,0,0,0,0,0,0,0
MDDEP1pp,0,0,0,0,0,0,0,0,0,0,0
MDDEP2pp,0,0,0,0,0,0,0,0,0,0,0
MDDEP3pp,0,0,0,0,0,0,0,0,0,0,0
MDDEP4pp,0,0,0,0,0,0,0,0,0,0,0
MDH,0.0003959464,0.0004433811,0.0010924455,0.0005280716,0.0009762412,0.000631977,0.0004462398,0.0006450761,0.0007399486,0.0007755727,0.0008586159
MDH2,0,0,0,0,0,0,0,0,0,0,0
MDH3,0,0,0,0,0,0,0,0,0,0,0
ME1,0,0,0,0,0,0,0,0,0,0,0
ME2,0,0,0,0.000788027,0.0002353647,0,0,0,0,0,0
MECDPDH5,1.72538888888891E-07,1.99083333333331E-07,2.65444444444443E-07,2.78716666666668E-07,0.000000292,3.05261111111111E-07,3.11897222222219E-07,3.1189722222222E-07,0.000000365,3.84894444444444E-07,4.31347222222228E-07
MECDPS,1.72538888888891E-07,1.99083333333331E-07,2.65444444444443E-07,2.78716666666668E-07,0.000000292,3.05261111111111E-07,3.11897222222219E-07,3.1189722222222E-07,0.000000365,3.84894444444444E-07,4.31347222222228E-07
MELIBt2pp,0,0,0,0,0,0,0,0,0,0,0
MELIBt3ipp,0,0,0,0,0,0,0,0,0,0,0
MELIBtex,0,0,0,0,0,0,0,0,0,0,0
MEOHtex,0,0,0,0,0,0,0,0,0,0,0
MEOHtrpp,0,0,0,0,0,0,0,0,0,0,0
MEPCT,1.72538888888891E-07,1.99083333333331E-07,2.65444444444443E-07,2.78716666666668E-07,0.000000292,3.05261111111111E-07,3.11897222222219E-07,3.1189722222222E-07,0.000000365,3.84894444444444E-07,4.31347222222228E-07
METAT,6.48555555555556E-08,7.48333333333333E-08,9.97777777777778E-08,1.04766666666667E-07,1.09755555555556E-07,1.14744444444444E-07,1.17238888888889E-07,1.17238888888889E-07,1.37194444444444E-07,1.44677777777778E-07,1.62138888888889E-07
METDabcpp,0,0,0,0,0,0,0,0,0,0,0
METDtex,0,0,0,0,0,0,0,0,0,0,0
METOX1s,0,0,0,0,0,0,0,0,0,0,0
METOX2s,0,0,0,0,0,0,0,0,0,0,0
METS,1.114815E-05,1.286325E-05,0.000017151,1.800855E-05,1.88661E-05,1.972365E-05,2.0152425E-05,2.0152425E-05,2.3582625E-05,0.000024869,2.7870375E-05
METSOX1abcpp,0,0,0,0,0,0,0,0,0,0,0
METSOX1tex,0,0,0,0,0,0,0,0,0,0,0
METSOX2abcpp,0,0,0,0,0,0,0,0,0,0,0
METSOX2tex,0,0,0,0,0,0,0,0,0,0,0
METSOXR1,0,0,0,0,0,0,0,0,0,0,0
METSOXR2,0,0,0,0,0,0,0,0,0,0,0
METTRS,0,0,0,0,0,0,0,0,0,0,0
METabcpp,0,0,0,0,0,0,0,0,0,0,0
METtex,0,0,0,0,0,0,0,0,0,0,0
MG2t3_2pp,6.26527777777778E-07,7.22916666666667E-07,9.63888888888889E-07,1.01208333333333E-06,1.06027777777778E-06,1.10847222222222E-06,1.13256944444444E-06,1.13256944444444E-06,1.32534722222222E-06,1.39763888888889E-06,1.56631944444444E-06
MG2tex,6.26527777777778E-07,7.22916666666667E-07,9.63888888888889E-07,1.01208333333333E-06,1.06027777777778E-06,1.10847222222222E-06,1.13256944444444E-06,1.13256944444444E-06,1.32534722222222E-06,1.39763888888889E-06,1.56631944444444E-06
MG2tpp,0,0,0,0,0,0,0,0,0,0,0
MG2uabcpp,0,0,0,0,0,0,0,0,0,0,0
MGSA,0,0,0,0,0,0,0,0,0,0,0
MI1PP,0,0,0,0,0,0,0,0,0,0,0
MICITDr,0,0,0,0,0,0,0,0,0,0,0
MINCYCtex,0,0,0,0,0,0,0,0,0,0,0
MINCYCtpp,0,0,0,0,0,0,0,0,0,0,0
MINOHPtexi,0,0,0,0,0,0,0,0,0,0,0
MLDCP1App,0,0,0,0,0,0,0,0,0,0,0
MLDCP1Bpp,0,0,0,0,0,0,0,0,0,0,0
MLDCP2App,0,0,0,0,0,0,0,0,0,0,0
MLDCP2Bpp,0,0,0,0,0,0,0,0,0,0,0
MLDCP3App,0,0,0,0,0,0,0,0,0,0,0
MLDEP1pp,0,0,0,0,0,0,0,0,0,0,0
MLDEP2pp,0,0,0,0,0,0,0,0,0,0,0
MLTG1,0,0,0,0,0,0,0,0,0,0,0
MLTG2,0,0,0,0,0,0,0,0,0,0,0
MLTG3,0,0,0,0,0,0,0,0,0,0,0
MLTG4,0,0,0,0,0,0,0,0,0,0,0
MLTG5,0,0,0,0,0,0,0,0,0,0,0
MLTGY1pp,0,0,0,0,0,0,0,0,0,0,0
MLTGY2pp,0,0,0,0,0,0,0,0,0,0,0
MLTGY3pp,0,0,0,0,0,0,0,0,0,0,0
MLTGY4pp,0,0,0,0,0,0,0,0,0,0,0
MLTP1,0,0,0,0,0,0,0,0,0,0,0
MLTP2,0,0,0,0,0,0,0,0,0,0,0
MLTP3,0,0,0,0,0,0,0,0,0,0,0
MMCD,0,0,0,0,0,0,0,0,0,0,0
MMETt2pp,0,0,0,0,0,0,0,0,0,0,0
MMETtex,0,0,0,0,0,0,0,0,0,0,0
MMM,0,0,0,0,0,0,0,0,0,0,0
MN2t3pp,0,0,0,0,0,0,0,0,0,0,0
MN2tpp,4.99055555555556E-08,5.75833333333333E-08,7.67777777777778E-08,8.06166666666667E-08,8.44555555555556E-08,8.82944444444444E-08,9.02138888888889E-08,9.02138888888889E-08,1.05569444444444E-07,1.11327777777778E-07,1.24763888888889E-07
MN6PP,0,0,0,0,0,0,0,0,0,0,0
MNLptspp,0,0,0,0,0,0,0,0,0,0,0
MNLtex,0,0,0,0,0,0,0,0,0,0,0
MNNH,0,0,0,0,0,0,0,0,0,0,0
MNt2pp,0,0,0,0,0,0,0,0,0,0,0
MNtex,4.99055555555556E-08,5.75833333333333E-08,7.67777777777778E-08,8.06166666666667E-08,8.44555555555556E-08,8.82944444444444E-08,9.02138888888889E-08,9.02138888888889E-08,1.05569444444444E-07,1.11327777777778E-07,1.24763888888889E-07
MOADSUx,3.52444444444444E-08,4.06666666666667E-08,5.42222222222222E-08,5.69333333333333E-08,5.96444444444444E-08,6.23555555555556E-08,6.37111111111111E-08,6.37111111111111E-08,7.45555555555555E-08,7.86222222222222E-08,8.81111111111111E-08
MOAT,1.40515555555556E-06,1.62133333333333E-06,2.16177777777778E-06,2.26986666666667E-06,0.000002378,0.000002486,2.54008888888889E-06,2.54008888888889E-06,2.97244444444445E-06,3.13457777777778E-06,3.51288888888889E-06
MOAT2,1.40515555555556E-06,1.62133333333333E-06,2.16177777777778E-06,2.26986666666667E-06,0.000002378,0.000002486,2.54008888888889E-06,2.54008888888889E-06,2.97244444444445E-06,3.13457777777778E-06,3.51288888888889E-06
MOAT3C,0,0,0,0,0,0,0,0,0,0,0
MOBDabcpp,9.31666666666667E-09,1.075E-08,1.43333333333333E-08,1.505E-08,1.57666666666667E-08,1.64833333333333E-08,1.68416666666667E-08,1.68416666666667E-08,1.97083333333333E-08,2.07833333333333E-08,2.32916666666667E-08
MOBDtex,9.31666666666667E-09,1.075E-08,1.43333333333333E-08,1.505E-08,1.57666666666667E-08,1.64833333333333E-08,1.68416666666667E-08,1.68416666666667E-08,1.97083333333333E-08,2.07833333333333E-08,2.32916666666667E-08
MOCDS,0,0,0,0,0,0,0,0,0,0,0
MOCOS,8.81111111111111E-09,1.01666666666667E-08,1.35555555555556E-08,1.42333333333333E-08,1.49111111111111E-08,1.55888888888889E-08,1.59277777777778E-08,1.59277777777778E-08,1.86388888888889E-08,1.96555555555556E-08,0.000000022
MOGDS,0,0,0,0,0,0,0,0,0,0,0
MOHMT,4.16000000000305E-08,0.000000048,0.000000064,6.72000000000327E-08,7.04000000000137E-08,7.35999999998713E-08,7.51999999999543E-08,7.52000000000777E-08,0.000000088,9.27999999998806E-08,0.000000104
MOX,1.01327777777716E-07,1.35500000000092E-07,1.55888888888642E-07,1.63683333333395E-07,1.71477777777963E-07,2.07766666666728E-07,1.83169444444228E-07,1.83169444444167E-07,2.48416666666944E-07,0.000000226,2.53319444444722E-07
MPTAT,1.76222222222222E-08,2.03333333333333E-08,2.71111111111111E-08,2.84666666666667E-08,2.98222222222222E-08,3.11777777777778E-08,3.18555555555556E-08,3.18555555555556E-08,3.72777777777778E-08,3.93111111111111E-08,4.40555555555556E-08
MPTG,1.00345555555556E-06,1.15783333333333E-06,1.54377777777778E-06,0.000001621,1.69815555555556E-06,1.77534444444444E-06,1.81393888888889E-06,1.81393888888889E-06,2.12269444444444E-06,2.23847777777778E-06,2.50863888888889E-06
MPTG2,0,0,0,0,0,0,0,0,0,0,0
MPTS,1.76222222222222E-08,2.03333333333333E-08,2.71111111111111E-08,2.84666666666667E-08,2.98222222222222E-08,3.11777777777778E-08,3.18555555555556E-08,3.18555555555556E-08,3.72777777777778E-08,3.93111111111111E-08,4.40555555555556E-08
MPTSS,3.52444444444444E-08,4.06666666666667E-08,5.42222222222222E-08,5.69333333333333E-08,5.96444444444444E-08,6.23555555555556E-08,6.37111111111111E-08,6.37111111111111E-08,7.45555555555555E-08,7.86222222222222E-08,8.81111111111111E-08
MSAR,0,0,0,0,0,0,0,0,0,0,0
MSO3abcpp,0,0,0,0,0,0,0,0,0,0,0
MSO3tex,0,0,0,0,0,0,0,0,0,0,0
MTAN,0,0,0,0,0,0,0,0,0,0,0
MTHFC,7.14105166666738E-05,8.23967500000005E-05,0.0001098623,0.0001153554,0.0001208486,0.0001263417,0.0001294085,0.0001290882,0.0001510607,0.0001593004,0.0001785263
MTHFD,7.14105166666738E-05,8.23967500000005E-05,0.0001098623,0.0001153554,0.0001208486,0.0001263417,0.0001294085,0.0001290882,0.0001510607,0.0001593004,0.0001785263
MTHFR2,1.114815E-05,1.286325E-05,0.000017151,1.800855E-05,1.88661E-05,1.972365E-05,2.0152425E-05,2.0152425E-05,2.3582625E-05,0.000024869,2.7870375E-05
MTHTHFSs,3.23555555555555E-08,3.73333333333333E-08,4.97777777777778E-08,5.22666666666667E-08,5.47555555555556E-08,5.72444444444445E-08,5.84888888888889E-08,5.84888888888889E-08,6.84444444444444E-08,7.21777777777778E-08,8.08888888888889E-08
MTRPOX,0,0,0,0,0,0,0,0,0,0,0
N2Otex,0,0,0,0,0,0,0,0,0,0,0
N2Otpp,0,0,0,0,0,0,0,0,0,0,0
NACODA,0,0,0,0,0,0,0,0,0,0,0
NACtex,0,0,0,0,0,0,0,0,0,0,0
NACtpp,0,0,0,0,0,0,0,0,0,0,0
NADDP,0,0,0,0,0,0,0,0,0,0,0
NADH10,0,0,0,0,0,0,0,0,0,0,0
NADH16pp,0.0025296138,0.002864939,0.0038961293,0.0037243886,0.0038232717,0.0042014104,0.0046305216,0.004290071,0.0049607214,0.0052122153,0.0057990344
NADH17pp,0,0,0,0,0,0,0,0,0,0,0
NADH18pp,0,0,0,0,0,0,0,0,0,0,0
NADH5,0,0,0,0,0,0,0,0,0,0,0
NADH9,0,0,0,0,0,0,0,0,0,0,0
NADK,3.22833333333951E-08,3.72499999998838E-08,4.9666666666923E-08,5.21499999998435E-08,5.46333333333809E-08,5.71166666666098E-08,5.83583333335019E-08,5.83583333336252E-08,6.82916666664794E-08,0.000000072,8.07083333331176E-08
NADN,0,0,0,0,0,0,0,0,0,0,0
NADPHQR2,0,0,0,0,0,0,0,0,0,0,0
NADPHQR3,0,0,0,0,0,0,0,0,0,0,0
NADPHQR4,0,0,0,0,0,0,0,0,0,0,0
NADPPPS,0,0,0,0,0,0,0,0,0,0,0
NADS1,1.64522222222284E-07,1.89833333333241E-07,2.53111111111358E-07,2.65766666666605E-07,2.78422222222037E-07,2.91077777777716E-07,2.97405555555772E-07,2.97405555555833E-07,0.000000348,0.000000367,4.11305555555278E-07
NADTRHD,0,0,0,0,0,0,0,0,0,0,0
NAMNPP,0,0,0,0,0,0,0,0,0,0,0
NAt3_1p5pp,0,0,0,0,0,0,0,0,0,0,0
NAt3_2pp,0,0,0,0,0,0,0,0,0,0,0
NAt3pp,0,0,0,0,0,0,0,0,0,0,0
NAtex,0,0,0,0,0,0,0,0,0,0,0
NDPK1,5.71006944444481E-05,6.58854166666668E-05,8.78472222222215E-05,9.2239583333332E-05,9.66319444444432E-05,0.0001010243,0.0001032205,0.0001032205,0.0001207899,0.0001273785,0.0001427517
NDPK2,3.07148833333333E-05,3.544025E-05,4.72536666666667E-05,4.961635E-05,0.000051979,5.43417166666667E-05,5.55230583333333E-05,5.55230583333333E-05,6.49737916666667E-05,6.85178166666667E-05,7.67872083333333E-05
NDPK3,1.30653611111112E-05,1.50754166666666E-05,2.01005555555556E-05,2.11055833333334E-05,2.21106111111111E-05,2.31156388888888E-05,2.36181527777777E-05,2.36181527777779E-05,2.76382638888891E-05,2.91458055555554E-05,3.26634027777778E-05
NDPK4,1.88976666666667E-06,2.1805E-06,2.90733333333333E-06,3.0527E-06,3.19806666666667E-06,3.34343333333333E-06,3.41611666666667E-06,3.41611666666667E-06,3.99758333333333E-06,4.21563333333333E-06,4.72441666666667E-06
NDPK5,0,0,0,0,0,0,0,0,0,0,0
NDPK6,0,0,0,0,0,0,0,0,0,0,0
NDPK7,0,0,0,0,0,0,0,0,0,0,0
NDPK8,0,0,0,0,0,0,0,0,0,0,0
NH4tex,0.0007800595,0.0009000687,0.0012000916,0.0012600961,0.0013201007,0.000040354,0.0014101076,0.0014101076,0.0016501259,0.0017401328,0.0019501488
NH4tpp,0.0007800595,0.0009000687,0.0012000916,0.0012600961,0.0013201007,0.000040354,0.0014101076,0.0014101076,0.0016501259,0.0017401328,0.0019501488
NHFRBO,0,0,0,0,0,0,0,0,0,0,0
NI2abcpp,0,0,0,0,0,0,0,0,0,0,0
NI2t3pp,0,0,0,0,0,0,0,0,0,0,0
NI2tex,2.33277777777778E-08,2.69166666666667E-08,3.58888888888889E-08,3.76833333333333E-08,3.94777777777778E-08,4.12722222222222E-08,4.21694444444444E-08,4.21694444444444E-08,4.93472222222222E-08,0.000000052,5.83194444444444E-08
NI2tpp,2.33277777777778E-08,2.69166666666667E-08,3.58888888888889E-08,3.76833333333333E-08,3.94777777777778E-08,4.12722222222222E-08,4.21694444444444E-08,4.21694444444444E-08,4.93472222222222E-08,0.000000052,5.83194444444444E-08
NI2uabcpp,0,0,0,0,0,0,0,0,0,0,0
NMNAT,0,0,0,0,0,0,0,0,0,0,0
NMNDA,0,0,0,0,0,0,0,0,0,0,0
NMNN,0,0,0,0,0,0,0,0,0,0,0
NMNPtpp,0,0,0,0,0,0,0,0,0,0,0
NMNt7pp,0,0,0,0,0,0,0,0,0,0,0
NMNtex,0,0,0,0,0,0,0,0,0,0,0
NNAM,0,0,0,0,0,0,0,0,0,0,0
NNATr,1.64522222222284E-07,1.89833333333241E-07,2.53111111111358E-07,2.65766666666605E-07,2.78422222222037E-07,2.91077777777716E-07,2.97405555555772E-07,2.97405555555833E-07,0.000000348,0.000000367,4.11305555555278E-07
NNDMBRT,0,0,0,0,0,0,0,0,0,0,0
NNDPR,1.64522222222284E-07,1.89833333333241E-07,2.53111111111358E-07,2.65766666666605E-07,2.78422222222037E-07,2.91077777777716E-07,2.97405555555772E-07,2.97405555555833E-07,0.000000348,0.000000367,4.11305555555278E-07
NO2t2rpp,0,0,0,0,0,0,0,0,0,0,0
NO2tex,0,0,0,0,0,0,0,0,0,0,0
NO3R1bpp,0,0,0,0,0,0,0,0,0,0,0
NO3R1pp,0,0,0,0,0,0,0,0,0,0,0
NO3R2bpp,0,0,0,0,0,0,0,0,0,0,0
NO3R2pp,0,0,0,0,0,0,0,0,0,0,0
NO3t7pp,0,0,0,0,0,0,0,0,0,0,0
NO3tex,0,0,0,0,0,0,0,0,0,0,0
NODOx,0,0,0,0,0,0,0,0,0,0,0
NODOy,0,0,0,0,0,0,0,0,0,0,0
NOVBCNtex,0,0,0,0,0,0,0,0,0,0,0
NOVBCNtpp,0,0,0,0,0,0,0,0,0,0,0
NOtex,0,0,0,0,0,0,0,0,0,0,0
NOtpp,0,0,0,0,0,0,0,0,0,0,0
NTD1,0,0,0,0,0,0,0,0,0,0,0
NTD10,0,0,0,0,0,0,0,0,0,0,0
NTD10pp,0,0,0,0,0,0,0,0,0,0,0
NTD11,0,0,0,0,0,0,0,0,0,0,0
NTD11pp,0,0,0,0,0,0,0,0,0,0,0
NTD12,0,0,0,0,0,0,0,0,0,0,0
NTD12pp,0,0,0,0,0,0,0,0,0,0,0
NTD1pp,0,0,0,0,0,0,0,0,0,0,0
NTD2,0,0,0,0,0,0,0,0,0,0,0
NTD2pp,0,0,0,0,0,0,0,0,0,0,0
NTD3,0,0,0,0,0,0,0,0,0,0,0
NTD3pp,0,0,0,0,0,0,0,0,0,0,0
NTD4,0,0,0,0,0,0,0,0,0,0,0
NTD4pp,0,0,0,0,0,0,0,0,0,0,0
NTD5,0,0,0,0,0,0,0,0,0,0,0
NTD5pp,0,0,0,0,0,0,0,0,0,0,0
NTD6,0,0,0,0,0,0,0,0,0,0,0
NTD6pp,0,0,0,0,0,0,0,0,0,0,0
NTD7,0,0,0,0,0,0,0,0,0,0,0
NTD7pp,0,0,0,0,0,0,0,0,0,0,0
NTD8,0,0,0,0,0,0,0,0,0,0,0
NTD8pp,0,0,0,0,0,0,0,0,0,0,0
NTD9,0,0,0,0,0,0,0,0,0,0,0
NTD9pp,0,0,0,0,0,0,0,0,0,0,0
NTP1,0,0,0,0,0,0,0,0,0,0,0
NTP10,0,0,0,0,0,0,0,0,0,0,0
NTP11,0,0,0,0,0,0,0,0,0,0,0
NTP12,0,0,0,0,0,0,0,0,0,0,0
NTP3,0,0,0,0,0,0,0,0,0,0,0
NTP3pp,0,0,0,0,0,0,0,0,0,0,0
NTP5,0,0,0,0,0,0,0,0,0,0,0
NTPP1,0,0,0,0,0,0,0,0,0,0,0
NTPP10,0,0,0,0,0,0,0,0,0,0,0
NTPP11,0,0,0,0,0,0,0,0,0,0,0
NTPP2,0,0,0,0,0,0,0,0,0,0,0
NTPP3,0,0,0,0,0,0,0,0,0,0,0
NTPP4,0,0,0,0,0,0,0,0,0,0,0
NTPP5,0,0,0,0,0,0,0,0,0,0,0
NTPP6,0,0,0,0,0,0,0,0,0,0,0
NTPP7,0,0,0,0,0,0,0,0,0,0,0
NTPP8,0,0,0,0,0,0,0,0,0,0,0
NTPP9,0,0,0,0,0,0,0,0,0,0,0
NTPTP1,0,0,0,0,0,0,0,0,0,0,0
NTPTP2,0,0,0,0,0,0,0,0,0,0,0
NTRIR2x,0,0,0,0,0,0,0,0,0,0,0
NTRIR3pp,0,0,0,0,0,0,0,0,0,0,0
NTRIR4pp,0,0,0,0,0,0,0,0,0,0,0
O16A4COLIPAabctex,0,0,0,0,0,0,0,0,0,0,0
O16A4Lpp,0,0,0,0,0,0,0,0,0,0,0
O16AP1pp,0,0,0,0,0,0,0,0,0,0,0
O16AP2pp,0,0,0,0,0,0,0,0,0,0,0
O16AP3pp,0,0,0,0,0,0,0,0,0,0,0
O16AT,0,0,0,0,0,0,0,0,0,0,0
O16AUNDtpp,0,0,0,0,0,0,0,0,0,0,0
O16GALFT,0,0,0,0,0,0,0,0,0,0,0
O16GLCT1,0,0,0,0,0,0,0,0,0,0,0
O16GLCT2,0,0,0,0,0,0,0,0,0,0,0
O2Stex,0,0,0,0,0,0,0,0,0,0,0
O2tex,0.0014374481,0.0016249401,0.0023147939,0.001912641,0.0024745693,0.0023718898,0.0024927484,0.0024217812,0.0027967653,0.0029373843,0.0032654953
O2tpp,0.0014374481,0.0016249401,0.0023147939,0.001912641,0.0024745693,0.0023718898,0.0024927484,0.0024217812,0.0027967653,0.0029373843,0.0032654953
OAADC,0,0,0,0,0,0,0,0,0,0,0
OBTFL,0,0,0,0,0,0,0,0,0,0,0
OCBT,2.13627555555556E-05,2.46493333333333E-05,3.28657777777778E-05,3.45090666666667E-05,3.61523555555556E-05,3.77956444444444E-05,3.86172888888889E-05,3.86172888888889E-05,4.51904444444444E-05,4.76553777777778E-05,5.34068888888889E-05
OCDCAtexi,0,0,0,0,0,0,0,0,0,0,0
OCDCEAtexi,0,0,0,0,0,0,0,0,0,0,0
OCTAtex,0,0,0,0,0,0,0,0,0,0,0
OCTDPS,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
OCTNLL,0,0,0,0,0,0,0,0,0,0,0
OGMEACPD,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
OGMEACPR,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
OGMEACPS,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
OHPBAT,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
OHPHM,0,0,0,0,0,0,0,0,0,0,0
OMBZLM,0,0,0,0,0,0,0,0,0,0,0
OMCDC,3.253835E-05,3.754425E-05,0.000050059,0.000052562,5.50649E-05,5.756785E-05,5.8819325E-05,5.8819325E-05,6.8831125E-05,7.258555E-05,8.1345875E-05
OMMBLHX,0,0,0,0,0,0,0,0,0,0,0
OMMBLHX3,0,0,0,0,0,0,0,0,0,0,0
OMPDC,2.389075E-05,2.756625E-05,0.000036755,3.859275E-05,4.04305E-05,4.226825E-05,4.3187125E-05,4.3187125E-05,5.0538125E-05,5.329475E-05,5.9726875E-05
OMPHHX,0,0,0,0,0,0,0,0,0,0,0
OMPHHX3,0,0,0,0,0,0,0,0,0,0,0
OP4ENH,0,0,0,0,0,0,0,0,0,0,0
OPHBDC,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
