,EC_number,Cofactor,Organism,LigandID,Commentary,Literature,ChEBI,bigg.metabolite,KEGG_ID,Compound
11498,1.5.1.22,NADH,Perinereis nuntia,8,,13292,16908,nadh_c,C00004,NADH
11499,1.5.1.22,NADH,Pseudocardium sachalinense,8,,13292,16908,nadh_c,C00004,NADH
11500,1.5.1.22,NADH,Pseudopotamilla occelata,8,,13292,16908,nadh_c,C00004,NADH
11501,1.5.1.22,NADH,Reishia clavigera,8,,13292,16908,nadh_c,C00004,NADH
11502,1.5.1.22,NADH,Ruditapes philippinarum,8,,13292,16908,nadh_c,C00004,NADH
11503,1.5.1.22,NADH,Scapharca broughtonii,8,,13292,16908,nadh_c,C00004,NADH
11504,1.5.1.22,NADH,Tugali gigas,8,,13292,16908,nadh_c,C00004,NADH
11505,1.5.1.22,NADH,Capitella capitata,8,,13364,16908,nadh_c,C00004,NADH
11506,1.5.1.22,NADH,Glycera alba,8,,13364,16908,nadh_c,C00004,NADH
11507,1.5.1.22,NADH,Scolelepis fuliginosa,8,,13364,16908,nadh_c,C00004,NADH
11508,1.5.1.22,NADH,Mercenaria mercenaria,8,,13365,16908,nadh_c,C00004,NADH
11509,1.5.1.22,NADH,Mytilus edulis,8,no activity with NADPH,13369,16908,nadh_c,C00004,NADH
11510,1.5.1.22,NADH,Aphrodita aculeata,8,,13373,16908,nadh_c,C00004,NADH
11511,1.5.1.22,NADH,Suberites domuncula,8,; enzyme shows an absolute requirement for NADH,703299,16908,nadh_c,C00004,NADH
11512,1.5.1.23,NAD(P)+,Suberites domuncula,50,TaDH displays the GxGxxG/A motif known to be conserved among NAD(P)-dependent dehydrogenases,688792,,,,
11513,1.5.1.23,NAD+,Arabella iricolor,7,,655275,,,,
11514,1.5.1.23,NADH,Anthopleura japonica,8,,13292,16908,nadh_c,C00004,NADH
11515,1.5.1.23,NADH,Anthopleura pacifica,8,,13292,16908,nadh_c,C00004,NADH
11516,1.5.1.23,NADH,Asterias amurensis,8,,13292,16908,nadh_c,C00004,NADH
11517,1.5.1.23,NADH,Balanus cariosus,8,,13292,16908,nadh_c,C00004,NADH
11518,1.5.1.23,NADH,Buccinum isaotakii,8,,13292,16908,nadh_c,C00004,NADH
11519,1.5.1.23,NADH,Capitulum mitella,8,,13292,16908,nadh_c,C00004,NADH
11520,1.5.1.23,NADH,Cellana grata,8,,13292,16908,nadh_c,C00004,NADH
11521,1.5.1.23,NADH,Chlamys farreri nipponensis,8,,13292,16908,nadh_c,C00004,NADH
11522,1.5.1.23,NADH,Chlorostoma lischkei,8,,13292,16908,nadh_c,C00004,NADH
11523,1.5.1.23,NADH,Crassostrea gigas,8,,13292,16908,nadh_c,C00004,NADH
11524,1.5.1.23,NADH,Fusitriton oregonensis,8,,13292,16908,nadh_c,C00004,NADH
11525,1.5.1.23,NADH,Haliotis discus hannai,8,,13292,16908,nadh_c,C00004,NADH
11526,1.5.1.23,NADH,Liolophura japonica,8,,13292,16908,nadh_c,C00004,NADH
11527,1.5.1.23,NADH,Littorina brevicula,8,,13292,16908,nadh_c,C00004,NADH
11528,1.5.1.23,NADH,Meretrix lusoria,8,,13292,16908,nadh_c,C00004,NADH
11529,1.5.1.23,NADH,Mizuhopecten yessoensis,8,,13292,16908,nadh_c,C00004,NADH
11530,1.5.1.23,NADH,Neptunea arthritica,8,,13292,16908,nadh_c,C00004,NADH
11531,1.5.1.23,NADH,Octopus vulgaris,8,,13292,16908,nadh_c,C00004,NADH
11532,1.5.1.23,NADH,Pagurus samuelis,8,,13292,16908,nadh_c,C00004,NADH
11533,1.5.1.23,NADH,Perinereis nuntia,8,,13292,16908,nadh_c,C00004,NADH
11534,1.5.1.23,NADH,Pseudopotamilla occelata,8,,13292,16908,nadh_c,C00004,NADH
11535,1.5.1.23,NADH,Reishia clavigera,8,,13292,16908,nadh_c,C00004,NADH
11536,1.5.1.23,NADH,Ruditapes philippinarum,8,,13292,16908,nadh_c,C00004,NADH
11537,1.5.1.23,NADH,Scapharca broughtonii,8,,13292,16908,nadh_c,C00004,NADH
11538,1.5.1.23,NADH,Solaster paxillatus,8,,13292,16908,nadh_c,C00004,NADH
11539,1.5.1.23,NADH,Todarodes pacificus,8,,13292,16908,nadh_c,C00004,NADH
11540,1.5.1.23,NADH,Tugali gigas,8,,13292,16908,nadh_c,C00004,NADH
11541,1.5.1.23,NADH,Anadara ovalis,8,,13300,16908,nadh_c,C00004,NADH
11542,1.5.1.23,NADH,Chlorostoma funebralis,8,,13300,16908,nadh_c,C00004,NADH
11543,1.5.1.23,NADH,Diodora cayenensis,8,,13300,16908,nadh_c,C00004,NADH
11544,1.5.1.23,NADH,Glottidia pyramidata,8,,13300,16908,nadh_c,C00004,NADH
11545,1.5.1.23,NADH,Haliotis rufescens,8,,13300,16908,nadh_c,C00004,NADH
11546,1.5.1.23,NADH,Laqueus californianus,8,,13300,16908,nadh_c,C00004,NADH
11547,1.5.1.23,NADH,Tectura testudinalis,8,,13300,16908,nadh_c,C00004,NADH
11548,1.5.1.23,NADH,Terebratalia transversa,8,,13300,16908,nadh_c,C00004,NADH
11549,1.5.1.23,NADH,Turbo castanea,8,,13300,16908,nadh_c,C00004,NADH
11550,1.5.1.23,NADH,Haliotis tuberculata lamellosa,8,,"13434, 13435",16908,nadh_c,C00004,NADH
11551,1.5.1.23,NADH,Haliotis discus hannai,8,no activity with NADPH,13436,16908,nadh_c,C00004,NADH
11552,1.5.1.23,NADH,Halichondria japonica,8,,"13292, 13437",16908,nadh_c,C00004,NADH
11553,1.5.1.23,NADH,Rhodoglossum japonicum,8,,13438,16908,nadh_c,C00004,NADH
11554,1.5.1.23,NADH,Patiria pectinifera,8,,"13292, 13439",16908,nadh_c,C00004,NADH
11555,1.5.1.23,NADH,Arabella iricolor,8,,13440,16908,nadh_c,C00004,NADH
11556,1.5.1.23,NADH,Arabella iricolor,8,,655275,16908,nadh_c,C00004,NADH
11557,1.5.1.23,NADH,Suberites domuncula,8,,688792,16908,nadh_c,C00004,NADH
11558,1.5.1.24,NADPH,Lactococcus lactis,5,"high affinity for NADPH, NADH cannot replace NADPH, but nicotinamide hypoxanthine dinucleotide phosphate, reduced form, is an effective substitute for the natural cofactor",392172,16474,nadph_c,C00005,NADPH
11559,1.5.1.24,NADPH,Lactococcus lactis,5,,392177,16474,nadph_c,C00005,NADPH
11560,1.5.1.25,NADH,Sus scrofa,8,NADH and NADPH show equal activity with cystathionine ketimine as substrate. Reduction of lanthionine ketimine with NADPH is faster than reduction with NADH. Reduction of S-aminoethylcysteine with NADH is faster than reduction with NADPH,440358,16908,nadh_c,C00004,NADH
11561,1.5.1.25,NADH,Bos taurus,8,"reduction rate for cystathionine ketimine, lanthionine ketimine and DELTA1-piperidine 2-carboxylate is higher with NADPH than with NADH. Reduction rate for S-aminoethylcysteine with NADH is higher than with NADPH",440359,16908,nadh_c,C00004,NADH
11562,1.5.1.25,NADPH,Sus scrofa,5,NADH and NADPH show equal activity with cystathionine ketimine as substrate. Reduction of lanthionine ketimine with NADPH is faster than reduction with NADH. Reduction of S-aminoethylcysteine with NADH is faster than reduction with NADPH,440358,16474,nadph_c,C00005,NADPH
11563,1.5.1.25,NADPH,Bos taurus,5,"reduction rate for cystathionine ketimine, lanthionine ketimine and DELTA1-piperidine 2-carboxylate is higher with NADPH than with NADH. Reduction rate for S-aminoethylcysteine with NADH is higher than with NADPH",440359,16474,nadph_c,C00005,NADPH
11564,1.5.1.26,NAD+,Cellana grata,7,,655255,,,,
11565,1.5.1.26,NADH,Cellana grata,8,,655255,16908,nadh_c,C00004,NADH
11566,1.5.1.27,NADPH,Papaver somniferum,5,,13450,16474,nadph_c,C00005,NADPH
11567,1.5.1.28,NADH,Monosiga brevicollis,8,,724204,16908,nadh_c,C00004,NADH
11568,1.5.1.28,NADH,Nematostella vectensis,8,,724204,16908,nadh_c,C00004,NADH
11569,1.5.1.28,NADH,Arthrobacter sp.,8,,"94166, 94167, 94168, 94169, 94170",16908,nadh_c,C00004,NADH
11570,1.5.1.30,2-thio-FMN,Aliivibrio fischeri,15508,,392205,,,,
11571,1.5.1.30,2-thio-FMN,Vibrio harveyi,15508,,392300,,,,
11572,1.5.1.30,FAD,Aliivibrio fischeri,20,,392205,16238,fad_c,C00016,FAD
11573,1.5.1.30,FAD,Streptomyces viridifaciens,20,,392301,16238,fad_c,C00016,FAD
11574,1.5.1.30,FMN,Aliivibrio fischeri,56,,392205,17621,fmn_c,C00061,FMN
11575,1.5.1.30,FMN,Vibrio harveyi,56,tightly bound,392297,17621,fmn_c,C00061,FMN
11576,1.5.1.30,FMN,Vibrio harveyi,56,no cofactors are FAD and riboflavin,392300,17621,fmn_c,C00061,FMN
11577,1.5.1.30,FMN,Escherichia coli,56,,657786,17621,fmn_c,C00061,FMN
11578,1.5.1.30,FMN,Aliivibrio fischeri,56,1 FMN bound per subunit of the dimeric enzyme,658108,17621,fmn_c,C00061,FMN
11579,1.5.1.30,FMN,Vibrio harveyi,56,1 FMN bound per subunit of the dimeric enzyme,658108,17621,fmn_c,C00061,FMN
11580,1.5.1.30,FMN,Bacillus subtilis,56,noncovalently bound,672184,17621,fmn_c,C00061,FMN
11581,1.5.1.30,FMN,Sulfolobus tokodaii,56,one molecule per monomer of enzyme. FMN is preferred over FAD,678187,17621,fmn_c,C00061,FMN
11582,1.5.1.30,FMN,Rhodobacter sphaeroides,56,the presence of exogenously added FMN is necessary for activity,684610,17621,fmn_c,C00061,FMN
11583,1.5.1.30,FMN,Vibrio harveyi,56,contains one bound FMN cofactor per subunit,684711,17621,fmn_c,C00061,FMN
11584,1.5.1.30,FMN,Vibrio harveyi,56,,"392299, 392303, 671610, 685230",17621,fmn_c,C00061,FMN
11585,1.5.1.30,FMN,Aliivibrio fischeri,56,"contains one FMN cofactor per monomer, the FMN cofactor of FRPVh can be replaced by 2-thioFMN to yield a catalytically active reconstituted reductase",689388,17621,fmn_c,C00061,FMN
11586,1.5.1.30,FMN,Vibrio harveyi,56,"contains one FMN cofactor per monomer, the FMN cofactor of FRPVh can be replaced by 2-thioFMN to yield a catalytically active reconstituted reductase",689388,17621,fmn_c,C00061,FMN
11587,1.5.1.30,FMN,Shigella flexneri,56,,689909,17621,fmn_c,C00061,FMN
11588,1.5.1.30,FMN,Bacillus subtilis,56,,"392302, 699057",17621,fmn_c,C00061,FMN
11589,1.5.1.30,NAD(P)H,Aliivibrio fischeri,40,,"658108, 689388",16474,nadph_c,C00005,NADPH
11590,1.5.1.30,NADH,Rhodococcus erythropolis,8,"without any chromophore like flavin, NADPH is inert",392304,16908,nadh_c,C00004,NADH
11591,1.5.1.30,NADH,Rhodobacter sphaeroides,8,prefers NADPH over NADH,684610,16908,nadh_c,C00004,NADH
11592,1.5.1.30,NADH,Bacillus subtilis,8,,"672184, 699057",16908,nadh_c,C00004,NADH
11593,1.5.1.30,NADP+,Sulfolobus tokodaii,10,,678187,,,,
11594,1.5.1.30,NADPH,Homo sapiens,5,"the FMN reductase activity is highly specific for NADPH, and the activity with NADH is 10% of that with NADPH",392188,16474,nadph_c,C00005,NADPH
11595,1.5.1.30,NADPH,Entamoeba histolytica,5,20fold selectivity over NADH,392296,16474,nadph_c,C00005,NADPH
11596,1.5.1.30,NADPH,Caenorhabditis elegans,5,dependent on,659261,16474,nadph_c,C00005,NADPH
11597,1.5.1.30,NADPH,Homo sapiens,5,dependent on,659261,16474,nadph_c,C00005,NADPH
11598,1.5.1.30,NADPH,Rhodobacter sphaeroides,5,preferred cofactor,684610,16474,nadph_c,C00005,NADPH
11599,1.5.1.30,NADPH,Shigella flexneri,5,,689909,16474,nadph_c,C00005,NADPH
11600,1.5.1.30,NADPH,Bacillus subtilis,5,,"392302, 672184, 699057",16474,nadph_c,C00005,NADPH
11601,1.5.1.30,NADPH,Vibrio harveyi,5,,"392303, 658108, 660061, 671610, 684711, 685230, 689388, 724343",16474,nadph_c,C00005,NADPH
11602,1.5.1.30,NADPH,Escherichia coli,5,,"657786, 724769, 725248",16474,nadph_c,C00005,NADPH
11603,1.5.1.30,riboflavin,Aliivibrio fischeri,351,,392205,17015,ribflv_c,C00255,Riboflavin
11604,1.5.1.31,NADH,Corydalis cava,8,at 15% of the activity with NADPH,440357,16908,nadh_c,C00004,NADH
11605,1.5.1.31,NADP+,Corydalis cava,10,,440357,,,,
11606,1.5.1.31,NADPH,Corydalis cava,5,,440357,16474,nadph_c,C00005,NADPH
11607,1.5.1.32,NADPH,Rauvolfia serpentina,5,,"437752, 673056",16474,nadph_c,C00005,NADPH
11608,1.5.1.33,NADPH,Leishmania tarentolae,5,dependent on,392293,16474,nadph_c,C00005,NADPH
11609,1.5.1.33,NADPH,Trypanosoma cruzi,5,dependent on,484951,16474,nadph_c,C00005,NADPH
11610,1.5.1.33,NADPH,Leishmania tarentolae,5,binding structure,654075,16474,nadph_c,C00005,NADPH
11611,1.5.1.33,NADPH,Leishmania major,5,dependent on,"392293, 484955, 654109",16474,nadph_c,C00005,NADPH
11612,1.5.1.33,NADPH,Leishmania donovani,5,"binding site is located at residues Gly13 to Arg39, recognition motif GXXXRXG",657281,16474,nadph_c,C00005,NADPH
11613,1.5.1.33,NADPH,Trypanosoma cruzi,5,,689793,16474,nadph_c,C00005,NADPH
11614,1.5.1.33,NADPH,Leishmania donovani,5,,"686606, 723852",16474,nadph_c,C00005,NADPH
11615,1.5.1.33,NADPH,Trypanosoma brucei,5,dependent on,724770,16474,nadph_c,C00005,NADPH
11616,1.5.1.33,NADPH,Leishmania sp.,5,,725166,16474,nadph_c,C00005,NADPH
11617,1.5.1.33,NADPH,Leishmania major,5,,"484957, 689793, 725417",16474,nadph_c,C00005,NADPH
11618,1.5.1.33,NADPH,Trypanosoma brucei,5,,"676067, 725417",16474,nadph_c,C00005,NADPH
11619,1.5.1.33,NADPH,Leishmania donovani,5,,"686614, 712258, 725762",16474,nadph_c,C00005,NADPH
11620,1.5.1.34,FAD,Escherichia coli,20,contains bound FAD,484997,16238,fad_c,C00016,FAD
11621,1.5.1.34,FMN,Rhodobacter capsulatus,56,one molecule bound per enzyme,686424,17621,fmn_c,C00061,FMN
11622,1.5.1.34,more,Thermus thermophilus,2,no flavin prosthetic group,655877,33206,,,
11623,1.5.1.34,NAD(P)H,Physarum polycephalum,40,NADH is the preferred cofactor,654920,16474,nadph_c,C00005,NADPH
11624,1.5.1.34,NADH,Bos taurus,8,"enzyme prefers NADH; liver: 2 distinct dihydropteridine reductases which catalyze the conversion of the quinonoid dihydropteridine to tetrahydropterin: NADH-dihydropteridine reductase, DPR, utilizes NADH as a better substrate than NADPH, NADPH-specific dihydropteridine reductase, TPR, shows strict specificity for NADPH; utilizes both NADH and NADPH",484959,16908,nadh_c,C00004,NADH
11625,1.5.1.34,NADH,Pseudomonas sp.,8,enzyme prefers NADH,484963,16908,nadh_c,C00004,NADH
11626,1.5.1.34,NADH,Rattus norvegicus,8,enzyme binds 1 mol NADH per mol enzyme; enzyme prefers NADH,484972,16908,nadh_c,C00004,NADH
11627,1.5.1.34,NADH,Bos taurus,8,utilizes both NADH and NADPH,484990,16908,nadh_c,C00004,NADH
11628,1.5.1.34,NADH,Bos taurus,8,enzyme prefers NADH; utilizes both NADH and NADPH,484991,16908,nadh_c,C00004,NADH
11629,1.5.1.34,NADH,Felis catus,8,enzyme prefers NADH; utilizes both NADH and NADPH,484991,16908,nadh_c,C00004,NADH
11630,1.5.1.34,NADH,Oryctolagus cuniculus,8,enzyme prefers NADH; utilizes both NADH and NADPH,484991,16908,nadh_c,C00004,NADH
11631,1.5.1.34,NADH,Crithidia fasciculata,8,enzyme prefers NADH; utilizes both NADH and NADPH,484992,16908,nadh_c,C00004,NADH
11632,1.5.1.34,NADH,Homo sapiens,8,enzyme prefers NADH; utilizes both NADH and NADPH,"484993, 484995",16908,nadh_c,C00004,NADH
11633,1.5.1.34,NADH,Ovis aries,8,enzyme prefers NADH; utilizes both NADH and NADPH,"484958, 484991, 484995",16908,nadh_c,C00004,NADH
11634,1.5.1.34,NADH,Rattus norvegicus,8,enzyme prefers NADH; utilizes both NADH and NADPH,"484991, 484995",16908,nadh_c,C00004,NADH
11635,1.5.1.34,NADH,Rattus norvegicus,8,utilizes both NADH and NADPH,484996,16908,nadh_c,C00004,NADH
11636,1.5.1.34,NADH,Escherichia coli,8,utilizes both NADH and NADPH,484997,16908,nadh_c,C00004,NADH
11637,1.5.1.34,NADH,Bos taurus,8,"liver: 2 distinct dihydropteridine reductases which catalyze the conversion of the quinonoid dihydropteridine to tetrahydropterin: NADH-dihydropteridine reductase, DPR, utilizes NADH as a better substrate than NADPH, NADPH-specific dihydropteridine reductase, TPR, shows strict specificity for NADPH","484960, 484986, 484999, 485000",16908,nadh_c,C00004,NADH
11638,1.5.1.34,NADH,Homo sapiens,8,,"484986, 484999, 656444",16908,nadh_c,C00004,NADH
11639,1.5.1.34,NADPH,Bos taurus,5,"liver: 2 distinct dihydropteridine reductases which catalyze the conversion of the quinonoid dihydropteridine to tetrahydropterin: NADH-dihydropteridine reductase, DPR, utilizes NADH as a better substrate than NADPH, NADPH-specific dihydropteridine reductase, TPR, shows strict specificity for NADPH; NADH is preferred; utilizes both NADH and NADPH",484959,16474,nadph_c,C00005,NADPH
11640,1.5.1.34,NADPH,Pseudomonas sp.,5,"inactive with NADPH, specific for NADPH; NADH is preferred",484963,16474,nadph_c,C00005,NADPH
11641,1.5.1.34,NADPH,Rattus norvegicus,5,NADH is preferred,484972,16474,nadph_c,C00005,NADPH
11642,1.5.1.34,NADPH,Bos taurus,5,utilizes both NADH and NADPH,484990,16474,nadph_c,C00005,NADPH
11643,1.5.1.34,NADPH,Bos taurus,5,NADH is preferred; utilizes both NADH and NADPH,484991,16474,nadph_c,C00005,NADPH
11644,1.5.1.34,NADPH,Felis catus,5,NADH is preferred; utilizes both NADH and NADPH,484991,16474,nadph_c,C00005,NADPH
11645,1.5.1.34,NADPH,Oryctolagus cuniculus,5,NADH is preferred; utilizes both NADH and NADPH,484991,16474,nadph_c,C00005,NADPH
11646,1.5.1.34,NADPH,Crithidia fasciculata,5,NADH is preferred; utilizes both NADH and NADPH,484992,16474,nadph_c,C00005,NADPH
11647,1.5.1.34,NADPH,Homo sapiens,5,NADH is preferred; utilizes both NADH and NADPH,"484993, 484995",16474,nadph_c,C00005,NADPH
11648,1.5.1.34,NADPH,Ovis aries,5,NADH is preferred; utilizes both NADH and NADPH,"484958, 484991, 484995",16474,nadph_c,C00005,NADPH
11649,1.5.1.34,NADPH,Rattus norvegicus,5,NADH is preferred; utilizes both NADH and NADPH,"484991, 484995",16474,nadph_c,C00005,NADPH
11650,1.5.1.34,NADPH,Rattus norvegicus,5,utilizes both NADH and NADPH,484996,16474,nadph_c,C00005,NADPH
11651,1.5.1.34,NADPH,Escherichia coli,5,utilizes both NADH and NADPH,484997,16474,nadph_c,C00005,NADPH
11652,1.5.1.34,NADPH,Homo sapiens,5,,484999,16474,nadph_c,C00005,NADPH
11653,1.5.1.34,NADPH,Bos taurus,5,"liver: 2 distinct dihydropteridine reductases which catalyze the conversion of the quinonoid dihydropteridine to tetrahydropterin: NADH-dihydropteridine reductase, DPR, utilizes NADH as a better substrate than NADPH, NADPH-specific dihydropteridine reductase, TPR, shows strict specificity for NADPH","484960, 484999, 485000",16474,nadph_c,C00005,NADPH
11654,1.5.1.34,NADPH,Thermus thermophilus,5,,655877,16474,nadph_c,C00005,NADPH
11655,1.5.1.34,NADPH,Trypanosoma cruzi,5,,675692,16474,nadph_c,C00005,NADPH
11656,1.5.1.34,NADPH,Rhodobacter capsulatus,5,,686424,16474,nadph_c,C00005,NADPH
11657,1.5.1.34,NADPH,Rattus norvegicus,5,,724198,16474,nadph_c,C00005,NADPH
11658,1.5.1.34,NADPH,Dictyostelium discoideum,5,,725004,16474,nadph_c,C00005,NADPH
11659,1.5.1.36,FMN,Mycobacterium goodii,56,each subunit binds one FMN as cofactor,726414,17621,fmn_c,C00061,FMN
11660,1.5.1.36,NADH,Escherichia coli,8,"HpaC, the small component of the 4-hydroxyphenylacetate 3-monooxygenase, is recombinantly overproduced in Escherichia coli K12 and catalyzes the reduction of free flavins by NADH in preference to NADPH",438899,16908,nadh_c,C00004,NADH
11661,1.5.1.36,NADH,Escherichia coli W,8,"although the HpaC enzyme can also use NADPH as a substrate, its specific activities on FMN, FAD, and riboflavin are more than 2 orders of magnitude lower than those observed in the presence of NADH",438899,16908,nadh_c,C00004,NADH
11662,1.5.1.36,NADH,Pseudomonas aeruginosa,8,,711238,16908,nadh_c,C00004,NADH
11663,1.5.1.36,NADH,Photobacterium leiognathi,8,the enzyme prefers NADH as a substrate,724294,16908,nadh_c,C00004,NADH
11664,1.5.1.36,NADH,Mycobacterium goodii,8,,726414,16908,nadh_c,C00004,NADH
11665,1.5.1.36,NADPH,Escherichia coli W,5,"although the HpaC enzyme can also use NADPH as a substrate, its specific activities on FMN, FAD, and riboflavin are more than 2 orders of magnitude lower than those observed in the presence of NADH",438899,16474,nadph_c,C00005,NADPH
11666,1.5.1.37,NADH,Burkholderia phenoliruptrix,8,the enzyme does not use NADPH as substrate,715349,16908,nadh_c,C00004,NADH
11667,1.5.1.38,2-thio-FMN,Vibrio harveyi,15508,binds to the cofactor site of the apoenzyme with an affinity similar to that for FMN binding. The holoenzyme reconstituted with 2-thioFMN is catalytically active in using either FMN or 2-thioFMN as a substrate,392300,,,,
11668,1.5.1.38,FMN,Vibrio harveyi,56,contains a tightly bound FMN cofactor,392297,17621,fmn_c,C00061,FMN
11669,1.5.1.38,FMN,Vibrio harveyi,56,"the enzyme is specific for FMN as cofactor. FMN is recognized and tightly bound by a network of 16 hydrogen bonds, while steric considerations prevent the binding of FAD. A flexible loop containing a Lys and an Arg could account for the NADPH specificity",392299,17621,fmn_c,C00061,FMN
11670,1.5.1.38,FMN,Vibrio harveyi,56,"the apoenzyme binds one FMN per enzyme monomer with a dissociation constant of 0.2 mM at 23°C. The reconstituted holoenzyme is catalytically as active as the native enzyme. FMN binding results in 87% and 92% of quenching of protein and flavin fluorescence, respectively, indicating a conformational difference between the apoprotein and the holoenzyme. Neither riboflavin nor FAD shows any appreciable binding to the cofactor site of the apoenzyme but both flavins are active substrates for the FMN-containing holoenzyme",392300,17621,fmn_c,C00061,FMN
11671,1.5.1.38,more,Escherichia coli,2,the enzyme does not contain any bound flavin cofactor,438770,33206,,,
11672,1.5.1.38,NADH,Escherichia coli,8,kcat/KM for NADPH is 335fold higher compared to kcat/KM for NADH,438770,16908,nadh_c,C00004,NADH
11673,1.5.1.38,NADPH,Vibrio harveyi,5,the affinity of the NADPH-specific reductase for NADPH is 1000 times greater than for NADH,392179,16474,nadph_c,C00005,NADPH
11674,1.5.1.38,NADPH,Vibrio harveyi,5,the NADPH specific FMN reductase does not utilize NADH,392180,16474,nadph_c,C00005,NADPH
11675,1.5.1.38,NADPH,Escherichia coli,5,kcat/KM for NADPH is 335fold higher compared kcat/KM for NADH,438770,16474,nadph_c,C00005,NADPH
11676,1.5.1.40,NADP+,Streptomyces aureofaciens,10,no activity with NAD+,395091,,,,
11677,1.5.1.40,NADP+,Streptomyces rimosus,10,no activity with NAD+,395091,,,,
11678,1.5.1.40,NADP+,Streptomyces griseus,10,can not be replaced by NAD+,711315,,,,
11679,1.5.1.40,NADPH,Streptomyces aureofaciens,5,no activity with NADH,395091,16474,nadph_c,C00005,NADPH
11680,1.5.1.40,NADPH,Streptomyces rimosus,5,no activity with NADH,395091,16474,nadph_c,C00005,NADPH
11681,1.5.1.40,NADPH,Streptomyces griseus,5,can not be replaced by NADH,711315,16474,nadph_c,C00005,NADPH
11682,1.5.1.41,FMN,Sulfolobus tokodaii,56,"the purified refolded enzyme does not contain FMN, unlike the same enzyme expressed as a soluble protein. After the addition of FMN to the protein solution, the refolded enzyme shows a higher activity than the enzyme expressed as the soluble protein",720976,17621,fmn_c,C00061,FMN
11683,1.5.1.42,NADH,Vibrio harveyi,8,the affinity of the NADH-specific reductase is about 60 times greater for NADH than for NADPH,392179,16908,nadh_c,C00004,NADH
11684,1.5.1.42,NADH,Vibrio harveyi,8,activity with NADPH and FMNH2 is only 10% of the activity with FMNH2 and NAD+,716205,16908,nadh_c,C00004,NADH
11685,1.5.1.42,NADH,Rhodococcus erythropolis,8,dependent on,724635,16908,nadh_c,C00004,NADH
11686,1.5.1.42,NADPH,Vibrio harveyi,5,the NADH specific FMN reductase does does dehydrogenate NADPH with a maximal velocity one-tenth of that for NADH,392180,16474,nadph_c,C00005,NADPH
11687,1.5.1.42,NADPH,Vibrio harveyi,5,activity with NADPH and FMNH2 is only 10% of the activity with FMNH2 and NAD+,716205,16474,nadph_c,C00005,NADPH
11688,1.5.1.43,NADH,Vibrio alginolyticus,8,NADH is a much poorer cofactor than NADPH,712623,16908,nadh_c,C00004,NADH
11689,1.5.1.43,NADPH,Vibrio alginolyticus,5,,712623,16474,nadph_c,C00005,NADPH
11690,1.5.1.43,NADPH,Campylobacter jejuni,5,,719993,16474,nadph_c,C00005,NADPH
11691,1.5.1.46,FMN,Claviceps purpurea,56,,721046,17621,fmn_c,C00061,FMN
11692,1.5.1.46,NADH,Claviceps purpurea,8,,720617,16908,nadh_c,C00004,NADH
11693,1.5.1.46,NADPH,Aspergillus fumigatus,5,dependent on,719646,16474,nadph_c,C00005,NADPH
11694,1.5.1.46,NADPH,Claviceps purpurea,5,,720617,16474,nadph_c,C00005,NADPH
11695,1.5.1.46,NADPH,Claviceps purpurea,5,NADPH is a better electron donor than NADH,721046,16474,nadph_c,C00005,NADPH
11696,1.5.1.47,NADH,Methylobacterium extorquens,8,the specific activity with NADH is 15% of the rate observed with NADPH,719701,16908,nadh_c,C00004,NADH
11697,1.5.1.47,NADPH,Methylobacterium extorquens,5,the specific activity with NADH is 15% of the rate observed with NADPH,719701,16474,nadph_c,C00005,NADPH
11698,1.5.1.48,NADPH,Streptomyces sp.,5,NADPH-dependent enzyme. No activity with NADH,724593,16474,nadph_c,C00005,NADPH
11699,1.5.1.49,NAD+,Colwellia psychrerythraea,7,in the oxidization of L-proline the ratio of NADP+ to NAD+ in kcat/Km value is about 150:1,729748,,,,
11700,1.5.1.49,NADH,Colwellia psychrerythraea,8,"the preferred cofactor is NADPH, lower activity with NADH. The kcat/Km value for DELTA1-pyrroline-2-carboxylate in the presence of NADH is 5.6fold lower than that in the presence of NADPH, mainly caused by the 12fold lower kcat value",729748,16908,nadh_c,C00004,NADH
11701,1.5.1.49,NADP+,Colwellia psychrerythraea,10,in the oxidization of L-proline the ratio of NADP+ to NAD+ in kcat/Km value is about 150:1,729748,,,,
11702,1.5.1.49,NADPH,Colwellia psychrerythraea,5,"the preferred cofactor is NADPH, lower activity with NADH. The kcat/Km value for DELTA1-pyrroline-2-carboxylate in the presence of NADH is 5.6fold lower than that in the presence of NADPH, mainly caused by the 12fold lower kcat value",729748,16474,nadph_c,C00005,NADPH
11703,1.5.3.1,cytochrome,Bacteria,2888,,392390,33206,,,
11704,1.5.3.1,FAD,Corynebacterium sp.,20,1 mol of covalently bound and 1 mol of noncovalently bound FAD per mol of enzyme,392391,16238,fad_c,C00016,FAD
11705,1.5.3.1,FAD,Bacillus sp.,20,covalent flavin is 8alpha-(s-cysteinyl)FAD attached to Cys315,392395,16238,fad_c,C00016,FAD
11706,1.5.3.1,FAD,Corynebacterium sp.,20,noncovalently bound,654459,16238,fad_c,C00016,FAD
11707,1.5.3.1,FAD,Bacillus sp.,20,"wild-type enzyme, noncovalently bound, recombinant enzyme, covalently bound",671547,16238,fad_c,C00016,FAD
11708,1.5.3.1,FAD,Corynebacterium sp.,20,,671702,16238,fad_c,C00016,FAD
