"","kingdom","phylum","class","order","family","genus","species","RevisedName"
"Methylibium petroleiphilum","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Methyloversatilis universalis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Acetobacter pasteurianus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,NA
"Helicoverpa armigera",NA,NA,NA,NA,NA,NA,NA,NA
"Penicillium janthinellum",NA,NA,NA,NA,NA,NA,NA,NA
"Pleurotus ostreatus",NA,NA,NA,NA,NA,NA,NA,NA
"Chondrus crispus","Plantae",NA,NA,NA,NA,NA,NA,NA
"Burkholderia cepacia","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Brevibacterium sterolicum",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces hygroscopicus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Streptomyces sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Schizophyllum commune",NA,NA,NA,NA,NA,NA,NA,NA
"Nocardia rhodochrous","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pimelobacter simplex",NA,NA,NA,NA,NA,NA,NA,NA
"Pleurotus laciniatocrenatus",NA,NA,NA,NA,NA,NA,NA,NA
"Hypomyces rosellus",NA,NA,NA,NA,NA,NA,NA,NA
"Fusarium fujikuroi",NA,NA,NA,NA,NA,NA,NA,NA
"Fusarium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes versicolor",NA,NA,NA,NA,NA,NA,NA,NA
"Basidiomycota","Fungi",NA,NA,NA,NA,NA,NA,NA
"Paecilomyces variotii",NA,NA,NA,NA,NA,NA,NA,NA
"Aspergillus terreus",NA,NA,NA,NA,NA,NA,NA,NA
"Pichia methanolica",NA,NA,NA,NA,NA,NA,NA,NA
"Komagataella pastoris",NA,NA,NA,NA,NA,NA,NA,NA
"Passalora fulva",NA,NA,NA,NA,NA,NA,NA,NA
"Penicillium chrysogenum",NA,NA,NA,NA,NA,NA,NA,NA
"Penicillium purpurascens",NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus retroflexus","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Bacteria","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Sphingomonas sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Aerococcus viridans","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA,NA
"Mycoplasma pneumoniae","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Brevundimonas vesicularis","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Streptomyces venezuelae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Sphingopyxis sp.","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Helix aspersa","Animalia",NA,NA,NA,NA,NA,NA,NA
"Acinetobacter calcoaceticus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Pantoea ananatis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Vibrio alginolyticus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Mycobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Komagataeibacter europaeus",NA,NA,NA,NA,NA,NA,NA,NA
"Archaeoglobus fulgidus","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Agrobacterium tumefaciens",NA,NA,NA,NA,NA,NA,NA,NA
"Flavobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Nocardia asteroides","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Zymomonas mobilis","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Agaricus bisporus",NA,NA,NA,NA,NA,NA,NA,NA
"Leucoagaricus meleagris",NA,NA,NA,NA,NA,NA,NA,NA
"Mycobacterium vaccae","Bacteria","Actinobacteria",NA,"Actinomycetales","Mycobacteriaceae","Mycobacterium",NA,NA
"Rhodopseudomonas palustris","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Methylosinus trichosporium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Cupriavidus oxalaticus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Danio rerio","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sphingopyxis macrogoltabida","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Bacillus licheniformis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Acinetobacter baylyi","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Suaeda salsa",NA,NA,NA,NA,NA,NA,NA,NA
"Embryophyta","Plantae",NA,NA,NA,NA,NA,NA,NA
"Hordeum vulgare","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Atriplex hortensis","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Suaeda liaotungensis",NA,NA,NA,NA,NA,NA,NA,NA
"Jatropha curcas","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Leymus chinensis",NA,NA,NA,NA,NA,NA,NA,NA
"Thermococcus kodakarensis","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,NA
"Synechococcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Asterionella formosa",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudocharaciopsis ovalis",NA,NA,NA,NA,NA,NA,NA,NA
"Propionibacterium freudenreichii","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Haloarcula vallismortis","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Entamoeba histolytica",NA,NA,NA,NA,NA,NA,NA,NA
"Phaseolus vulgaris","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Acutodesmus obliquus",NA,NA,NA,NA,NA,NA,NA,NA
"Galdieria sulphuraria",NA,NA,NA,NA,NA,NA,NA,NA
"Arthrospira platensis",NA,NA,NA,NA,NA,NA,NA,NA
"Salmonella enterica subsp. enterica serovar Typhimurium",NA,NA,NA,NA,NA,NA,NA,NA
"Capra hircus","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae",NA,NA,NA
"Triticum turgidum subsp. durum",NA,NA,NA,NA,NA,NA,NA,NA
"Platyrrhini",NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus aucuparia","Plantae",NA,"Magnoliopsida","Rosales","Rosaceae",NA,NA,NA
"Nocardia iowensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Comamonas sp. JS765",NA,NA,NA,NA,NA,NA,NA,NA
"Xenopus laevis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Halobacillus halophilus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Anas platyrhynchos","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Anser anser","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Tyto alba","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Moorella thermoacetica","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae",NA,NA,NA
"Populus x canadensis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Leucaena leucocephala","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Hyphomicrobium zavarzinii","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA,NA
"Geobacillus thermoleovorans","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA,NA
"Simmondsia chinensis","Plantae",NA,"Magnoliopsida","Caryophyllales",NA,NA,NA,NA
"Anabaena sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorella pyrenoidosa","Plantae",NA,NA,NA,NA,NA,NA,NA
"Anabaena cylindrica","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Anabaena variabilis","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Lithospermum erythrorhizon","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Cocos nucifera","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Daucus carota","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Streptomyces cattleya",NA,NA,NA,NA,NA,NA,NA,NA
"Prosthecochloris vibrioformis","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Acidithiobacillus ferrooxidans","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Thermoplasma acidophilum","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Aedes aegypti","Animalia",NA,NA,NA,NA,NA,NA,NA
"Saccharomycopsis fibuligera",NA,NA,NA,NA,NA,NA,NA,NA
"Aerococcus sp.","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA,NA
"Helianthus annuus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Abortiporus biennis",NA,NA,NA,NA,NA,NA,NA,NA
"Tilletia controversa",NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus spinosus","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Tyromyces palustris",NA,NA,NA,NA,NA,NA,NA,NA
"Streptococcus pneumoniae D39",NA,NA,NA,NA,NA,NA,NA,NA
"Arthrobacter globiformis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Fundulus heteroclitus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Columba livia","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Komagataeibacter xylinus",NA,NA,NA,NA,NA,NA,NA,NA
"Bison bison","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae",NA,NA,NA
"Vigna radiata","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae","Vigna","Vigna radiata",NA
"Streptomyces avermitilis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Thauera butanivorans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Methanosarcina barkeri","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Pyrobaculum aerophilum","Archaea","Crenarchaeota","Thermoprotei",NA,NA,NA,NA,NA
"Pyrococcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Methanosarcina thermophila","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Carboxydothermus hydrogenoformans","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae",NA,NA,NA
"Fibrobacter succinogenes","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Ruminobacter amylophilus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Burkholderia mallei","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Porphyromonas gingivalis","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Aquifex aeolicus",NA,NA,NA,NA,NA,NA,NA,NA
"Candida maltosa",NA,NA,NA,NA,NA,NA,NA,NA
"Neurospora sp.","Fungi",NA,NA,NA,NA,NA,NA,NA
"Clostridium oroticum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Cichorium intybus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Prochlorococcus marinus subsp. marinus str. CCMP1375",NA,NA,NA,NA,NA,NA,NA,NA
"Thermosynechococcus elongatus",NA,NA,NA,NA,NA,NA,NA,NA
"Actinoplanes auranticolor","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Actinoplanes campanulatus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Actinoplanes philippinensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Dactylosporangium thailandense","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pilimelia terevasa","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Planobispora longispora","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Planomonospora venezuelensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Spirillospora albida","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Medicago sativa","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Coprococcus sp.","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,NA
"Flavobacterium suaveolens",NA,NA,NA,NA,NA,NA,NA,NA
"Myroides odoratus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Streptomyces cinnamonensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Streptomyces collinus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Artemisia annua","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Botryococcus braunii","Plantae",NA,NA,NA,NA,NA,NA,NA
"Enterobacter cloacae","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA,NA
"Kluyveromyces lactis",NA,NA,NA,NA,NA,NA,NA,NA
"Chromatium sp.","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Madracis mirabilis",NA,NA,NA,NA,NA,NA,NA,NA
"Myrothecium verrucaria",NA,NA,NA,NA,NA,NA,NA,NA
"Beauveria bassiana",NA,NA,NA,NA,NA,NA,NA,NA
"Arthrobacter nicotianae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Catostomus commersonii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Notropis hudsonius","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Pimephales promelas","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Semotilus atromaculatus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Thalictrum minus var. hypoleucum",NA,NA,NA,NA,NA,NA,NA,NA
"Sulfolobus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Halobacterium salinarum","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Candida albicans","Fungi",NA,"Saccharomycetes","Saccharomycetales",NA,"Candida",NA,NA
"Clostridium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Rhodobacter capsulatus","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Thauera aromatica","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Thauera chlorobenzoica","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Aspergillus oryzae",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus delbrueckii subsp. bulgaricus",NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerotilus natans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Anolis carolinensis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Clostridium paraputrificum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Agrobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces phaeochromogenes","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Phormidium lapideum",NA,NA,NA,NA,NA,NA,NA,NA
"Shewanella sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Thielaviopsis paradoxa",NA,NA,NA,NA,NA,NA,NA,NA
"Pyrobaculum islandicum","Archaea","Crenarchaeota","Thermoprotei",NA,NA,NA,NA,NA
"Mytilus edulis","Animalia",NA,NA,NA,NA,NA,NA,NA
"Doryteuthis pealeii",NA,NA,NA,NA,NA,NA,NA,NA
"Salinibacter ruber","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Acanthamoeba culbertsoni",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces clavuligerus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Janthinobacterium lividum","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Brassica napus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Clostridium symbiosum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Thunnus thynnus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Tenebrio molitor","Animalia",NA,NA,NA,NA,NA,NA,NA
"Urocitellus richardsonii","Animalia","Chordata","Mammalia","Rodentia",NA,NA,NA,NA
"Haemonchus contortus",NA,NA,NA,NA,NA,NA,NA,NA
"Teladorsagia circumcincta",NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla anguilla","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Aeropyrum pernix K1",NA,NA,NA,NA,NA,NA,NA,NA
"Proteus inconstans",NA,NA,NA,NA,NA,NA,NA,NA
"Thermococcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Pyrococcus woesei","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus",NA,NA
"Mycobacterium smegmatis","Bacteria","Actinobacteria",NA,"Actinomycetales","Mycobacteriaceae","Mycobacterium",NA,NA
"Streptomyces fradiae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Lupinus angustifolius","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Chlorobium vibrioforme f. thiosulfatophilum",NA,NA,NA,NA,NA,NA,NA,NA
"Sebastes schlegelii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Bothrops moojeni","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Streptococcus oligofermentans","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA,NA
"Hebeloma sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Trigonopsis variabilis",NA,NA,NA,NA,NA,NA,NA,NA
"Arthrobacter protophormiae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Mesocricetus auratus","Animalia","Chordata","Mammalia","Rodentia",NA,NA,NA,NA
"Octopus vulgaris","Animalia",NA,NA,NA,NA,NA,NA,NA
"Phormia regina","Animalia",NA,NA,NA,NA,NA,NA,NA
"Trichoderma viride",NA,NA,NA,NA,NA,NA,NA,NA
"Gossypium hirsutum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Hydrogenobacter thermophilus","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Paracoccus pantotrophus","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Cucurbita maxima","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Setaria italica","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Lactobacillus leichmannii",NA,NA,NA,NA,NA,NA,NA,NA
"vertebrata","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Pneumocystis carinii",NA,NA,NA,NA,NA,NA,NA,NA
"Heliothis virescens","Animalia",NA,NA,NA,NA,NA,NA,NA
"Cricetulus griseus",NA,NA,NA,NA,NA,NA,NA,NA
"Cricetulus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Photobacterium phosphoreum","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Acetobacterium woodii","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Arthrobacter sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Caenorhabditis elegans","Animalia",NA,NA,NA,NA,NA,NA,NA
"Claviceps purpurea",NA,NA,NA,NA,NA,NA,NA,NA
"Arthrobacter nicotinovorans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Drosophila melanogaster","Animalia",NA,NA,NA,NA,NA,NA,NA
"Methanopyrus kandleri","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Methanothermobacter marburgensis","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Dendrobium hybrid cultivar",NA,NA,NA,NA,NA,NA,NA,NA
"Dendrobium huoshanense",NA,NA,NA,NA,NA,NA,NA,NA
"Azotobacter agilis",NA,NA,NA,NA,NA,NA,NA,NA
"Azotobacter chroococcum","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Rhodospirillum rubrum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA
"Hymenolepis diminuta",NA,NA,NA,NA,NA,NA,NA,NA
"Spodoptera eridania","Animalia",NA,NA,NA,NA,NA,NA,NA
"Helianthus tuberosus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Petunia x hybrida",NA,NA,NA,NA,NA,NA,NA,NA
"Rhizopus stolonifer",NA,NA,NA,NA,NA,NA,NA,NA
"Lodderomyces elongisporus",NA,NA,NA,NA,NA,NA,NA,NA
"Nitrobacter winogradskyi","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Didelphis sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Sclerotinia sclerotiorum",NA,NA,NA,NA,NA,NA,NA,NA
"Brevibacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Acidianus ambivalens","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae",NA,NA,NA
"Physcomitrella patens","Plantae",NA,NA,NA,NA,NA,NA,NA
"Vibrio cholerae","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"halophilic bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Thalassiosira pseudonana",NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus tricolor","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Cucurbita pepo","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Selaginella kraussiana","Plantae",NA,NA,NA,NA,NA,NA,NA
"Hebeloma cylindrosporum",NA,NA,NA,NA,NA,NA,NA,NA
"Bradyrhizobium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Artemia salina","Animalia",NA,NA,NA,NA,NA,NA,NA
"Geobacillus thermocatenulatus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA,NA
"Penicillium atrovenetum",NA,NA,NA,NA,NA,NA,NA,NA
"Methylococcus capsulatus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Nitrosomonas europaea","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Bacillus azotoformans","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Nostoc sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium perfringens","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Ananas comosus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Clostridium kluyveri","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Microbacterium luteolum","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Acanthamoeba polyphaga",NA,NA,NA,NA,NA,NA,NA,NA
"Naegleria fowleri",NA,NA,NA,NA,NA,NA,NA,NA
"Pteris ensiformis","Plantae",NA,NA,NA,NA,NA,NA,NA
"Pteris vittata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Riccia fluitans","Plantae",NA,NA,NA,NA,NA,NA,NA
"Fasciola hepatica","Animalia",NA,NA,NA,NA,NA,NA,NA
"Asparagus officinalis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Leishmania aethiopica",NA,NA,NA,NA,NA,NA,NA,NA
"Crithidia fasciculata",NA,NA,NA,NA,NA,NA,NA,NA
"Trypanosoma congolense",NA,NA,NA,NA,NA,NA,NA,NA
"Hyphomicrobium sulfonivorans","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA,NA
"Starkeya novella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Rhodotorula sp.","Fungi",NA,NA,NA,NA,NA,NA,NA
"Acidithiobacillus thiooxidans","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Cytisus scoparius","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Hedera helix","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Quercus ilex","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Penicillium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Laccaria bicolor",NA,NA,NA,NA,NA,NA,NA,NA
"Ochrobactrum anthropi","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Secale cereale","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Xanthomonas campestris","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Panax quinquefolius","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Prunus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Arenicola marina","Animalia",NA,NA,NA,NA,NA,NA,NA
"Methanothermobacter thermautotrophicum",NA,NA,NA,NA,NA,NA,NA,NA
"Desulfovibrio gigas","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Ulva intestinalis",NA,NA,NA,NA,NA,NA,NA,NA
"synthetic construct",NA,NA,NA,NA,NA,NA,NA,NA
"Bacillus sp. PS3",NA,NA,NA,NA,NA,NA,NA,NA
"Roseobacter denitrificans","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Pouteria sapota","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Bromus inermis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Bromus rubens","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Scyllarides latus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Octopus ocellatus",NA,NA,NA,NA,NA,NA,NA,NA
"Musa x paradisiaca","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Erimacrus isenbeckii","Animalia",NA,NA,NA,NA,NA,NA,NA
"Lablab purpureus","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Beta vulgaris","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Aphonopelma californicum (nomen dubium)",NA,NA,NA,NA,NA,NA,NA,NA
"Lonicera japonica","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Lactarius salmonicolor",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes villosa",NA,NA,NA,NA,NA,NA,NA,NA
"Coprinopsis cinerea",NA,NA,NA,NA,NA,NA,NA,NA
"Myceliophthora heterothallica",NA,NA,NA,NA,NA,NA,NA,NA
"Polyporus pinsitus",NA,NA,NA,NA,NA,NA,NA,NA
"Rhizoctonia solani",NA,NA,NA,NA,NA,NA,NA,NA
"Toxicodendron vernicifluum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Fomes sclerodermeus",NA,NA,NA,NA,NA,NA,NA,NA
"Coniothyrium sp.","Fungi",NA,NA,NA,NA,NA,NA,NA
"Trametes hirsuta",NA,NA,NA,NA,NA,NA,NA,NA
