,EC_number,Organism,LigandID,KI_Value,Commentary,Literature,chebiID,bigg.metabolite,KEGG_ID,Compound
14650,2.7.7.35,Euglena gracilis,183,0.11,"ADP/phosphate-exchange reaction; pH 7.8, 35°C",643246,CHEBI:52742,,C00117,D-Ribose 5-phosphate
14651,2.7.7.35,Euglena gracilis,183,0.11,"ADP/phosphate-exchange reaction; pH 7.8, 30°C","643245, 643247",CHEBI:52742,,C00117,D-Ribose 5-phosphate
14652,2.7.7.35,Euglena gracilis,255,0.41,"ADP/phosphate-exchange reaction; pH 7.8, 35°C",643246,CHEBI:18231,aso4,C01478,Arsenic acid
14653,2.7.7.35,Euglena gracilis,255,0.41,"ADP/phosphate-exchange reaction; pH 7.8, 30°C",643247,CHEBI:18231,aso4,C01478,Arsenic acid
14654,2.7.7.35,Euglena gracilis,255,0.57,"pH 7.8, 35°C; phosphorolysis",643246,CHEBI:18231,aso4,C01478,Arsenic acid
14655,2.7.7.35,Euglena gracilis,255,0.57,"pH 7.8, 30°C; phosphorolysis",643247,CHEBI:18231,aso4,C01478,Arsenic acid
14656,2.7.7.35,Euglena gracilis,30,1.0,"pH 7.8, 35°C; phosphorolysis",643246,CHEBI:16027,amp,C00020,AMP
14657,2.7.7.35,Euglena gracilis,30,1.0,"pH 7.8, 30°C; phosphorolysis",643247,CHEBI:16027,amp,C00020,AMP
14658,2.7.7.35,Euglena gracilis,4,1.3,"ADP/phosphate-exchange reaction; pH 7.8, 35°C",643246,CHEBI:15422,atp,C00002,ATP
14659,2.7.7.35,Euglena gracilis,4,1.3,"ADP/phosphate-exchange reaction; pH 7.8, 30°C",643247,CHEBI:15422,atp,C00002,ATP
14660,2.7.7.35,Euglena gracilis,30,1.5,"ADP/phosphate-exchange reaction; pH 7.8, 35°C",643246,CHEBI:16027,amp,C00020,AMP
14661,2.7.7.35,Euglena gracilis,30,1.5,"ADP/phosphate-exchange reaction; pH 7.8, 30°C",643247,CHEBI:16027,amp,C00020,AMP
14662,2.7.7.35,Euglena gracilis,4,2.9,"pH 7.8, 35°C; phosphorolysis",643246,CHEBI:15422,atp,C00002,ATP
14663,2.7.7.35,Euglena gracilis,4,2.9,"pH 7.8, 30°C; phosphorolysis",643247,CHEBI:15422,atp,C00002,ATP
14664,2.7.7.35,Euglena gracilis,183,4.0,"phosphorolysis, pH 7.8, 30°C",643245,CHEBI:52742,,C00117,D-Ribose 5-phosphate
14665,2.7.7.38,Escherichia coli,12744,0.0039,,645229,,,,
14666,2.7.7.38,Salmonella enterica subsp. enterica serovar Typhimurium,12744,0.0039,,645229,,,,
14667,2.7.7.40,Haemophilus influenzae,2,-999.0,Ki(intercept) and Ki(slope)-values,650236,,,,
14668,2.7.7.40,Staphylococcus aureus,2,-999.0,Ki(intercept) and Ki(slope)-values,650236,,,,
14669,2.7.7.41,Catharanthus roseus,212,0.24,"pH 7.2, 37°C",643307,CHEBI:17239,cdp,C00112,CDP
14670,2.7.7.41,Escherichia coli,60,0.48,"pH 7, 37°C",643314,CHEBI:37563,ctp,,
14671,2.7.7.41,Escherichia coli,60,0.59,"pH 7.4, 30°C",643308,CHEBI:37563,ctp,,
14672,2.7.7.41,Escherichia coli,179,0.75,"pH 7, 37°C",643314,CHEBI:16311,dctp,C00458,dCTP
14673,2.7.7.41,Bacillus subtilis,17,0.75,"pH 7.5, 25°C",643306,CHEBI:29888,ppi,C00013,Diphosphate
14674,2.7.7.41,Catharanthus roseus,17,1.5,"pH 7.2, 37°C",643307,CHEBI:29888,ppi,C00013,Diphosphate
14675,2.7.7.41,Bacillus subtilis,100,5.6,"pH 7.5, 25°C",643306,CHEBI:17361,cmp,C00055,CMP
14676,2.7.7.42,Escherichia coli,5016,0.0008,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0005 mM signal transduction protein PII-UMP, 50 mM glutamine, 0.00005 mM ATase",672243,,,,
14677,2.7.7.42,Escherichia coli,5016,0.0012,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0004 mM signal transduction protein PII-UMP, 50 mM glutamine, 0.00015 mM ATase",672243,,,,
14678,2.7.7.42,Escherichia coli,5016,0.004,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0005 mM signal transduction protein PII-UMP, 0.00005 mM ATase",672243,,,,
14679,2.7.7.42,Escherichia coli,5016,0.008,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0004 mM signal transduction protein PII-UMP, 0.00004 mM ATase",672243,,,,
14680,2.7.7.42,Escherichia coli,5016,0.01,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0001 mM signal transduction protein PII-UMP, 0.0001 mM ATase",672243,,,,
14681,2.7.7.42,Escherichia coli,5016,0.08,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.01 mM signal transduction protein PII-UMP, 0.00002 mM ATase",672243,,,,
14682,2.7.7.42,Escherichia coli,5016,5.0,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0004 mM signal transduction protein PII-UMP, 0.01 mM signal transduction protein PII, 0.0002 mM ATase",672243,,,,
14683,2.7.7.42,Escherichia coli,5016,9.0,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0005 mM signal transduction protein PII-UMP, 0.001 mM signal transduction protein PII, 0.00005 mM ATase",672243,,,,
14684,2.7.7.42,Escherichia coli,5016,23.0,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.0004 mM signal transduction protein PII-UMP, 0.00005 mM ATase",672243,,,,
14685,2.7.7.42,Escherichia coli,5016,90.0,"inhibition of adenylyl-removing activity by signal transduction protein PII, 1 mM alpha-ketoglutarate, 0.01 mM signal transduction protein PII-UMP, 0.0001 mM ATase",672243,,,,
14686,2.7.7.43,Mannheimia haemolytica,2,-999.0,,645272,,,,
14687,2.7.7.43,Pelophylax esculentus,100,0.5,"pH 9.0, 37°C",645263,CHEBI:17361,cmp,C00055,CMP
14688,2.7.7.46,Escherichia coli,3683,0.01,"pH 9.0, 25°C",645286,,,,
14689,2.7.7.46,Escherichia coli,7518,0.011,"pH 9.0, 25°C",645286,,,,
14690,2.7.7.46,Escherichia coli,116079,0.027,"pH 9.0, 25°C",645286,,,,
14691,2.7.7.46,Escherichia coli,116078,0.047,"pH 9.0, 25°C",645286,,,,
14692,2.7.7.46,Escherichia coli,98495,0.145,"pH 9.0, 25°C",645286,,,,
14693,2.7.7.46,Escherichia coli,3365,0.154,,645290,CHEBI:9169,,C00494,Sisomicin
14694,2.7.7.46,Escherichia coli,98494,0.404,"pH 9.0, 25°C",645286,,,,
14695,2.7.7.46,Escherichia coli,108,0.864,"pH 9.0, 25°C",645286,CHEBI:30617,,,
14696,2.7.7.46,Escherichia coli,52554,1.84,,645290,,,,
14697,2.7.7.46,Escherichia coli,2604,5.12,,645290,,,,
14698,2.7.7.47,Serratia marcescens,789,0.004,"dead-end inhibition of ANT(3'')-Ii domain, substrate 0.02 mM spectinomycin, competitive inhibition",672194,CHEBI:17630,,C01822,Kanamycin A
14699,2.7.7.47,Serratia marcescens,789,0.01,"Kii = 0.01 mM, dead-end inhibition of ANT(3'')-Ii domain, substrate 0.1 mM ATP, uncompetitive inhibition",672194,CHEBI:17630,,C01822,Kanamycin A
14700,2.7.7.47,Serratia marcescens,36435,0.017,"dead-end inhibition of ANT(3'')-Ii domain, substrate 0.1 mM ATP, competitive inhibition",672194,CHEBI:35056,,C13740,"alpha,beta-Methylene ATP"
14701,2.7.7.47,Serratia marcescens,36435,0.021,"dead-end inhibition of ANT(3'')-Ii domain, substrate 0.02 mM spectinomycin, Kii = 0.031 mM, noncompetitive/mixed inhibition",672194,CHEBI:35056,,C13740,"alpha,beta-Methylene ATP"
14702,2.7.7.47,Serratia marcescens,36436,0.076,"Kii = 0.089, product inhibition of ANT(3'')-Ii domain, substrate 0.02 mM spectinomycin, noncompetitive/mixed inhibition",672194,,,,
14703,2.7.7.47,Serratia marcescens,36436,0.093,"product inhibition of ANT(3'')-Ii domain, substrate 0.1 mM ATP, competitive inhibition",672194,,,,
14704,2.7.7.48,Foot-and-mouth disease virus,2,-999.0,"kinetics of inhibition of VPg uridylylation, overview",705122,,,,
14705,2.7.7.48,Hepatitis C virus,8676,1.6e-05,clinical isolate GT-1a,701728,,,,
14706,2.7.7.48,Hepatitis C virus,8676,1.7e-05,clinical isolate GT-1b,701728,,,,
14707,2.7.7.48,Foot-and-mouth disease virus,36438,1.8e-05,,677095,,,,
14708,2.7.7.48,Foot-and-mouth disease virus,36437,2.1e-05,,677095,,,,
14709,2.7.7.48,Hepatitis C virus,12066,3.4e-05,clinical isolate GT-1a,701728,,,,
14710,2.7.7.48,Hepatitis C virus,12066,4e-05,clinical isolate GT-1b,701728,,,,
14711,2.7.7.48,Hepatitis C virus,12066,4.4e-05,mutant S282T,701728,,,,
14712,2.7.7.48,Hepatitis C virus,38238,5.9e-05,"wild type enzyme, with 5 mM MgCl2, and 2 mM dithiothreitol in 50 mM HEPES buffer, pH 7.5",690468,,,,
14713,2.7.7.48,Foot-and-mouth disease virus,36439,7.5e-05,,677095,,,,
14714,2.7.7.48,Hepatitis C virus,72180,0.00022,"mutant enzyme S282T, with 5 mM MgCl2, and 2 mM dithiothreitol in 50 mM HEPES buffer, pH 7.5",690468,,,,
14715,2.7.7.48,Hepatitis C virus,38238,0.00031,"mutant enzyme S282T, with 5 mM MgCl2, and 2 mM dithiothreitol in 50 mM HEPES buffer, pH 7.5",690468,,,,
14716,2.7.7.48,Hepatitis C virus,72180,0.00042,"wild type enzyme, with 5 mM MgCl2, and 2 mM dithiothreitol in 50 mM HEPES buffer, pH 7.5",690468,,,,
14717,2.7.7.48,Hepatitis C virus,8676,0.00058,mutant S282T,701728,,,,
14718,2.7.7.48,Enterobacteria phage Qbeta,53,0.1,30°C,643378,CHEBI:17552,gdp,C00035,GDP
14719,2.7.7.48,Hepatitis C virus,4668,0.23,,643384,,,,
14720,2.7.7.48,Enterobacteria phage Qbeta,3703,0.25,30°C,643378,CHEBI:17633,ppgpp,C01228,"Guanosine 3',5'-bis(diphosphate)"
14721,2.7.7.49,Human immunodeficiency virus 1,2,-999.0,"inhibition kinetic analysis of 2-deoxyadenosine 5-triphosphate compounds with wild-type and mutant K65R enzymes, overview",721815,,,,
14722,2.7.7.49,Human immunodeficiency virus 1,7109,2.9e-06,"pH 8.0, 37°C, reaction with poly(rA)*oligo(dT)20, group O enzyme",643448,,,,
14723,2.7.7.49,Human immunodeficiency virus 1,5739,5.9e-06,"pH 8.0, 37°C, reaction with poly(rA)*oligo(dT)20, group O enzyme",643448,CHEBI:41846,,,
14724,2.7.7.49,Human immunodeficiency virus 1,7109,6.3e-06,"pH 8.0, 37°C, reaction with poly(rA)*oligo(dT)20, group M enzyme",643448,,,,
14725,2.7.7.49,Human immunodeficiency virus 1,5739,1.4e-05,"pH 8.0, 37°C, reaction with poly(rA)*oligo(dT)20, group M enzyme",643448,CHEBI:41846,,,
14726,2.7.7.49,Rauscher murine leukemia virus,7109,0.0018,"pH 8.5, 37°C",643440,,,,
14727,2.7.7.49,mouse mammary tumor virus,7109,0.0085,"pH 7.5, 37°C",643425,,,,
14728,2.7.7.49,Rauscher murine leukemia virus,7975,0.0093,"pH 8.5, 37°C",643440,CHEBI:41846,,,
14729,2.7.7.49,Rauscher murine leukemia virus,51252,0.0163,"pH 8.5, 37°C",643440,,,,
14730,2.7.7.49,mouse mammary tumor virus,7975,0.034,"pH 7.5, 37°C",643425,CHEBI:41846,,,
14731,2.7.7.49,Rauscher murine leukemia virus,7109,0.042,,643427,,,,
14732,2.7.7.49,mouse mammary tumor virus,112260,0.054,"pH 7.5, 37°C",643425,,,,
14733,2.7.7.50,Paramecium bursaria Chlorella virus 1,2,-999.0,"inhibition kinetic analysis of both steps of forward and reverse reactions, overview",690946,,,,
14734,2.7.7.50,Dengue virus,15340,0.0015,"37°C, pH not specified in the publication",723074,,,,
14735,2.7.7.50,Dengue virus,15342,0.0029,"37°C, pH not specified in the publication",723074,,,,
14736,2.7.7.50,Dengue virus,15341,0.004,"37°C, pH not specified in the publication",723074,,,,
14737,2.7.7.50,Yellow fever virus,15342,0.0044,"37°C, pH not specified in the publication",723074,,,,
14738,2.7.7.50,Yellow fever virus,15340,0.0046,"37°C, pH not specified in the publication",723074,,,,
14739,2.7.7.50,Dengue virus,15343,0.0075,"37°C, pH not specified in the publication",723074,,,,
14740,2.7.7.50,Yellow fever virus,15341,0.0077,"37°C, pH not specified in the publication",723074,,,,
14741,2.7.7.50,Yellow fever virus,15345,0.009,"37°C, pH not specified in the publication",723074,,,,
14742,2.7.7.50,Yellow fever virus,15343,0.0095,"37°C, pH not specified in the publication",723074,,,,
14743,2.7.7.50,Dengue virus,15345,0.0098,"37°C, pH not specified in the publication",723074,,,,
14744,2.7.7.50,Dengue virus,15344,0.0099,"37°C, pH not specified in the publication",723074,,,,
14745,2.7.7.50,Yellow fever virus,15344,0.016,"37°C, pH not specified in the publication",723074,,,,
14746,2.7.7.53,Saccharomyces cerevisiae,2,-999.0,,246767,,,,
14747,2.7.7.53,Acanthamoeba castellanii,51861,0.008,"pH 8.0, 30°C",289064,,,,
14748,2.7.7.53,Acanthamoeba castellanii,51858,0.014,"pH 8.0, 30°C",289064,,,,
14749,2.7.7.58,Escherichia coli,62687,9e-06,"product analog inhibitor, competitive inhibitor, result indicates that the catecholic 2-OH group is critical for tight binding",672599,,,,
14750,2.7.7.58,Escherichia coli,62688,3.7e-05,"product analog inhibitor, competitive inhibitor",672599,,,,
14751,2.7.7.58,Escherichia coli,62689,0.013,"product analog inhibitor, competitive inhibitor",672599,,,,
14752,2.7.7.58,Escherichia coli,62690,1.0,value above 1,672599,,,,
14753,2.7.7.60,Escherichia coli,60,19.6,"wild type enzyme, pH 6.5, 23°C",661089,CHEBI:37563,ctp,,
14754,2.7.7.65,Komagataeibacter xylinus,36917,0.005,"pH 7.5, 30°C",682338,,,,
14755,2.7.7.65,Komagataeibacter xylinus,21995,0.07,"pH 7.5, 30°C",682338,,,,
14756,2.7.7.84,Homo sapiens,2,-999.0,inhibition kinetics with Zn2+,722256,,,,
14757,2.7.8.7,Bacillus subtilis,5071,0.00042,"in the presence of 0.0025 mM CoA, in 100 mM Tris-HCl, pH 7.8, at 30°C",721530,,,,
14758,2.7.8.7,Bacillus subtilis,5071,0.00053,"in the presence of 0.01 mM CoA, in 100 mM Tris-HCl, pH 7.8, at 30°C",721530,,,,
14759,2.7.8.7,Escherichia coli,22286,0.0006,"pH 7.0, 37°C, E. coli ACP",645401,CHEBI:16139,apoACP,C03688,Apo-[acyl-carrier-protein]
14760,2.7.8.7,Escherichia coli,1664,0.002,"pH 7.0, 37°C, E. coli ACP",645401,CHEBI:16139,apoACP,C03688,Apo-[acyl-carrier-protein]
14761,2.7.8.7,Pseudomonas aeruginosa,5071,0.0024,"in the presence of 0.0025 mM CoA, in 100 mM Tris-HCl, pH 7.8, at 30°C",721530,,,,
14762,2.7.8.7,Pseudomonas aeruginosa,5071,0.003,"in the presence of 0.01 mM CoA, in 100 mM Tris-HCl, pH 7.8, at 30°C",721530,,,,
14763,2.7.8.7,Pseudomonas putida,5071,0.003,"in the presence of 0.0025 mM CoA, in 100 mM Tris-HCl, pH 7.8, at 30°C",721530,,,,
14764,2.7.8.7,Pseudomonas putida,5071,0.0052,"in the presence of 0.01 mM CoA, in 100 mM Tris-HCl, pH 7.8, at 30°C",721530,,,,
14765,2.7.8.7,Streptomyces pneumoniae,5901,0.006,"pH 7.0, 37°C",645408,CHEBI:17985,pap,C00054,"Adenosine 3',5'-bisphosphate"
14766,2.7.8.7,Escherichia coli,22285,0.054,"pH 7.0, 37°C, E. coli ACP",645401,,,,
14767,2.7.8.11,Cavia porcellus,30,0.04,"pH 8.3, 37°C",210005,CHEBI:16027,amp,C00020,AMP
14768,2.7.8.11,Homo sapiens,17,0.2,"pH 9.0, 37°C",645311,CHEBI:29888,ppi,C00013,Diphosphate
14769,2.7.8.11,Homo sapiens,17,0.2,,645316,CHEBI:29888,ppi,C00013,Diphosphate
14770,2.7.8.11,Homo sapiens,218,0.6,"pH 9.0, 37°C",645311,CHEBI:3312,,C08130,Calcium chloride anhydrous
14771,2.7.8.11,Homo sapiens,16,0.6,"pH 9.0, 37°C",645311,CHEBI:26078,pi,C00009,Orthophosphate
14772,2.7.8.11,Homo sapiens,16,0.8,,"645311, 645316",CHEBI:26078,pi,C00009,Orthophosphate
14773,2.7.8.11,Homo sapiens,4,1.4,"pH 9.0, 37°C",645311,CHEBI:15422,atp,C00002,ATP
14774,2.7.8.11,Homo sapiens,523,1.4,"pH 9.0, 37°C",645311,CHEBI:37568,dttp,,
14775,2.7.8.11,Homo sapiens,65,1.4,"pH 9.0, 37°C",645311,CHEBI:15713,utp,C00075,UTP
14776,2.7.8.11,Homo sapiens,37,1.6,"pH 9.0, 37°C",645311,CHEBI:15996,gtp,C00044,GTP
14777,2.7.8.11,Homo sapiens,60,1.8,"pH 9.0, 37°C",645311,CHEBI:37563,ctp,,
14778,2.7.8.11,Homo sapiens,271,2.0,"pH 9.0, 37°C",645311,CHEBI:49976,,,
14779,2.7.8.11,Homo sapiens,26,3.8,"pH 9.0, 37°C",645311,CHEBI:17659,udp,C00015,UDP
14780,2.7.8.11,Homo sapiens,212,4.0,"pH 9.0, 37°C",645311,CHEBI:17239,cdp,C00112,CDP
14781,2.7.8.11,Homo sapiens,13,4.1,"pH 9.0, 37°C",645311,CHEBI:16761,adp,C00008,ADP
14782,2.7.8.13,Escherichia coli,33507,3.6e-05,"pH 7.5, 30°C",645340,,,,
14783,2.7.8.17,Bos taurus,186,0.733,pH 7.6,645378,CHEBI:46229,udpg,C00029,UDP-glucose
14784,2.7.9.1,Zea mays,2,-999.0,inhibition kinetics for unguinol on PPDK,671485,,,,
14785,2.7.9.1,Giardia intestinalis,185,0.001,"pH 7, 30ºC, less than 0.001 mM",645459,CHEBI:16995,oxa,C00209,Oxalate
14786,2.7.9.1,Clostridium symbiosum,185,0.025,"pH 7.5, 25ºC",645440,CHEBI:16995,oxa,C00209,Oxalate
14787,2.7.9.1,Zea mays,4,0.036,"pH 8, 22ºC",645445,CHEBI:15422,atp,C00002,ATP
14788,2.7.9.1,Clostridium symbiosum,33320,0.07,"pH 6.8, 25ºC",645463,,,,
14789,2.7.9.1,Thermoproteus tenax,4,0.07,"55°C, AMP saturation kinetics with ATP concentration of 50-200 micromol",676065,CHEBI:15422,atp,C00002,ATP
14790,2.7.9.1,Zea mays,30,0.13,"pH 8.1, 25ºC, phosphoenolpyruvate formation",645438,CHEBI:16027,amp,C00020,AMP
14791,2.7.9.1,Entamoeba histolytica,4,0.14,"with phosphoenolpyruvate as varied substrate, Ki(slope)",662312,CHEBI:15422,atp,C00002,ATP
14792,2.7.9.1,Zea mays,51,0.15,"pH 8.1, 25ºC, phosphoenolpyruvate formation",645438,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
14793,2.7.9.1,Komagataeibacter xylinus,30,0.2,"pH 8.2, 30ºC, phosphoenolpyruvate formation",645426,CHEBI:16027,amp,C00020,AMP
14794,2.7.9.1,Komagataeibacter xylinus,4,0.22,"pH 6.5, 30ºC, pyruvate formation",645426,CHEBI:15422,atp,C00002,ATP
14795,2.7.9.1,Clostridium symbiosum,33346,0.31,"pH 6.8, 25ºC",645463,,,,
14796,2.7.9.1,Clostridium symbiosum,122,0.32,"pH 6.8, 25ºC",645463,CHEBI:16335,adn,C00212,Adenosine
14797,2.7.9.1,Acetobacter aceti,30,0.32,"pH 8, 30ºC, phosphoenolpyruvate formation",645437,CHEBI:16027,amp,C00020,AMP
14798,2.7.9.1,Zea mays,17,0.32,"pH 8.1, 25ºC, phosphoenolpyruvate formation",645438,CHEBI:29888,ppi,C00013,Diphosphate
14799,2.7.9.1,Acetobacter aceti,17,0.36,"pH 8, 30ºC, phosphoenolpyruvate formation",645437,CHEBI:29888,ppi,C00013,Diphosphate
14800,2.7.9.1,Entamoeba histolytica,31,0.4,"with diphosphate as varied substrate, Ki(intercept)",662312,CHEBI:32816,pyr,C00022,Pyruvate
14801,2.7.9.1,Entamoeba histolytica,4,0.45,withAMP as varied substrate,662312,CHEBI:15422,atp,C00002,ATP
14802,2.7.9.1,Giardia intestinalis,17,0.55,"pH 7, 30ºC",645459,CHEBI:29888,ppi,C00013,Diphosphate
14803,2.7.9.1,Acetobacter aceti,4,0.6,"pH 7.1, 30ºC, pyruvate formation",645437,CHEBI:15422,atp,C00002,ATP
14804,2.7.9.1,Acetobacter aceti,31,0.76,"pH 7.1, 30ºC, pyruvate formation",645437,CHEBI:32816,pyr,C00022,Pyruvate
14805,2.7.9.1,Entamoeba histolytica,52935,1.2,"pH 6.3, 25ºC",645458,,,,
14806,2.7.9.1,Acetobacter aceti,51,2.0,"pH 8, 30ºC, phosphoenolpyruvate formation",645437,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
14807,2.7.9.1,Entamoeba histolytica,31,2.3,"with diphosphate as varied substrate, Ki(slope)",662312,CHEBI:32816,pyr,C00022,Pyruvate
14808,2.7.9.1,Entamoeba histolytica,52937,4.3,"pH 6.3, 25ºC",645458,,,,
14809,2.7.9.1,Entamoeba histolytica,4,5.1,"with diphosphate as varied substrate, Ki(slope)",662312,CHEBI:15422,atp,C00002,ATP
14810,2.7.9.1,Acetobacter aceti,16,6.0,"pH 7.1, 30ºC, pyruvate formation",645437,CHEBI:26078,pi,C00009,Orthophosphate
14811,2.7.9.1,Entamoeba histolytica,16,7.2,with phosphoenolpyruvate as varied substrate,662312,CHEBI:26078,pi,C00009,Orthophosphate
14812,2.7.9.1,Clostridium symbiosum,162,8.7,"pH 6.8, 25ºC",645463,CHEBI:17345,gmp,C00144,GMP
14813,2.7.9.1,Entamoeba histolytica,52936,11.0,"pH 6.3, 25ºC",645458,,,,
14814,2.7.9.1,Entamoeba histolytica,4,15.0,"with diphosphate as varied substrate, Ki(intercept)",662312,CHEBI:15422,atp,C00002,ATP
14815,2.7.9.1,Entamoeba histolytica,4,17.0,"with phosphoenolpyruvate as varied substrate, Ki(intercept)",662312,CHEBI:15422,atp,C00002,ATP
14816,2.7.9.1,Entamoeba histolytica,31,22.6,with AMP as varied substrate,662312,CHEBI:32816,pyr,C00022,Pyruvate
14817,2.7.9.1,Entamoeba histolytica,16,23.0,"with diphosphate as varied substrate, Ki(slope)",662312,CHEBI:26078,pi,C00009,Orthophosphate
14818,2.7.9.1,Entamoeba histolytica,16,44.0,"with AMP as varied substrate, Ki(slope)",662312,CHEBI:26078,pi,C00009,Orthophosphate
14819,2.7.9.1,Entamoeba histolytica,16,46.0,"with diphosphate as varied substrate, Ki(intercept)",662312,CHEBI:26078,pi,C00009,Orthophosphate
14820,2.7.9.1,Entamoeba histolytica,16,88.0,"with AMP as varied substrate, Ki(intercept)",662312,CHEBI:26078,pi,C00009,Orthophosphate
14821,2.7.9.2,Escherichia coli,43481,0.0021,pH 6.8,645469,CHEBI:40730,,,
14822,2.7.9.2,Thermoproteus tenax,30,0.5,"in 100 mM Tris/HCl, pH 7.0, in the presence of 20 mM beta-mercaptoethanol, 6 mM pyruvate, 10 mM ATP and 10 mM MgCl2, at 70°C",676065,CHEBI:16027,amp,C00020,AMP
14823,2.7.9.2,Thermoproteus tenax,34,0.6,"in 100 mM Tris/HCl, pH 7.0, in the presence of 20 mM beta-mercaptoethanol, 6 mM pyruvate, 10 mM ATP and 10 mM MgCl2, at 70°C",676065,CHEBI:30915,akg,C00026,2-Oxoglutarate
14824,2.7.9.2,Thermoproteus tenax,13,2.6,"in 100 mM Tris/HCl, pH 7.0, in the presence of 20 mM beta-mercaptoethanol, 6 mM pyruvate, 10 mM ATP and 10 mM MgCl2, at 70°C",676065,CHEBI:16761,adp,C00008,ADP
14825,2.7.9.3,Escherichia coli,30,0.17,"pH 7.2, 37°C",645479,CHEBI:16027,amp,C00020,AMP
14826,2.7.9.3,Escherichia coli,4776,0.95,"pH 7.2, 37°C",645485,,,,
14827,2.7.10.1,Homo sapiens,2,-999.0,,661031,,,,
14828,2.7.10.1,Homo sapiens,38132,2.7e-06,inhibition versus erbB2 kinase,691267,,,,
14829,2.7.10.1,Homo sapiens,6877,3.3e-06,deletion mutant enzyme DELTA746-750,672910,CHEBI:114785,,,
14830,2.7.10.1,Homo sapiens,6877,6.25e-06,mutant enzyme L858R,672910,CHEBI:114785,,,
14831,2.7.10.1,Homo sapiens,6877,1.75e-05,wild type enzyme,672910,CHEBI:114785,,,
14832,2.7.10.1,Homo sapiens,6877,4.87e-05,mutant enzyme L861Q,672910,CHEBI:114785,,,
14833,2.7.10.2,Rattus norvegicus,2,-999.0,,661458,,,,
14834,2.7.10.2,Homo sapiens,2,-999.0,substrate inhibition kinetics and analysis,674905,,,,
14835,2.7.10.2,Homo sapiens,69844,4e-06,,691312,,,,
14836,2.7.10.2,Homo sapiens,70319,8e-06,,691312,,,,
14837,2.7.10.2,Homo sapiens,70078,9e-06,,691312,,,,
14838,2.7.10.2,Homo sapiens,69843,1e-05,,691312,,,,
14839,2.7.10.2,Homo sapiens,69931,1e-05,,691312,,,,
14840,2.7.10.2,Homo sapiens,2314,1.3e-05,,691262,CHEBI:45783,,,
14841,2.7.10.2,Homo sapiens,70318,1.4e-05,,691312,,,,
14842,2.7.10.2,Homo sapiens,70084,2.2e-05,,691312,,,,
14843,2.7.10.2,Homo sapiens,70321,2.3e-05,,691312,,,,
14844,2.7.10.2,Homo sapiens,70363,2.3e-05,,691312,,,,
14845,2.7.10.2,Homo sapiens,70125,2.6e-05,,691312,,,,
14846,2.7.10.2,Homo sapiens,70362,2.8e-05,,691312,,,,
14847,2.7.10.2,Homo sapiens,70048,3.2e-05,,691312,,,,
14848,2.7.10.2,Homo sapiens,69930,3.3e-05,,691312,,,,
14849,2.7.10.2,Homo sapiens,70115,4.4e-05,,691312,,,,
14850,2.7.10.2,Homo sapiens,38085,4.4e-05,,691262,,,,
14851,2.7.10.2,Homo sapiens,38099,4.7e-05,,691262,,,,
14852,2.7.10.2,Homo sapiens,70093,5e-05,,691312,,,,
14853,2.7.10.2,Homo sapiens,70320,5.6e-05,,691312,,,,
14854,2.7.10.2,Homo sapiens,38080,6.4e-05,,691262,,,,
14855,2.7.10.2,Homo sapiens,18760,7e-05,,691262,,,,
14856,2.7.10.2,Homo sapiens,38079,7.3e-05,,691262,,,,
14857,2.7.10.2,Homo sapiens,70328,8.2e-05,,691312,,,,
14858,2.7.10.2,Homo sapiens,38055,8.3e-05,,691262,,,,
14859,2.7.10.2,Homo sapiens,38100,8.9e-05,,691262,,,,
14860,2.7.10.2,Homo sapiens,38083,9.2e-05,,691262,,,,
14861,2.7.10.2,Homo sapiens,38081,0.000104,,691262,,,,
14862,2.7.10.2,Homo sapiens,70364,0.00011,,691312,,,,
14863,2.7.10.2,Homo sapiens,38083,0.000165,,691262,,,,
14864,2.7.10.2,Homo sapiens,38084,0.000167,,691262,,,,
14865,2.7.10.2,Homo sapiens,38051,0.000169,,691262,,,,
14866,2.7.10.2,Homo sapiens,38087,0.00017,,691262,,,,
14867,2.7.10.2,Homo sapiens,38082,0.000189,,691262,,,,
14868,2.7.10.2,Homo sapiens,38079,0.000195,,691262,,,,
14869,2.7.10.2,Homo sapiens,38086,0.000195,,691262,,,,
14870,2.7.10.2,Homo sapiens,38082,0.000199,,691262,,,,
14871,2.7.10.2,Homo sapiens,38081,0.0002,,691262,,,,
14872,2.7.10.2,Homo sapiens,70077,0.00021,,691312,,,,
