Commentary,EC_number,KEGG_ID,KI_Value,LigandID,Literature,Mechanism,Mode,Name,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
,3.6.3.12,C00076,,15,289109,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,kabcpp
,3.6.3.12,C01330,,59,289114,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,kabcpp
,3.6.3.14,C00008,,13,685315,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,atps4rpp
,3.6.3.14,C00076,,15,210238,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,atps4rpp
location and properties of diphosphate-binding sites,3.6.3.14,C00013,,17,210230,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,atps4rpp
,3.6.3.14,C00703,,33,210238,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,atps4rpp
,3.6.3.14,C00009,,16,210238,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,atps4rpp
substrate inhibition,3.6.3.16,C00002,,4,654492,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,aso3t8pp
98.5% inhibition at 10 mM,3.6.3.20,C00018,,32,718976,,-,Pyridoxal phosphate,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,glyc3pabcpp
inhibits ATPase activity of Pot A,3.6.3.31,C00315,,148,210313,,-,Spermidine,Escherichia coli,BRENDA,spmd,CHEBI:16610,ptrcabcpp
"non competitive to ATP, acting as a feedback inhibitor of the spermidine transport",3.6.3.31,C00315,,148,656055,,-,Spermidine,Escherichia coli,BRENDA,spmd,CHEBI:16610,ptrcabcpp
,4.1.1.8,C00024,,92190,714955,,-,Acetyl-CoA,Escherichia coli,BRENDA,accoa,CHEBI:15351,oxcdc
,4.1.1.8,C00010,,534,714955,,-,CoA,Escherichia coli,BRENDA,coa,CHEBI:15346,oxcdc
,4.1.1.15,C01413,,52,3992,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,asp1dc
,4.1.1.15,,,19,3992,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,asp1dc
,4.1.1.15,C14818,,25,3992,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,asp1dc
,4.1.1.15,C00703,,33,3992,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,asp1dc
weak,4.1.1.15,C00038,,14,3992,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,asp1dc
,4.1.1.18,C00035,,53,714832,,-,GDP,Escherichia coli,BRENDA,gdp,CHEBI:17552,lysdc
,4.1.1.18,C00044,,37,714832,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,lysdc
addition of ppGpp at low salt concentrations (25-135 mM NaCl depending on the buffer) results in a dramatic inhibition of LdcI activity of about 10fold at pH values higher than 5.0,4.1.1.18,C01228,,3703,714832,,-,"Guanosine 3',5'-bis(diphosphate)",Escherichia coli,BRENDA,ppgpp,CHEBI:17633,lysdc
LdcI activity is strongly inhibited by the binding of ppGpp. The RavA-LdcI interaction reduces the inhibition of LdcI activity by ppGpp in vitro as well as in vivo,4.1.1.18,C01228,,3703,716768,,-,"Guanosine 3',5'-bis(diphosphate)",Escherichia coli,BRENDA,ppgpp,CHEBI:17633,lysdc
inhibits LdcI only at pH values higher than 6.5,4.1.1.18,C04494,,33572,714832,,-,Guanosine 3'-diphosphate 5'-triphosphate,Escherichia coli,BRENDA,gdptp,CHEBI:16690,lysdc
,4.1.1.19,,,75,4090,,-,,Escherichia coli,BRENDA,ag,CHEBI:49468,argdc
,4.1.1.19,C00179,,505,"4085, 4086",,-,Agmatine,Escherichia coli,BRENDA,agm,CHEBI:17431,argdc
L-citrulline,4.1.1.19,,,1464,4085,,-,,Escherichia coli,BRENDA,citr__l,CHEBI:18211,argdc
,4.1.1.19,,,1464,4086,,-,,Escherichia coli,BRENDA,citr__l,CHEBI:18211,argdc
,4.1.1.19,C00062,,100782,4086,,-,L-Arginine,Escherichia coli,BRENDA,arg__l,CHEBI:16467,argdc
,4.1.1.19,C00047,,502,"4085, 4086",,-,L-Lysine,Escherichia coli,BRENDA,lys__l,CHEBI:18019,argdc
L-Orn,4.1.1.19,C00077,,3657,"4085, 4086",,-,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,argdc
,4.1.1.19,C00250,,608,4086,,-,Pyridoxal,Escherichia coli,BRENDA,pydx,CHEBI:17310,argdc
,4.1.1.19,C00315,,148,"4085, 4086",,-,Spermidine,Escherichia coli,BRENDA,spmd,CHEBI:16610,argdc
,4.1.1.19,,,116,"4085, 4086",,-,,Escherichia coli,BRENDA,urea,CHEBI:32285,argdc
,4.1.1.20,,,99797,4110,,-,,Escherichia coli,BRENDA,23dappa,CHEBI:58468,dapdc
,4.1.1.20,C00025,,3205,4110,,-,L-Glutamate,Escherichia coli,BRENDA,glu__l,CHEBI:16015,dapdc
,4.1.1.20,C00047,,134,4110,,-,L-Lysine,Escherichia coli,BRENDA,lys__l,CHEBI:18019,dapdc
reversed by diaminoheptanedioate addition,4.1.1.20,C00047,,134,4127,,-,L-Lysine,Escherichia coli,BRENDA,lys__l,CHEBI:18019,dapdc
weak inhibitor,4.1.1.23,C00105,,133,649973,,-,UMP,Escherichia coli,BRENDA,ump,CHEBI:16695,ompdc
,4.1.1.23,C00655,,6701,694055,,-,Xanthosine 5'-phosphate,Escherichia coli,BRENDA,xmp,CHEBI:15652,ompdc
,4.1.1.31,C00049,,304,"4308, 4311, 657356",,-,L-Aspartate,Escherichia coli,BRENDA,asp__l,CHEBI:17053,ppc
,4.1.1.31,,,131,4311,,-,,Escherichia coli,BRENDA,cit,CHEBI:76049,ppc
,4.1.1.31,,,553,4311,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,ppc
,4.1.1.31,C00122,,170,4311,,-,Fumarate,Escherichia coli,BRENDA,fum,CHEBI:18012,ppc
,4.1.1.31,C00042,,58,4311,,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,ppc
,4.1.1.36,C00250,,608,4415,,-,Pyridoxal,Escherichia coli,BRENDA,pydx,CHEBI:17310,ppcdc
,4.1.1.36,C00018,,32,4415,,-,Pyridoxal phosphate,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,ppcdc
the presence of 9.6 mM ATP decreases 3folds the catalytic efficiency of the enzyme,4.1.1.49,C00002,,4,727382,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,ppck
,4.1.1.49,C00354,,106,649304,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,ppck
,4.1.1.49,C00085,,87,649304,,-,D-Fructose 6-phosphate,Escherichia coli,BRENDA,f6p,CHEBI:61553,ppck
,4.1.1.49,C00111,,278,649304,,-,Glycerone phosphate,Escherichia coli,BRENDA,dhap,CHEBI:16108,ppck
,4.1.1.49,C00597,,2742,649304,,-,Glycerate 3-phosphate,Escherichia coli,BRENDA,3pg,CHEBI:17050,ppck
,4.1.1.49,C00305,,6,649304,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,ppck
,4.1.1.49,C00004,,8,4621,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,ppck
competitive inhibitor,4.1.1.49,C00209,,185,650420,,-,Oxalate,Escherichia coli,BRENDA,oxa,CHEBI:16995,ppck
,4.1.1.50,C01137,,7304,4668,,-,S-Adenosylmethioninamine,Escherichia coli,BRENDA,ametam,CHEBI:15625,admdc
competitive with respect to S-adenosylmethionine,4.1.1.50,C01137,,7304,4672,,-,S-Adenosylmethioninamine,Escherichia coli,BRENDA,ametam,CHEBI:15625,admdc
,4.1.1.50,C01326,,159,"4680, 4681",,-,Hydrogen cyanide,Escherichia coli,BRENDA,cyan,CHEBI:18407,admdc
"substrate inactivation results in the conversion of the pyruvoyl group to an alanyl residue. The mechanism of inactivation involves the transamination of the nascent product to the pyruvoyl group, followed by the elimination of methylthioadenosine and the generation of a 2-propenal equivalent which can undergo a Michael addition to the enzyme",4.1.1.50,C00019,,24,4660,,-,S-Adenosyl-L-methionine,Escherichia coli,BRENDA,amet,CHEBI:15414,admdc
binding structure involving Glu33 and Asp62 and Mg2+,4.1.1.85,,,125196,650143,,-,,Escherichia coli,BRENDA,6pgc,CHEBI:43824,kg6pdc
,4.1.2.4,C00479,,273,5172,,-,Propanal,Escherichia coli,BRENDA,ppal,CHEBI:17153,drpa
,4.1.2.13,C00597,,194,4943,,-,Glycerate 3-phosphate,Escherichia coli,BRENDA,3pg,CHEBI:17050,fba
,4.1.2.13,,,553,4913,,-,,Escherichia coli,BRENDA,cys__l,CHEBI:35235,fba
,4.1.2.13,C00111,,278,652787,,-,Glycerone phosphate,Escherichia coli,BRENDA,dhap,CHEBI:16108,fba
,4.1.2.13,C00013,,17,4943,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,fba
,4.1.2.13,C00661,,574,4943,,-,Glyceraldehyde 3-phosphate,Escherichia coli,BRENDA,g3p,CHEBI:17138,fba
non-competitive inhibitor,4.1.2.13,C00661,,574,652787,,-,Glyceraldehyde 3-phosphate,Escherichia coli,BRENDA,g3p,CHEBI:17138,fba
,4.1.2.13,C00111,,482,4943,,-,Glycerone phosphate,Escherichia coli,BRENDA,dhap,CHEBI:16108,fba
"cells stressed by 8 microM Ni(II) for 20 min lose 75% of their FbaA activity. In presence of 8 microM Ni(II), purified FbaA loses 80% of its activity within 2 min. Inhibition is due to Ni(II) binding to a secondary zinc binding site",4.1.2.13,,,38,728325,,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,fba
competitive inhibition,4.1.2.17,C00546,,322,690787,,-,Methylglyoxal,Escherichia coli,BRENDA,mthgxl,CHEBI:17158,fclpa
"inhibitory effect of Zn2+ on his-tagged enzyme, but not on the native enzyme",4.1.2.17,C00038,,14,679548,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,fclpa
"1 mM, 50% inhibition",4.1.2.19,C00175,,23,5065,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,rmpa
,4.1.2.19,C00175,,23,5067,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,rmpa
"5 mM, 95% inhibition",4.1.2.19,,,38,5065,,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,rmpa
,4.1.2.19,,,38,5067,,-,,Escherichia coli,BRENDA,ni2,CHEBI:49786,rmpa
the aldol addition of dihydroxyacetobe is strongly inhibited by phosphate,4.1.2.19,C00009,,16,713694,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,rmpa
,4.1.2.19,C00059,,160,713694,,-,Sulfate,Escherichia coli,BRENDA,so4,CHEBI:26836,rmpa
"reversed by Mg2+ and Co2+, but not by Fe2+",4.1.2.20,C01326,,159,5078,,-,Hydrogen cyanide,Escherichia coli,BRENDA,cyan,CHEBI:18407,glcral
,4.1.2.20,C00013,,17,5078,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,glcral
competitive,4.1.2.25,C01300,,7091,"5103, 5104",,-,"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine",Escherichia coli,BRENDA,6hmhpt,CHEBI:44841,dhnpa2r
slight,4.1.2.25,C00415,,8093,5103,,-,Dihydrofolate,Escherichia coli,BRENDA,dhf,CHEBI:15633,dhnpa2r
,4.1.2.25,C00415,,8093,5104,,-,Dihydrofolate,Escherichia coli,BRENDA,dhf,CHEBI:15633,dhnpa2r
slight,4.1.2.25,C00921,,12509,"5103, 5104",,-,Dihydropteroate,Escherichia coli,BRENDA,dhpt,CHEBI:4581,dhnpa2r
,4.1.3.1,C00026,,34,33118,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,icl
,4.1.3.1,C00597,,194,33118,,-,Glycerate 3-phosphate,Escherichia coli,BRENDA,3pg,CHEBI:17050,icl
,4.1.3.1,C00076,,15,33117,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,icl
,4.1.3.1,C01327,,141,33118,,-,Hydrochloric acid,Escherichia coli,BRENDA,cl,CHEBI:17883,icl
50% inhibition at 5 mM,4.1.3.1,C00160,,479,33117,,-,Glycolate,Escherichia coli,BRENDA,glyclt,CHEBI:17497,icl
,4.1.3.1,C00160,,479,33118,,-,Glycolate,Escherichia coli,BRENDA,glyclt,CHEBI:17497,icl
linear competitive inhibitor,4.1.3.1,C00048,,101,33156,,-,Glyoxylate,Escherichia coli,BRENDA,glx,CHEBI:16891,icl
,4.1.3.1,C00209,,185,33117,,-,Oxalate,Escherichia coli,BRENDA,oxa,CHEBI:16995,icl
,4.1.3.1,C00009,,16,33118,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,icl
,4.1.3.1,C00074,,51,33118,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,icl
uncompetitive inhibitor,4.1.3.1,C00074,,51,680481,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,icl
,4.1.3.1,C00059,,245,33118,,-,Sulfate,Escherichia coli,BRENDA,so4,CHEBI:26836,icl
,4.1.3.1,C00042,,58,"33117, 33118",,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,icl
"0% residual activity at 0.1 mM, 6% residual activity at 0.01 mM",4.1.3.3,,,75,33314,,-,,Escherichia coli,BRENDA,ag,CHEBI:49468,acnml
"37% residual activity at 1 mM, 89% residual activity at 0.1 mM",4.1.3.3,,,19,33314,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,acnml
7% residual activity at 1 mM,4.1.3.3,,,19,33332,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,acnml
,4.1.3.3,,,19,33337,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,acnml
2% residual activity at 10 mM,4.1.3.3,C00184,,620,33332,,-,Glycerone,Escherichia coli,BRENDA,dha,CHEBI:16016,acnml
78% residual activity at 1 mM,4.1.3.3,C14818,,25,33332,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,acnml
"0% residual activity at 0.1 mM, 22% residual activity at 0.01 mM",4.1.3.3,C00703,,33,33314,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,acnml
,4.1.3.3,C00703,,33,33337,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,acnml
"0% residual activity at 10 mM, 16% residual activity at 1 mM",4.1.3.3,,,1126,33314,,-,,Escherichia coli,BRENDA,h2o2,CHEBI:29192,acnml
20% residual activity at 10 mM,4.1.3.3,,,11,33337,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,acnml
elimination,4.1.3.3,C00022,,31,33314,,-,Pyruvate,Escherichia coli,BRENDA,pyr,CHEBI:32816,acnml
30% residual activity at 10 mM,4.1.3.3,C00022,,31,33332,,-,Pyruvate,Escherichia coli,BRENDA,pyr,CHEBI:32816,acnml
1% residual activity at 10 mM,4.1.3.3,C00038,,14,33337,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,acnml
irreversible,4.1.3.6,C00036,,57,"33352, 33363",,-,Oxaloacetate,Escherichia coli,BRENDA,oaa,CHEBI:30744,citl
,4.1.3.27,,,420,33276,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,ans
"strain with a anthanilate synthase that is insensitive to feedback inhibition by Trp, the 61st nucleotide, C to A substitution, that changes Pro21 to Ser is the cause of the desensitization to feedback inhibition by Trp",4.1.3.27,,,420,33310,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,ans
,4.1.3.27,C00156,,3660,650373,,-,4-Hydroxybenzoate,Escherichia coli,BRENDA,4hbz,CHEBI:30763,ans
,4.1.3.39,C00109,,3288,702377,,-,2-Oxobutanoate,Escherichia coli,BRENDA,2obut,CHEBI:30831,hopntal
,4.1.3.39,C00233,,722,702377,,-,4-Methyl-2-oxopentanoate,Escherichia coli,BRENDA,4mop,CHEBI:48430,hopntal
,4.1.3.39,C00048,,101,702377,,-,Glyoxylate,Escherichia coli,BRENDA,glx,CHEBI:16891,hopntal
,4.1.3.39,C00022,,31,702377,,-,Pyruvate,Escherichia coli,BRENDA,pyr,CHEBI:32816,hopntal
product inhibition,4.1.3.40,C00156,,365,650373,,-,4-Hydroxybenzoate,Escherichia coli,BRENDA,4hbz,CHEBI:30763,chrpl
competitive,4.1.99.1,,,369,37334,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,trpas2
competitive; L-Ala,4.1.99.1,,,369,37339,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,trpas2
L-Ala,4.1.99.1,,,369,37344,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,trpas2
,4.1.99.1,,,369,"37354, 37364",,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,trpas2
,4.1.99.1,,,103,651028,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,trpas2
competitive,4.1.99.1,,,468,664076,,-,,Escherichia coli,BRENDA,met__l,CHEBI:57844,trpas2
,4.1.99.1,C00073,,88,651028,,-,L-Methionine,Escherichia coli,BRENDA,met__l,CHEBI:16643,trpas2
,4.1.99.1,,,104,651028,,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,trpas2
competitive with S-o-nitrophenyl-L-Cys,4.1.99.1,,,420,37364,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,trpas2
,4.1.99.1,,,420,665767,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,trpas2
,4.1.99.1,,,119,651028,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,trpas2
,4.1.99.1,,,678,37341,,-,,Escherichia coli,BRENDA,met__l,CHEBI:57844,trpas2
,4.1.99.1,,,379,"37341, 37354",,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,trpas2
,4.2.1.2,C00898,,42777,33771,,-,"(R,R)-Tartaric acid",Escherichia coli,BRENDA,tartr__l,CHEBI:15671,fum
,4.2.1.2,C00417,,1230,33771,,-,cis-Aconitate,Escherichia coli,BRENDA,acon_c,CHEBI:32805,fum
,4.2.1.2,,,131,33771,,-,,Escherichia coli,BRENDA,cit,CHEBI:76049,fum
wild-type enzyme is inhibited due to a viscogenic effect on the recycling rate,4.2.1.2,C00116,,135,653600,,-,Glycerol,Escherichia coli,BRENDA,glyc,CHEBI:17754,fum
,4.2.1.2,C02341,,2874,33771,,-,trans-Aconitate,Escherichia coli,BRENDA,acon_t,CHEBI:32806,fum
weak,4.2.1.7,C00818,,2195,5900,,-,D-Glucarate,Escherichia coli,BRENDA,glcr,CHEBI:16002,altrh
"low concentrations required, inhibition above 2 mM",4.2.1.7,C14818,,25,5901,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,altrh
CuSO4,4.2.1.9,,,19,33959,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,dhad1
nitric oxide halts bacterial growth via inhibition of the branched-chain amino acid biosynthesis enzyme dihydroxyacid dehydratase,4.2.1.9,C00533,,662,682577,,-,Nitric oxide,Escherichia coli,BRENDA,no,CHEBI:16480,dhad1
"IlvD is completely inactivated in cells by NO with the concomitant formation of the IlvD-bound dinitrosyl iron complex, DNIC. While the IlvD-bound DNIC and other protein-bound DNICs are stable in cells under anaerobic growth conditions, they are efficiently repaired under aerobic growth conditions even without new protein synthesis, L-cysteine plays an important role, overview",4.2.1.9,C00533,,277,700277,,-,Nitric oxide,Escherichia coli,BRENDA,no,CHEBI:16480,dhad1
,4.2.1.10,C00033,,47,"5473, 5474",,-,Acetate,Escherichia coli,BRENDA,ac,CHEBI:15366,dhqti
,4.2.1.10,C01327,,141,"5473, 5474",,-,Hydrochloric acid,Escherichia coli,BRENDA,cl,CHEBI:17883,dhqti
partial,4.2.1.10,,,19,5463,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,dhqti
,4.2.1.10,C02107,,96321,5473,,-,"(S,S)-Tartaric acid",Escherichia coli,BRENDA,tartr__d,CHEBI:15672,dhqti
partial,4.2.1.10,C14818,,25,5463,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,dhqti
,4.2.1.10,C00042,,58,"5473, 5474",,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,dhqti
partial,4.2.1.10,C00038,,14,5463,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,dhqti
the enzyme is much less sensitive to O2 or H2O2 than to O2-,4.2.1.12,,,22,33658,,-,,Escherichia coli,BRENDA,h2o2,CHEBI:29192,edd
the enzyme is much less sensitive to O2 or H2O2 than to O2-,4.2.1.12,,,9,33658,,-,,Escherichia coli,BRENDA,o2,CHEBI:27140,edd
,4.2.1.24,C00031,,35,691351,,-,D-Glucose,Escherichia coli,BRENDA,glc__d,CHEBI:4167,ppbngs
,4.2.1.24,C00181,,115,691351,,-,D-Xylose,Escherichia coli,BRENDA,xyl__d,CHEBI:53455,ppbngs
high concentrations,4.2.1.40,C00175,,23,33840,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,glcrd
,4.2.1.40,C00879,,30007,33840,,-,D-Galactarate,Escherichia coli,BRENDA,galct__d,CHEBI:30852,glcrd
high concentrations,4.2.1.40,,,11,33840,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,glcrd
,4.2.1.42,,,131,5701,,-,,Escherichia coli,BRENDA,cit,CHEBI:76049,galctd
,4.2.1.42,C00013,,17,5701,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,galctd
,4.2.1.42,C00009,,16,5701,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,galctd
irreversible,4.2.1.46,,,75,5718,,-,,Escherichia coli,BRENDA,ag,CHEBI:49468,tdpgdh
,4.2.1.46,C00363,,694,5714,,-,dTDP,Escherichia coli,BRENDA,dtdp,CHEBI:18075,tdpgdh
,4.2.1.46,,,523,5714,,-,,Escherichia coli,BRENDA,dttp,CHEBI:37568,tdpgdh
no inhibition,4.2.1.47,C00035,,53,5733,,-,GDP,Escherichia coli,BRENDA,gdp,CHEBI:17552,gmand
,4.2.1.47,C00325,,282,5732,,-,GDP-L-fucose,Escherichia coli,BRENDA,gdpfuc,CHEBI:13332,gmand
up to 73% inhibition,4.2.1.47,C00325,,282,5733,,-,GDP-L-fucose,Escherichia coli,BRENDA,gdpfuc,CHEBI:13332,gmand
"marked inhibition at 5 mM, abolished by 60 mM Mg2+",4.2.3.1,,,30785,137551,,-,,Escherichia coli,BRENDA,4hthr,CHEBI:60904,4hthrs
Ki: 0.006 mM,4.2.3.1,,,30785,137559,,-,,Escherichia coli,BRENDA,4hthr,CHEBI:60904,4hthrs
,4.2.3.3,,,750,137616,,-,,Escherichia coli,BRENDA,2pg,CHEBI:24344,mgsa
inhibits,4.2.3.3,C00988,,1317,649962,,-,2-Phosphoglycolate,Escherichia coli,BRENDA,2pglyc,CHEBI:17150,mgsa
,4.2.3.3,C00597,,194,"137600, 137601",,-,Glycerate 3-phosphate,Escherichia coli,BRENDA,3pg,CHEBI:17050,mgsa
,4.2.3.3,C01478,,255,137601,,-,Arsenic acid,Escherichia coli,BRENDA,aso4,CHEBI:18231,mgsa
,4.2.3.3,C00013,,17,"137600, 137601",,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,mgsa
,4.2.3.3,C00009,,16,"137600, 137601",,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,mgsa
alosteric inhibitor,4.2.3.3,C00009,,16,653942,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,mgsa
,4.2.3.3,C00074,,51,"137600, 137601",,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,mgsa
,4.2.3.4,C04691,,45157,137619,,-,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,Escherichia coli,BRENDA,2dda7p,CHEBI:18150,dhqs
,4.2.3.5,C14818,,25,137655,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,chors
i.e. aspartic beta-semialdehyde.Inactivates as an active-site directed agent,4.3.1.1,C00441,,43798,6009,,-,L-Aspartate 4-semialdehyde,Escherichia coli,BRENDA,aspsa,CHEBI:18051,aspt
,4.3.1.1,C00441,,43798,6028,,-,L-Aspartate 4-semialdehyde,Escherichia coli,BRENDA,aspsa,CHEBI:18051,aspt
,4.3.1.1,C00497,,1139,"6016, 649266",,-,(R)-Malate,Escherichia coli,BRENDA,mal__d,CHEBI:30796,aspt
nonspecific,4.3.1.1,C11143,,1217,6019,,-,Dimethyl sulfoxide,Escherichia coli,BRENDA,dmso,CHEBI:28262,aspt
"moderate, nonspecific",4.3.1.1,C00469,,69,6019,,-,Ethanol,Escherichia coli,BRENDA,etoh,CHEBI:16236,aspt
,4.3.1.1,C00149,,247,6016,,-,(S)-Malate,Escherichia coli,BRENDA,mal__l,CHEBI:30797,aspt
"moderate, nonspecific",4.3.1.1,C00132,,83,6019,,-,Methanol,Escherichia coli,BRENDA,meoh,CHEBI:17790,aspt
weak,4.3.1.1,C01330,,59,5998,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,aspt
competitive,4.3.1.1,C01005,,1189,6028,,-,O-Phospho-L-serine,Escherichia coli,BRENDA,pser__l,CHEBI:15811,aspt
,4.3.1.1,C00988,,1798,6016,,-,2-Phosphoglycolate,Escherichia coli,BRENDA,2pglyc,CHEBI:17150,aspt
,4.3.1.1,C00042,,58,6016,,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,aspt
competitive,4.3.1.1,C00042,,58,"6000, 6019",,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,aspt
competitive,4.3.1.7,C05771,,29958,34382,,-,1-Aminopropan-2-ol,Escherichia coli,BRENDA,appl,CHEBI:19030,ethaal
above 1 mM,4.3.1.7,,,116,34382,,-,,Escherichia coli,BRENDA,urea,CHEBI:32285,ethaal
,4.3.1.18,,,369,210805,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serd_d
,4.3.1.18,,,29959,651969,,-,,Escherichia coli,BRENDA,23dappa,CHEBI:58468,serd_d
,4.3.1.18,,,163,210805,,-,,Escherichia coli,BRENDA,gly,CHEBI:57305,serd_d
,4.3.1.18,,,72,651969,,-,,Escherichia coli,BRENDA,gly,CHEBI:57305,serd_d
,4.3.1.18,,,9192,651969,,-,,Escherichia coli,BRENDA,23dappa,CHEBI:57721,serd_d
,4.3.1.18,,,103,651969,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serd_d
,4.3.1.18,,,95,651969,,-,,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serd_d
"competitive allosteric inhibitor, the enzyme exists in two distinct catalytically active species: a tetramer sensitive to L-Ile inhibition and a dimer insensitive to L-Ile inhibition",4.3.1.19,,,1088,210840,,-,,Escherichia coli,BRENDA,ile__l,CHEBI:58045,serd_l
negative allosteric effector,4.3.1.19,,,1088,210856,,-,,Escherichia coli,BRENDA,ile__l,CHEBI:58045,serd_l
biodegradative enzyme is feedback-resistant,4.3.1.19,,,1088,210857,,-,,Escherichia coli,BRENDA,ile__l,CHEBI:58045,serd_l
,4.3.1.19,,,1088,210863,,-,,Escherichia coli,BRENDA,ile__l,CHEBI:58045,serd_l
inhibition of isoleucine can be reversed by valine,4.3.1.19,,,1088,729066,,-,,Escherichia coli,BRENDA,ile__l,CHEBI:58045,serd_l
feedback inhibition,4.3.1.19,,,1028,653575,,-,,Escherichia coli,BRENDA,ile__l,CHEBI:58045,serd_l
