,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
159976,in vitro; in vivo; kinetics,CoA,2.7.1.33,C00010,,18,7 CoA,641393,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
159977,in vitro; in vivo; kinetics,CoA,2.7.1.33,C00010,,18,9 CoA,641393,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
159978,in vitro; in vivo; kinetics,CoA,2.7.1.33,C00010,,18,5 CoA,641393,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
159979,in vitro; in vivo; kinetics,CoA,2.7.1.33,C00010,,18,10 CoA,641393,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
159980,in vitro; in vivo; kinetics,CoA,2.7.1.33,C00010,,18,6 CoA,641393,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160014,feedback inhibitor,CoA,2.7.1.33,C00010,,18,CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160015,feedback inhibitor,CoA,2.7.1.33,C00010,,18,2 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160016,feedback inhibitor,CoA,2.7.1.33,C00010,,18,16 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160017,feedback inhibitor,CoA,2.7.1.33,C00010,,18,8 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160018,feedback inhibitor,CoA,2.7.1.33,C00010,,18,4 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160019,feedback inhibitor,CoA,2.7.1.33,C00010,,18,3 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160020,feedback inhibitor,CoA,2.7.1.33,C00010,,18,7 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160021,feedback inhibitor,CoA,2.7.1.33,C00010,,18,9 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160022,feedback inhibitor,CoA,2.7.1.33,C00010,,18,5 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160023,feedback inhibitor,CoA,2.7.1.33,C00010,,18,10 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160024,feedback inhibitor,CoA,2.7.1.33,C00010,,18,6 CoA,671053,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160058,competitive,CoA,2.7.1.33,C00010,,18,CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160059,competitive,CoA,2.7.1.33,C00010,,18,2 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160060,competitive,CoA,2.7.1.33,C00010,,18,16 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160061,competitive,CoA,2.7.1.33,C00010,,18,8 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160062,competitive,CoA,2.7.1.33,C00010,,18,4 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160063,competitive,CoA,2.7.1.33,C00010,,18,3 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160064,competitive,CoA,2.7.1.33,C00010,,18,7 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160065,competitive,CoA,2.7.1.33,C00010,,18,9 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160066,competitive,CoA,2.7.1.33,C00010,,18,5 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160067,competitive,CoA,2.7.1.33,C00010,,18,10 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160068,competitive,CoA,2.7.1.33,C00010,,18,6 CoA,686816,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160070,"allosteric regulator, feedback inhibition",CoA,2.7.1.33,C00010,,534,coenzyme A,662251,-,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
160080,not,Dephospho-CoA,2.7.1.33,C00882,,2018,dephospho-CoA,641393,-,Escherichia coli,BRENDA,dpcoa,CHEBI:15468,pntk
160138,,Malonyl-CoA,2.7.1.33,C00083,,76,malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160139,,Malonyl-CoA,2.7.1.33,C00083,,76,16 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160140,,Malonyl-CoA,2.7.1.33,C00083,,76,8 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160141,,Malonyl-CoA,2.7.1.33,C00083,,76,2 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160142,,Malonyl-CoA,2.7.1.33,C00083,,76,3 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160143,,Malonyl-CoA,2.7.1.33,C00083,,76,7 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160144,,Malonyl-CoA,2.7.1.33,C00083,,76,4 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160145,,Malonyl-CoA,2.7.1.33,C00083,,76,5 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160146,,Malonyl-CoA,2.7.1.33,C00083,,76,10 malonyl-CoA,641393,-,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
160199,,,2.7.1.33,,,128,palmitoyl-CoA,641393,-,Escherichia coli,BRENDA,pmtcoa,CHEBI:57379,pntk
160200,,,2.7.1.33,,,128,3 palmitoyl-CoA,641393,-,Escherichia coli,BRENDA,pmtcoa,CHEBI:57379,pntk
160208,not,Pantetheine 4'-phosphate,2.7.1.33,C01134,,4854,pantetheine 4'-phosphate,641393,-,Escherichia coli,BRENDA,pan4p,CHEBI:4222,pntk
160224,,Succinyl-CoA,2.7.1.33,C00091,,224,succinyl-CoA,641393,-,Escherichia coli,BRENDA,succoa,CHEBI:15380,pntk
160551,mixed inhibition versus L-homoserine and ATP,L-Aspartate 4-semialdehyde,2.7.1.39,C00441,,15814,L-aspartate semialdehyde,641463,-,Escherichia coli,BRENDA,aspsa,CHEBI:18051,hsk
160554,,,2.7.1.39,,,336,L-Cys,"641470, 641471",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,hsk
160555,,,2.7.1.39,,,336,2 L-Cys,"641470, 641471",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,hsk
160556,,L-Glutamate,2.7.1.39,C00025,,1163,L-Glutamic acid,641471,-,Escherichia coli,BRENDA,glu__l,CHEBI:16015,hsk
160557,,,2.7.1.39,,,305,L-homocysteine,641470,-,Escherichia coli,BRENDA,hcys__l,CHEBI:58199,hsk
160558,,,2.7.1.39,,,305,2 L-homocysteine,641470,-,Escherichia coli,BRENDA,hcys__l,CHEBI:58199,hsk
160559,above 0.75 mM,,2.7.1.39,,,345,L-homoserine,641463,-,Escherichia coli,BRENDA,hom__l,CHEBI:57476,hsk
160561,,,2.7.1.39,,,345,L-homoserine,641471,-,Escherichia coli,BRENDA,hom__l,CHEBI:57476,hsk
160562,substrate inhibition,,2.7.1.39,,,345,L-homoserine,641473,-,Escherichia coli,BRENDA,hom__l,CHEBI:57476,hsk
160571,,,2.7.1.39,,,1074,L-Ile,641470,-,Escherichia coli,BRENDA,ile__l,CHEBI:58045,hsk
160572,,,2.7.1.39,,,1074,2 L-Ile,641470,-,Escherichia coli,BRENDA,ile__l,CHEBI:58045,hsk
160578,,,2.7.1.39,,,468,L-Met,641470,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsk
160579,,,2.7.1.39,,,468,2 L-Met,641470,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsk
160583,,,2.7.1.39,,,262,L-Ser,641470,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,hsk
160586,,,2.7.1.39,,,780,L-Thr,641465,-,Escherichia coli,BRENDA,thr__l,CHEBI:57926,hsk
160589,competitive to the substrate L-homoserine,,2.7.1.39,,,780,L-Thr,641470,-,Escherichia coli,BRENDA,thr__l,CHEBI:57926,hsk
160590,substrate inhibition,,2.7.1.39,,,780,L-Thr,641471,-,Escherichia coli,BRENDA,thr__l,CHEBI:57926,hsk
160594,,,2.7.1.39,,,835,L-Val,641470,-,Escherichia coli,BRENDA,val__l,CHEBI:57762,hsk
160595,,,2.7.1.39,,,835,2 L-Val,641470,-,Escherichia coli,BRENDA,val__l,CHEBI:57762,hsk
160596,,,2.7.1.39,,,835,3 L-Val,641470,-,Escherichia coli,BRENDA,val__l,CHEBI:57762,hsk
160599,,O-Phospho-L-serine,2.7.1.39,C01005,,1189,O-phospho-L-serine,641471,-,Escherichia coli,BRENDA,pser__l,CHEBI:15811,hsk
160601,,Pyridoxal phosphate,2.7.1.39,C00018,,32,pyridoxal 5'-phosphate,641473,-,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,hsk
161044,,Calcium cation,2.7.1.40,C00076,,15,Ca2+,654470,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,pyk
161520,"divalent cation required, most effective at a ratio of Mn2+ and ATP of 1:3, deviation from this ratio is inhibitory at several concentration levels",,2.7.1.45,,,11,Mn2+,636960,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,ddglk
161521,"divalent cation required, most effective at a ratio of Mn2+ and ATP of 1:3, deviation from this ratio is inhibitory at several concentration levels",,2.7.1.45,,,11,2 Mn2+,636960,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,ddglk
161559,,,2.7.1.48,,,60,CTP,641644,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,cytdk2
161560,,,2.7.1.48,,,60,2 CTP,641644,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,cytdk2
161561,,,2.7.1.48,,,60,3 CTP,641644,-,Escherichia coli,BRENDA,ctp,CHEBI:37563,cytdk2
161592,,UTP,2.7.1.48,C00075,,65,UTP,641644,-,Escherichia coli,BRENDA,utp,CHEBI:15713,cytdk2
161593,,UTP,2.7.1.48,C00075,,65,3 UTP,641644,-,Escherichia coli,BRENDA,utp,CHEBI:15713,cytdk2
161609,competitive inhibition,4-Amino-5-hydroxymethyl-2-methylpyrimidine,2.7.1.49,C01279,,7509,2-methyl-4-amino-5-hydroxymethylpyrimidine,641658,-,Escherichia coli,BRENDA,4ahmmp,CHEBI:16892,hmpk1
161611,inhibits competitively the phosphorylation of 2-methyl-4-amino-5-hydroxymethylpyrimidine,Pyridoxine,2.7.1.49,C00314,,1051,pyridoxine,641658,-,Escherichia coli,BRENDA,pydxn,CHEBI:16709,hmpk1
161670,kinetics,ADP,2.7.1.56,C00008,,13,ADP,641683,-,Escherichia coli,BRENDA,adp,CHEBI:16761,fruk
161671,kinetics,ADP,2.7.1.56,C00008,,13,2 ADP,641683,-,Escherichia coli,BRENDA,adp,CHEBI:16761,fruk
161672,kinetics,ADP,2.7.1.56,C00008,,13,16 ADP,641683,-,Escherichia coli,BRENDA,adp,CHEBI:16761,fruk
161673,kinetics,ADP,2.7.1.56,C00008,,13,6 ADP,641683,-,Escherichia coli,BRENDA,adp,CHEBI:16761,fruk
161674,kinetics,ADP,2.7.1.56,C00008,,13,3 ADP,641683,-,Escherichia coli,BRENDA,adp,CHEBI:16761,fruk
161675,kinetics,ADP,2.7.1.56,C00008,,13,4 ADP,641683,-,Escherichia coli,BRENDA,adp,CHEBI:16761,fruk
161722,kinetics,"D-Fructose 1,6-bisphosphate",2.7.1.56,C00354,,106,"D-fructose 1,6-bisphosphate",641683,-,Escherichia coli,BRENDA,fdp,CHEBI:37736,fruk
161754,strong competitive inhibitor,ADP,2.7.1.59,C00008,,13,ADP,641692,-,Escherichia coli,BRENDA,adp,CHEBI:16761,acgamk
161755,strong competitive inhibitor,ADP,2.7.1.59,C00008,,13,2 ADP,641692,-,Escherichia coli,BRENDA,adp,CHEBI:16761,acgamk
161756,strong competitive inhibitor,ADP,2.7.1.59,C00008,,13,16 ADP,641692,-,Escherichia coli,BRENDA,adp,CHEBI:16761,acgamk
161757,strong competitive inhibitor,ADP,2.7.1.59,C00008,,13,6 ADP,641692,-,Escherichia coli,BRENDA,adp,CHEBI:16761,acgamk
161758,strong competitive inhibitor,ADP,2.7.1.59,C00008,,13,3 ADP,641692,-,Escherichia coli,BRENDA,adp,CHEBI:16761,acgamk
161759,strong competitive inhibitor,ADP,2.7.1.59,C00008,,13,4 ADP,641692,-,Escherichia coli,BRENDA,adp,CHEBI:16761,acgamk
162358,"monomeric fusion-protein of integral membrane subunit IICBGlc and malotose-binding protein exhibits no substrate inhibition although the oligomeric form does. Purification promotes subunit association, an increase in catalytic activity, and restoration of substrate inhibition",D-Glucose 6-phosphate,2.7.1.69,C00092,,105,D-glucose 6-phosphate,692907,-,Escherichia coli,BRENDA,g6p,CHEBI:4170,treptspp
162367,,D-Glucose,2.7.1.69,C00031,,223,glucose,641885,-,Escherichia coli,BRENDA,glc__d,CHEBI:4167,treptspp
162368,,D-Glucose,2.7.1.69,C00031,,223,4 glucose,641885,-,Escherichia coli,BRENDA,glc__d,CHEBI:4167,treptspp
162372,strong substrate inhibition at neutral pH in the transphosphorylation reaction,D-Mannitol 1-phosphate,2.7.1.69,C00644,,5992,mannitol 1-phosphate,641866,-,Escherichia coli,BRENDA,mnl1p,CHEBI:16298,treptspp
162489,,,2.7.1.73,,,19,Cu2+,641925,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,gsnk
162490,,,2.7.1.73,,,19,4 Cu2+,641925,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,gsnk
162491,,GDP,2.7.1.73,C00035,,53,GDP,641928,-,Escherichia coli,BRENDA,gdp,CHEBI:17552,gsnk
162492,,GDP,2.7.1.73,C00035,,53,2 GDP,641928,-,Escherichia coli,BRENDA,gdp,CHEBI:17552,gsnk
162493,,GTP,2.7.1.73,C00044,,37,GTP,641928,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,gsnk
162494,,GTP,2.7.1.73,C00044,,37,2 GTP,641928,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,gsnk
162495,,GTP,2.7.1.73,C00044,,37,3 GTP,641928,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,gsnk
162500,,Zinc cation,2.7.1.73,C00038,,14,Zn2+,641925,-,Escherichia coli,BRENDA,zn2,CHEBI:29105,gsnk
164632,,Calcium cation,2.7.1.107,C00076,,15,Ca2+,640352,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,dagk160
166923,,L-Glutamate,2.7.2.4,C00025,,41,L-glutamate,642329,-,Escherichia coli,BRENDA,glu__l,CHEBI:16015,aspk
166924,,L-Glutamate,2.7.2.4,C00025,,41,2 L-glutamate,642329,-,Escherichia coli,BRENDA,glu__l,CHEBI:16015,aspk
166925,,L-Glutamate,2.7.2.4,C00025,,41,6 L-glutamate,642329,-,Escherichia coli,BRENDA,glu__l,CHEBI:16015,aspk
166926,,L-Glutamate,2.7.2.4,C00025,,41,7 L-glutamate,642329,-,Escherichia coli,BRENDA,glu__l,CHEBI:16015,aspk
166927,,L-Glutamate,2.7.2.4,C00025,,41,4 L-glutamate,642329,-,Escherichia coli,BRENDA,glu__l,CHEBI:16015,aspk
166929,,,2.7.2.4,,,345,L-homoserine,642329,-,Escherichia coli,BRENDA,hom__l,CHEBI:57476,aspk
166979,"binding of L-lysine to the regulatory ACT1 domain in R-state AKIII instigates a series of changes that release a 'latch', the beta15-alphaK loop, from the catalytic domain, which in turn undergoes large rotational rearrangements, promoting tetramer formation and completion of the transition to the T-state. L-lysine-induced allosteric transition in AKIII involves both destabilizing the R-state and stabilizing the T-state tetramer. Rearrangement of the catalytic domain blocks the ATP-binding site, which is therefore the structural basis for allosteric inhibition of AKIII by L-lysine",L-Lysine,2.7.2.4,C00047,,134,L-lysine,680701,-,Escherichia coli,BRENDA,lys__l,CHEBI:18019,aspk
166986,,L-Lysine,2.7.2.4,C00047,,134,L-lysine,"642314, 642317, 722849",-,Escherichia coli,BRENDA,lys__l,CHEBI:18019,aspk
166990,,(S)-Malate,2.7.2.4,C00149,,247,L-Malate,642329,-,Escherichia coli,BRENDA,mal__l,CHEBI:30797,aspk
167019,feedback inhibition,,2.7.2.4,,,250,L-threonine,654640,-,Escherichia coli,BRENDA,thr__l,CHEBI:57926,aspk
167041,,,2.7.2.4,,,250,L-threonine,"642310, 642311, 642314, 722849",-,Escherichia coli,BRENDA,thr__l,CHEBI:57926,aspk
167084,,Succinate,2.7.2.4,C00042,,58,succinate,642329,-,Escherichia coli,BRENDA,succ,CHEBI:15741,aspk
167085,,Succinate,2.7.2.4,C00042,,58,2 succinate,642329,-,Escherichia coli,BRENDA,succ,CHEBI:15741,aspk
167111,enzyme has no allosteric properties and its activity is influenced neither by arginine nor by any of the intermediates of the arginine biosynthetic pathway,L-Arginine,2.7.2.8,C00062,,532,arginine,642354,-,Escherichia coli,BRENDA,arg__l,CHEBI:16467,acgk
167118,,ATP,2.7.2.8,C00002,,4,ATP,659704,-,Escherichia coli,BRENDA,atp,CHEBI:15422,acgk
167119,,ATP,2.7.2.8,C00002,,4,2 ATP,659704,-,Escherichia coli,BRENDA,atp,CHEBI:15422,acgk
167120,,ATP,2.7.2.8,C00002,,4,16 ATP,659704,-,Escherichia coli,BRENDA,atp,CHEBI:15422,acgk
167121,,ATP,2.7.2.8,C00002,,4,6 ATP,659704,-,Escherichia coli,BRENDA,atp,CHEBI:15422,acgk
167122,,ATP,2.7.2.8,C00002,,4,3 ATP,659704,-,Escherichia coli,BRENDA,atp,CHEBI:15422,acgk
167123,,ATP,2.7.2.8,C00002,,4,4 ATP,659704,-,Escherichia coli,BRENDA,atp,CHEBI:15422,acgk
167157,,ADP,2.7.2.11,C00008,,13,ADP,642200,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glu5k
167158,,ADP,2.7.2.11,C00008,,13,2 ADP,642200,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glu5k
167159,,ADP,2.7.2.11,C00008,,13,16 ADP,642200,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glu5k
167160,,ADP,2.7.2.11,C00008,,13,6 ADP,642200,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glu5k
167161,,ADP,2.7.2.11,C00008,,13,3 ADP,642200,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glu5k
167162,,ADP,2.7.2.11,C00008,,13,4 ADP,642200,-,Escherichia coli,BRENDA,adp,CHEBI:16761,glu5k
167192,AAK domain is responsible for inhibition,,2.7.2.11,,,243,L-proline,681421,-,Escherichia coli,BRENDA,pro__l,CHEBI:60039,glu5k
167195,,,2.7.2.11,,,243,L-proline,"679845, 722974",-,Escherichia coli,BRENDA,pro__l,CHEBI:60039,glu5k
168050,,AMP,2.7.4.3,C00020,,30,AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168051,,AMP,2.7.4.3,C00020,,30,39 AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168052,,AMP,2.7.4.3,C00020,,30,40 AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168053,,AMP,2.7.4.3,C00020,,30,41 AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168054,,AMP,2.7.4.3,C00020,,30,2 AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168055,,AMP,2.7.4.3,C00020,,30,6 AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168056,,AMP,2.7.4.3,C00020,,30,3 AMP,642586,-,Escherichia coli,BRENDA,amp,CHEBI:16027,adk1
168256,,Bis(5'-adenosyl) pentaphosphate,2.7.4.3,C04058,,22346,"P1,P5-di(adenosine-5') pentaphosphate",702283,-,Escherichia coli,BRENDA,ap5a,CHEBI:28898,adk1
168258,1 µM,Bis(5'-adenosyl) pentaphosphate,2.7.4.3,C04058,,2151,"P1,P5-di(adenosine-5')pentaphosphate",660819,-,Escherichia coli,BRENDA,ap5a,CHEBI:28898,adk1
168264,,Bis(5'-adenosyl) pentaphosphate,2.7.4.3,C04058,,2151,"P1,P5-di(adenosine-5')pentaphosphate",675337,-,Escherichia coli,BRENDA,ap5a,CHEBI:28898,adk1
168859,,dCTP,2.7.4.9,C00458,,179,dCTP,645198,-,Escherichia coli,BRENDA,dctp,CHEBI:16311,dtmpk
168887,,,2.7.4.9,,,145,dTTP,645198,-,Escherichia coli,BRENDA,dttp,CHEBI:37568,dtmpk
168891,,dUMP,2.7.4.9,C00365,,602,dUMP,645198,-,Escherichia coli,BRENDA,dump,CHEBI:17622,dtmpk
169081,product inhibition,ADP,2.7.4.16,C00008,,13,ADP,642545,-,Escherichia coli,BRENDA,adp,CHEBI:16761,tmpk
169082,product inhibition,ADP,2.7.4.16,C00008,,13,2 ADP,642545,-,Escherichia coli,BRENDA,adp,CHEBI:16761,tmpk
169083,product inhibition,ADP,2.7.4.16,C00008,,13,16 ADP,642545,-,Escherichia coli,BRENDA,adp,CHEBI:16761,tmpk
169084,product inhibition,ADP,2.7.4.16,C00008,,13,6 ADP,642545,-,Escherichia coli,BRENDA,adp,CHEBI:16761,tmpk
169085,product inhibition,ADP,2.7.4.16,C00008,,13,3 ADP,642545,-,Escherichia coli,BRENDA,adp,CHEBI:16761,tmpk
169086,product inhibition,ADP,2.7.4.16,C00008,,13,4 ADP,642545,-,Escherichia coli,BRENDA,adp,CHEBI:16761,tmpk
169087,,AMP,2.7.4.16,C00020,,30,AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169088,,AMP,2.7.4.16,C00020,,30,39 AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169089,,AMP,2.7.4.16,C00020,,30,40 AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169090,,AMP,2.7.4.16,C00020,,30,41 AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169091,,AMP,2.7.4.16,C00020,,30,2 AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169092,,AMP,2.7.4.16,C00020,,30,6 AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169093,,AMP,2.7.4.16,C00020,,30,3 AMP,642545,-,Escherichia coli,BRENDA,amp,CHEBI:16027,tmpk
169095,,Diphosphate,2.7.4.16,C00013,,17,diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169096,,Diphosphate,2.7.4.16,C00013,,17,2 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169097,,Diphosphate,2.7.4.16,C00013,,17,5 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169098,,Diphosphate,2.7.4.16,C00013,,17,6 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169099,,Diphosphate,2.7.4.16,C00013,,17,7 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169100,,Diphosphate,2.7.4.16,C00013,,17,8 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169101,,Diphosphate,2.7.4.16,C00013,,17,3 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169102,,Diphosphate,2.7.4.16,C00013,,17,4 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169103,,Diphosphate,2.7.4.16,C00013,,17,9 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169104,,Diphosphate,2.7.4.16,C00013,,17,13 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169105,,Diphosphate,2.7.4.16,C00013,,17,14 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169106,,Diphosphate,2.7.4.16,C00013,,17,19 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169107,,Diphosphate,2.7.4.16,C00013,,17,20 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169108,,Diphosphate,2.7.4.16,C00013,,17,21 diphosphate,642545,-,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmpk
169114,antagonizes stimulation by K+,Sodium cation,2.7.4.16,C01330,,59,Na+,642545,-,Escherichia coli,BRENDA,na1,CHEBI:29101,tmpk
169120,,,2.7.4.16,,,642,thiamine,642545,-,Escherichia coli,BRENDA,thm,CHEBI:49107,tmpk
169366,,ADP,2.7.6.1,C00008,,13,ADP,642710,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169367,,ADP,2.7.6.1,C00008,,13,2 ADP,642710,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169368,,ADP,2.7.6.1,C00008,,13,16 ADP,642710,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169369,,ADP,2.7.6.1,C00008,,13,6 ADP,642710,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169370,,ADP,2.7.6.1,C00008,,13,3 ADP,642710,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169371,,ADP,2.7.6.1,C00008,,13,4 ADP,642710,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169486,nonlinear competitive inhibition,ADP,2.7.6.1,C00008,,13,ADP,642737,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169487,nonlinear competitive inhibition,ADP,2.7.6.1,C00008,,13,2 ADP,642737,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169488,nonlinear competitive inhibition,ADP,2.7.6.1,C00008,,13,16 ADP,642737,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169489,nonlinear competitive inhibition,ADP,2.7.6.1,C00008,,13,6 ADP,642737,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169490,nonlinear competitive inhibition,ADP,2.7.6.1,C00008,,13,3 ADP,642737,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169491,nonlinear competitive inhibition,ADP,2.7.6.1,C00008,,13,4 ADP,642737,-,Escherichia coli,BRENDA,adp,CHEBI:16761,prpps
169667,inhibition even in presence of excess Mg2+,Calcium cation,2.7.6.1,C00076,,15,Ca2+,"642710, 642732",-,Escherichia coli,BRENDA,ca2,CHEBI:29108,prpps
169668,,Calcium cation,2.7.6.1,C00076,,15,Ca2+,642737,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,prpps
170302,,CoA,2.7.7.3,C00010,,18,CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170303,,CoA,2.7.7.3,C00010,,18,2 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170304,,CoA,2.7.7.3,C00010,,18,16 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170305,,CoA,2.7.7.3,C00010,,18,8 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170306,,CoA,2.7.7.3,C00010,,18,4 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170307,,CoA,2.7.7.3,C00010,,18,3 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
170308,,CoA,2.7.7.3,C00010,,18,7 CoA,674344,-,Escherichia coli,BRENDA,coa,CHEBI:15346,ptpati
