,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC,elasticity,bigg.reaction
1870,3.6.5.6,gtp,0.042,Mannitol,1.037,0.961075069509,gtp:3.6.5.6,0.0389249304912,ntp3
1871,6.3.4.4,gtp,0.0258542191565,Mannitol,1.037,0.975674726891,gtp:6.3.4.4,0.0243252731094,adss
1872,2.7.1.33,pnto__r,0.0368854504518,Mannitol,0.016,0.302540677319,pnto__r:2.7.1.33,0.697459322681,pntk
1873,3.1.3.11,fdp,0.00888426829289,Mannitol,1.26,0.992998362014,fdp:3.1.3.11,0.00700163798614,fbp
1874,3.1.3.7,fdp,1.17,Mannitol,1.26,0.518518518519,fdp:3.1.3.7,0.481481481481,bpnt
1875,4.1.2.13,fdp,0.174713559467,Mannitol,1.26,0.878224082909,fdp:4.1.2.13,0.121775917091,fba
1876,3.6.1.19,gdp,0.35,Mannitol,0.48,0.578313253012,gdp:3.6.1.19,0.421686746988,ntpp1
1877,4.1.3.1,succ,0.59,Mannitol,0.553,0.483814523185,succ:4.1.3.1,0.516185476815,icl
1878,6.2.1.5,succ,0.25,Mannitol,0.553,0.688667496887,succ:6.2.1.5,0.311332503113,sucoas
1879,4.2.1.2,fum,0.454231562374,Mannitol,0.302,0.399348579226,fum:4.2.1.2,0.600651420774,fum
1880,5.3.1.13,ru5p__d,0.361073775132,Mannitol,0.223,0.381801083176,ru5p__d:5.3.1.13,0.618198916824,a5piso
1881,1.1.1.140,f6p,0.568,Gluconate,0.338,0.373068432671,f6p:1.1.1.140,0.626931567329,sbtpd
1882,2.2.1.1,f6p,1.1,Gluconate,0.338,0.23504867872,f6p:2.2.1.1,0.76495132128,tkt1
1883,2.2.1.2,f6p,1.15336908402,Gluconate,0.338,0.226637392193,f6p:2.2.1.2,0.773362607807,tala
1884,2.6.1.16,f6p,0.608829444704,Gluconate,0.338,0.356980871149,f6p:2.6.1.16,0.643019128851,gf6pta
1885,2.7.1.11,f6p,0.0407616378371,Gluconate,0.338,0.892381820741,f6p:2.7.1.11,0.107618179259,pfk
1886,3.5.99.6,f6p,1.7,Gluconate,0.338,0.165848871443,f6p:3.5.99.6,0.834151128557,g6pda
1887,5.3.1.8,f6p,0.15,Gluconate,0.338,0.69262295082,f6p:5.3.1.8,0.30737704918,man6pi
1888,5.3.1.9,f6p,0.171464281995,Gluconate,0.338,0.66344199573,f6p:5.3.1.9,0.33655800427,pgi
1889,1.1.1.205,imp,0.0217548542475,Gluconate,1.767,0.987837990099,imp:1.1.1.205,0.0121620099008,impd
1890,3.1.3.5,imp,0.66,Gluconate,1.767,0.728059332509,imp:3.1.3.5,0.271940667491,ntd10
1891,6.3.4.4,imp,0.0347218297492,Gluconate,1.767,0.980728529135,imp:6.3.4.4,0.0192714708652,adss
1892,1.1.1.290,akg,0.093,Gluconate,0.346,0.788154897494,akg:1.1.1.290,0.211845102506,perd
1893,1.1.1.95,akg,0.0607947366143,Gluconate,0.346,0.850551811166,akg:1.1.1.95,0.149448188834,pgcd
1894,1.14.11.17,akg,0.0158655010498,Gluconate,0.346,0.956156359189,akg:1.14.11.17,0.0438436408106,taudo
1895,1.4.1.13,akg,0.0374939158528,Gluconate,0.346,0.902230741342,akg:1.4.1.13,0.0977692586581,glusy
1896,1.4.1.4,akg,3.55791610907,Gluconate,0.346,0.0886289536796,akg:1.4.1.4,0.91137104632,gludy
1897,2.2.1.9,akg,1.5,Gluconate,0.346,0.187432286024,akg:2.2.1.9,0.812567713976,sephchcs
1898,2.6.1.1,akg,0.215827708975,Gluconate,0.346,0.615847161813,akg:2.6.1.1,0.384152838187,aspta
1899,2.6.1.11,akg,2.5,Gluconate,0.346,0.121574139143,akg:2.6.1.11,0.878425860857,acota
1900,2.6.1.19,akg,1.07,Gluconate,0.346,0.244350282486,akg:2.6.1.19,0.755649717514,abta
1901,2.6.1.29,akg,0.88,Gluconate,0.346,0.282218597064,akg:2.6.1.29,0.717781402936,spmdat2
1902,2.6.1.42,akg,1.02088376734,Gluconate,0.346,0.253130520873,akg:2.6.1.42,0.746869479127,ileta
1903,2.6.1.82,akg,19.0,Gluconate,0.346,0.0178848340742,akg:2.6.1.82,0.982115165926,ptrcta
1904,1.1.1.37,mal__l,2.6,Gluconate,2.483,0.488491048593,mal__l:1.1.1.37,0.511508951407,mdh
1905,1.1.1.40,mal__l,3.41,Gluconate,2.483,0.421347361276,mal__l:1.1.1.40,0.578652638724,me2
1906,4.2.1.2,mal__l,0.272864188864,Gluconate,2.483,0.900987795419,mal__l:4.2.1.2,0.0990122045806,fum
1907,1.1.1.44,6pgc,0.093,Gluconate,0.964,0.912015137181,6pgc:1.1.1.44,0.0879848628193,gnd
1908,1.1.1.49,g6p,0.185688522541,Gluconate,0.583,0.758434636272,g6p:1.1.1.49,0.241565363728,g6pdh2r
1909,2.4.1.15,g6p,5.26782687643,Gluconate,0.583,0.0996440353327,g6p:2.4.1.15,0.900355964667,tre6ps
1910,2.6.1.16,g6p,16.0,Gluconate,0.583,0.0351564855575,g6p:2.6.1.16,0.964843514443,gf6pta
1911,5.3.1.9,g6p,0.28,Gluconate,0.583,0.675550405562,g6p:5.3.1.9,0.324449594438,pgi
1912,1.1.1.94,dhap,0.17,Gluconate,1.251,0.880365939479,dhap:1.1.1.94,0.119634060521,g3pd2
1913,4.1.2.17,dhap,54.7,Gluconate,1.251,0.0223588497078,dhap:4.1.2.17,0.977641150292,fclpa
1914,4.1.2.19,dhap,0.711378660898,Gluconate,1.251,0.637491644669,dhap:4.1.2.19,0.362508355331,rmpa
1915,4.2.3.3,dhap,0.501816593132,Gluconate,1.251,0.713708442116,dhap:4.2.3.3,0.286291557884,mgsa
1916,1.1.1.94,glyc3p,0.21,Gluconate,0.298,0.586614173228,glyc3p:1.1.1.94,0.413385826772,g3pd2
1917,2.3.1.15,glyc3p,0.391158559217,Gluconate,0.298,0.432411374733,glyc3p:2.3.1.15,0.567588625267,g3pat120
1918,2.7.8.5,glyc3p,0.32,Gluconate,0.298,0.482200647249,glyc3p:2.7.8.5,0.517799352751,pgsa120
1919,3.1.3.21,glyc3p,2.9,Gluconate,0.298,0.0931832395247,glyc3p:3.1.3.21,0.906816760475,g3pt
1920,1.17.4.1,atp,0.07,Gluconate,1.241,0.946605644546,atp:1.17.4.1,0.0533943554539,rndr1
1921,2.1.2.2,atp,0.0774,Gluconate,1.241,0.941292475728,atp:2.1.2.2,0.0587075242718,garft
1922,2.5.1.6,atp,0.0778395786217,Gluconate,1.241,0.940978736244,atp:2.5.1.6,0.059021263756,metat
1923,2.7.1.107,atp,1.07364350264,Gluconate,1.241,0.536151678902,atp:2.7.1.107,0.463848321098,dagk160
1924,2.7.1.11,atp,0.0508000513259,Gluconate,1.241,0.960674988924,atp:2.7.1.11,0.0393250110757,pfk
1925,2.7.1.12,atp,0.0743975806058,Gluconate,1.241,0.943440993276,atp:2.7.1.12,0.0565590067237,gnk
1926,2.7.1.148,atp,0.02,Gluconate,1.241,0.984139571768,atp:2.7.1.148,0.0158604282316,cdpmek
1927,2.7.1.16,atp,0.153845688374,Gluconate,1.241,0.889704151752,atp:2.7.1.16,0.110295848248,rbk_l1
1928,2.7.1.2,atp,1.37113092008,Gluconate,1.241,0.475091041747,atp:2.7.1.2,0.524908958253,hex1
1929,2.7.1.23,atp,0.758287544405,Gluconate,1.241,0.620721118117,atp:2.7.1.23,0.379278881883,nadk
1930,2.7.1.25,atp,0.01,Gluconate,1.241,0.992006394884,atp:2.7.1.25,0.00799360511591,adsk
1931,2.7.1.30,atp,0.0078,Gluconate,1.241,0.993754003844,atp:2.7.1.30,0.00624599615631,glyk
1932,2.7.1.33,atp,0.21607868937,Gluconate,1.241,0.851704172913,atp:2.7.1.33,0.148295827087,pntk
1933,2.7.1.39,atp,0.406201920232,Gluconate,1.241,0.753398830318,atp:2.7.1.39,0.246601169682,hsk
1934,2.7.1.49,atp,0.1431,Gluconate,1.241,0.896611516509,atp:2.7.1.49,0.103388483491,hmpk1
1935,2.7.1.56,atp,0.293179441776,Gluconate,1.241,0.808901466287,atp:2.7.1.56,0.191098533713,fruk
1936,2.7.1.59,atp,0.0112249721603,Gluconate,1.241,0.991035978031,atp:2.7.1.59,0.0089640219688,acgamk
1937,2.7.1.6,atp,2.36643191324,Gluconate,1.241,0.344012036775,atp:2.7.1.6,0.655987963225,galkr
1938,2.7.1.71,atp,0.16,Gluconate,1.241,0.8857958601,atp:2.7.1.71,0.1142041399,shkk
1939,2.7.1.73,atp,0.601747455333,Gluconate,1.241,0.673450936757,atp:2.7.1.73,0.326549063243,gsnk
1940,2.7.2.11,atp,0.736806299728,Gluconate,1.241,0.627462861338,atp:2.7.2.11,0.372537138662,glu5k
1941,2.7.2.4,atp,1.60078067845,Gluconate,1.241,0.436698021565,atp:2.7.2.4,0.563301978435,aspk
1942,2.7.2.8,atp,0.683277145225,Gluconate,1.241,0.644917496983,atp:2.7.2.8,0.355082503017,acgk
1943,2.7.4.16,atp,0.27,Gluconate,1.241,0.82131039047,atp:2.7.4.16,0.17868960953,tmpk
1944,2.7.4.25,atp,0.038,Gluconate,1.241,0.970289288507,atp:2.7.4.25,0.0297107114934,cytk1
1945,2.7.4.3,atp,0.0850220126159,Gluconate,1.241,0.935881899541,atp:2.7.4.3,0.0641181004591,adk1
1946,2.7.4.7,atp,0.193,Gluconate,1.241,0.865411436541,atp:2.7.4.7,0.134588563459,pmpk
1947,2.7.4.9,atp,0.219089023002,Gluconate,1.241,0.8499481747,atp:2.7.4.9,0.1500518253,dtmpk
1948,2.7.6.1,atp,0.023,Gluconate,1.241,0.981803797468,atp:2.7.6.1,0.0181962025316,prpps
1949,2.7.6.3,atp,0.0156390540219,Gluconate,1.241,0.987554855969,atp:2.7.6.3,0.0124451440307,hppk2
1950,2.7.7.18,atp,0.0291547594742,Gluconate,1.241,0.977046293566,atp:2.7.7.18,0.0229537064336,nmnat
1951,2.7.7.27,atp,0.628689062868,Gluconate,1.241,0.663746729147,atp:2.7.7.27,0.336253270853,glgc
1952,2.7.7.3,atp,0.22,Gluconate,1.241,0.849418206708,atp:2.7.7.3,0.150581793292,ptpati
1953,2.7.7.58,atp,1.12,Gluconate,1.241,0.525624735282,atp:2.7.7.58,0.474375264718,dhbs
1954,2.7.7.63,atp,0.00547905101272,Gluconate,1.241,0.995604377781,atp:2.7.7.63,0.00439562221946,lipatpt
1955,2.7.9.2,atp,0.028,Gluconate,1.241,0.977935382191,atp:2.7.9.2,0.0220646178093,pps
1956,2.7.9.3,atp,1.03923048454,Gluconate,1.241,0.544243228223,atp:2.7.9.3,0.455756771777,selnps
1957,3.1.3.5,atp,0.377182051535,Gluconate,1.241,0.766910001766,atp:3.1.3.5,0.233089998234,ntd10
1958,3.1.4.16,atp,0.18,Gluconate,1.241,0.873328641802,atp:3.1.4.16,0.126671358198,23pde2pp
1959,3.6.3.14,atp,0.116000843096,Gluconate,1.241,0.914516749428,atp:3.6.3.14,0.0854832505716,atps4rpp
1960,3.6.3.16,atp,0.161156826931,Gluconate,1.241,0.885065048477,atp:3.6.3.16,0.114934951523,aso3t8pp
1961,3.6.3.19,atp,0.148398113196,Gluconate,1.241,0.893192518554,atp:3.6.3.19,0.106807481446,maltabcpp
1962,3.6.3.27,atp,0.0239,Gluconate,1.241,0.98110522571,atp:3.6.3.27,0.0188947742905,piuabcpp
1963,3.6.3.31,atp,0.356914284197,Gluconate,1.241,0.776637403066,atp:3.6.3.31,0.223362596934,ptrcabcpp
1964,3.6.3.33,atp,0.0638827050147,Gluconate,1.241,0.951043335336,atp:3.6.3.33,0.0489566646636,cbl1abcpp
1965,3.6.3.5,atp,0.0139642400438,Gluconate,1.241,0.988872798445,atp:3.6.3.5,0.0111272015554,zn2abcpp
1966,3.6.3.54,atp,0.5,Gluconate,1.241,0.712808730615,atp:3.6.3.54,0.287191269385,cu1abcpp
1967,4.1.1.49,atp,0.06,Gluconate,1.241,0.953881629516,atp:4.1.1.49,0.0461183704842,ppck
1968,4.6.1.1,atp,0.348568501159,Gluconate,1.241,0.780715017374,atp:4.6.1.1,0.219284982626,adncyc
1969,6.1.1.1,atp,0.5,Gluconate,1.241,0.712808730615,atp:6.1.1.1,0.287191269385,tyrtrs
1970,6.1.1.10,atp,1.21224726372,Gluconate,1.241,0.505860138255,atp:6.1.1.10,0.494139861745,mettrs
1971,6.1.1.11,atp,6.8e-05,Gluconate,1.241,0.999945208482,atp:6.1.1.11,5.47915182729e-05,sertrs
1972,6.1.1.14,atp,0.0286513950266,Gluconate,1.241,0.977433652151,atp:6.1.1.14,0.0225663478486,glytrs
1973,6.1.1.15,atp,0.6,Gluconate,1.241,0.674090168387,atp:6.1.1.15,0.325909831613,protrs
1974,6.1.1.16,atp,0.266638881743,Gluconate,1.241,0.82314141339,atp:6.1.1.16,0.17685858661,cystrs
1975,6.1.1.18,atp,0.583589913459,Gluconate,1.241,0.680152833711,atp:6.1.1.18,0.319847166289,glntrs
1976,6.1.1.19,atp,1.30706525944,Gluconate,1.241,0.487036191636,atp:6.1.1.19,0.512963808364,argtrs
1977,6.1.1.2,atp,0.2,Gluconate,1.241,0.861207494795,atp:6.1.1.2,0.138792505205,trptrs
1978,6.1.1.20,atp,0.009,Gluconate,1.241,0.9928,atp:6.1.1.20,0.0072,phetrs
1979,6.1.1.21,atp,0.756919929083,Gluconate,1.241,0.621146013879,atp:6.1.1.21,0.378853986121,histrs
1980,6.1.1.22,atp,0.142407347178,Gluconate,1.241,0.897060437428,atp:6.1.1.22,0.102939562572,asntrs
1981,6.1.1.24,atp,0.62,Gluconate,1.241,0.666845781838,atp:6.1.1.24,0.333154218162,glutrs
1982,6.1.1.3,atp,0.267,Gluconate,1.241,0.822944297082,atp:6.1.1.3,0.177055702918,thrtrs
1983,6.1.1.4,atp,0.263569285988,Gluconate,1.241,0.824820772003,atp:6.1.1.4,0.175179227997,leutrs
1984,6.1.1.5,atp,0.0261231549777,Gluconate,1.241,0.979383886345,atp:6.1.1.5,0.0206161136548,iletrs
1985,6.1.1.6,atp,0.0527188146271,Gluconate,1.241,0.959250175516,atp:6.1.1.6,0.0407498244836,lystrs
1986,6.1.1.7,atp,0.088797522488,Gluconate,1.241,0.933224779723,atp:6.1.1.7,0.066775220277,alatrs
1987,6.1.1.9,atp,9.4,Gluconate,1.241,0.116624377408,atp:6.1.1.9,0.883375622592,valtrs
1988,6.2.1.20,atp,0.3,Gluconate,1.241,0.805321219987,atp:6.2.1.20,0.194678780013,aacps1
1989,6.2.1.26,atp,0.0735,Gluconate,1.241,0.944085203499,atp:6.2.1.26,0.0559147965006,sucbzl
1990,6.2.1.5,atp,0.0318590646441,Gluconate,1.241,0.974970469607,atp:6.2.1.5,0.0250295303927,sucoas
1991,6.3.1.1,atp,0.27,Gluconate,1.241,0.82131039047,atp:6.3.1.1,0.17868960953,asns2
1992,6.3.1.2,atp,0.2,Gluconate,1.241,0.861207494795,atp:6.3.1.2,0.138792505205,glns
1993,6.3.1.5,atp,0.2,Gluconate,1.241,0.861207494795,atp:6.3.1.5,0.138792505205,nads1
1994,6.3.2.1,atp,0.251589867848,Gluconate,1.241,0.83144072376,atp:6.3.2.1,0.16855927624,pants
1995,6.3.2.13,atp,0.62,Gluconate,1.241,0.666845781838,atp:6.3.2.13,0.333154218162,uaagds
1996,6.3.2.17,atp,0.19455709597,Gluconate,1.241,0.864472756593,atp:6.3.2.17,0.135527243407,dhfs
1997,6.3.2.2,atp,0.00283283622172,Gluconate,1.241,0.997722494423,atp:6.3.2.2,0.0022775055773,glucys
1998,6.3.2.4,atp,1.4,Gluconate,1.241,0.469897765998,atp:6.3.2.4,0.530102234002,alaalar
1999,6.3.2.8,atp,0.162781373341,Gluconate,1.241,0.884040794078,atp:6.3.2.8,0.115959205922,uamas
2000,6.3.2.9,atp,0.100349389634,Gluconate,1.241,0.925187732287,atp:6.3.2.9,0.0748122677133,uamags
2001,6.3.3.1,atp,0.073,Gluconate,1.241,0.944444444444,atp:6.3.3.1,0.0555555555556,prais
2002,6.3.3.3,atp,0.005,Gluconate,1.241,0.995987158909,atp:6.3.3.3,0.00401284109149,dbts
2003,6.3.4.18,atp,0.048,Gluconate,1.241,0.962761830877,atp:6.3.4.18,0.0372381691234,airc2
2004,6.3.4.2,atp,0.054,Gluconate,1.241,0.958301158301,atp:6.3.4.2,0.0416988416988,ctps2
2005,6.3.4.21,atp,0.4,Gluconate,1.241,0.756246191347,atp:6.3.4.21,0.243753808653,namnpp
2006,6.3.5.2,atp,0.21135106708,Gluconate,1.241,0.854476598757,atp:6.3.5.2,0.145523401243,gmps2
2007,6.3.5.4,atp,0.156092561918,Gluconate,1.241,0.888273285413,atp:6.3.5.4,0.111726714587,asns1
2008,6.3.5.5,atp,0.103057890319,Gluconate,1.241,0.92332332479,atp:6.3.5.5,0.0766766752096,cbps
2009,1.7.1.7,gmp,0.0229782505862,Gluconate,0.02,0.465351654086,gmp:1.7.1.7,0.534648345914,gmpr
2010,3.1.3.5,gmp,0.509901951359,Gluconate,0.02,0.0377428313836,gmp:3.1.3.5,0.962257168616,ntd10
2011,3.1.3.6,gmp,0.26,Gluconate,0.02,0.0714285714286,gmp:3.1.3.6,0.928571428571,3ntd2pp
2012,2.1.1.144,acon_c,34.4673758792,Gluconate,0.015,0.000435004828337,acon_c:2.1.1.144,0.999564995172,aconmt
2013,4.2.1.3,acon_c,0.0304630924235,Gluconate,0.015,0.329937960671,acon_c:4.2.1.3,0.670062039329,aconta
2014,2.1.1.144,cit,17.8745629317,Gluconate,0.61,0.0330005097904,cit:2.1.1.144,0.96699949021,aconmt
2015,4.1.3.6,cit,0.16,Gluconate,0.61,0.792207792208,cit:4.1.3.6,0.207792207792,citl
2016,4.2.1.3,cit,3.5721142199,Gluconate,0.61,0.145859239592,cit:4.2.1.3,0.854140760408,aconta
2017,2.2.1.1,s7p,4.0,Gluconate,0.151,0.0363767766803,s7p:2.2.1.1,0.96362322332,tkt1
2018,2.2.1.2,s7p,0.285,Gluconate,0.151,0.346330275229,s7p:2.2.1.2,0.653669724771,tala
2019,5.3.1.28,s7p,0.9,Gluconate,0.151,0.143672692674,s7p:5.3.1.28,0.856327307326,s7pi
2020,2.2.1.1,xu5p__d,0.16,Gluconate,0.303,0.654427645788,xu5p__d:2.2.1.1,0.345572354212,tkt1
2021,2.4.2.1,r1p,0.048579831206,Gluconate,0.004,0.0760747972798,r1p:2.4.2.1,0.92392520272,punp1
2022,5.4.2.7,r1p,0.043,Gluconate,0.004,0.0851063829787,r1p:5.4.2.7,0.914893617021,ppm2
2023,2.5.1.19,pep,0.073875129779,Gluconate,0.118,0.614983297397,pep:2.5.1.19,0.385016702603,pscvt
2024,2.5.1.54,pep,0.0492359384718,Gluconate,0.118,0.705589965161,pep:2.5.1.54,0.294410034839,ddpa
2025,2.5.1.55,pep,0.00556178721376,Gluconate,0.118,0.954987805379,pep:2.5.1.55,0.0450121946208,kdops
2026,2.5.1.7,pep,0.00560062668188,Gluconate,0.118,0.954687716137,pep:2.5.1.7,0.0453122838632,uagcvt
2027,4.1.1.31,pep,0.6,Gluconate,0.118,0.1643454039,pep:4.1.1.31,0.8356545961,ppc
2028,4.1.1.49,pep,0.360020574368,Gluconate,0.118,0.246851299562,pep:4.1.1.49,0.753148700438,ppck
2029,2.7.1.107,adp,1.0,Gluconate,0.639,0.389871873093,adp:2.7.1.107,0.610128126907,dagk160
2030,2.7.4.3,adp,0.09,Gluconate,0.639,0.876543209877,adp:2.7.4.3,0.123456790123,adk1
2031,3.1.3.5,adp,0.745120795576,Gluconate,0.639,0.46166490818,adp:3.1.3.5,0.53833509182,ntd10
2032,3.1.4.16,adp,0.19,Gluconate,0.639,0.770808202654,adp:3.1.4.16,0.229191797346,23pde2pp
2033,3.6.3.14,adp,0.1,Gluconate,0.639,0.864682002706,adp:3.6.3.14,0.135317997294,atps4rpp
2034,4.1.1.49,adp,0.05,Gluconate,0.639,0.927431059507,adp:4.1.1.49,0.0725689404935,ppck
2035,2.7.1.107,gtp,8.7,Gluconate,1.279,0.128169155226,gtp:2.7.1.107,0.871830844774,dagk160
2036,2.7.1.11,gtp,4.3,Gluconate,1.279,0.229252554221,gtp:2.7.1.11,0.770747445779,pfk
2037,2.7.4.25,gtp,0.64,Gluconate,1.279,0.666492965086,gtp:2.7.4.25,0.333507034914,cytk1
2038,3.1.5.1,gtp,0.15,Gluconate,1.279,0.895031490553,gtp:3.1.5.1,0.104968509447,ntptp1
2039,3.5.4.25,gtp,0.329180704061,Gluconate,1.279,0.79530863464,gtp:3.5.4.25,0.20469136536,gtpcii2
2040,3.6.1.19,gtp,1.0,Gluconate,1.279,0.561211057481,gtp:3.6.1.19,0.438788942519,ntpp1
2041,3.6.5.6,gtp,0.042,Gluconate,1.279,0.968205904618,gtp:3.6.5.6,0.0317940953823,ntp3
2042,6.3.4.4,gtp,0.0258542191565,Gluconate,1.279,0.980186124414,gtp:6.3.4.4,0.0198138755862,adss
2043,2.7.1.33,pnto__r,0.0368854504518,Gluconate,0.029,0.44015787706,pnto__r:2.7.1.33,0.55984212294,pntk
2044,3.1.3.11,fdp,0.00888426829289,Gluconate,1.147,0.992313877317,fdp:3.1.3.11,0.00768612268252,fbp
2045,3.1.3.7,fdp,1.17,Gluconate,1.147,0.495036685369,fdp:3.1.3.7,0.504963314631,bpnt
2046,4.1.2.13,fdp,0.174713559467,Gluconate,1.147,0.867812841734,fdp:4.1.2.13,0.132187158266,fba
2047,3.6.1.19,gdp,0.35,Gluconate,0.378,0.519230769231,gdp:3.6.1.19,0.480769230769,ntpp1
2048,4.1.3.1,succ,0.59,Gluconate,0.684,0.536891679749,succ:4.1.3.1,0.463108320251,icl
2049,6.2.1.5,succ,0.25,Gluconate,0.684,0.732334047109,succ:6.2.1.5,0.267665952891,sucoas
2050,4.2.1.2,fum,0.454231562374,Gluconate,0.543,0.54450743487,fum:4.2.1.2,0.45549256513,fum
2051,5.3.1.13,ru5p__d,0.361073775132,Gluconate,0.591,0.62075021436,ru5p__d:5.3.1.13,0.37924978564,a5piso
2052,1.1.1.140,f6p,0.568,Glucose,0.318,0.358916478555,f6p:1.1.1.140,0.641083521445,sbtpd
2053,2.2.1.1,f6p,1.1,Glucose,0.318,0.224259520451,f6p:2.2.1.1,0.775740479549,tkt1
2054,2.2.1.2,f6p,1.15336908402,Glucose,0.318,0.216125242438,f6p:2.2.1.2,0.783874757562,tala
2055,2.6.1.16,f6p,0.608829444704,Glucose,0.318,0.343105197852,f6p:2.6.1.16,0.656894802148,gf6pta
2056,2.7.1.11,f6p,0.0407616378371,Glucose,0.318,0.886382395613,f6p:2.7.1.11,0.113617604387,pfk
2057,3.5.99.6,f6p,1.7,Glucose,0.318,0.157581764123,f6p:3.5.99.6,0.842418235877,g6pda
2058,5.3.1.8,f6p,0.15,Glucose,0.318,0.679487179487,f6p:5.3.1.8,0.320512820513,man6pi
2059,5.3.1.9,f6p,0.171464281995,Glucose,0.318,0.649689899136,f6p:5.3.1.9,0.350310100864,pgi
2060,1.1.1.205,imp,0.0217548542475,Glucose,1.994,0.989207589305,imp:1.1.1.205,0.010792410695,impd
2061,3.1.3.5,imp,0.66,Glucose,1.994,0.75131876413,imp:3.1.3.5,0.24868123587,ntd10
2062,6.3.4.4,imp,0.0347218297492,Glucose,1.994,0.982884873993,imp:6.3.4.4,0.017115126007,adss
2063,1.1.1.290,akg,0.093,Glucose,0.263,0.738764044944,akg:1.1.1.290,0.261235955056,perd
2064,1.1.1.95,akg,0.0607947366143,Glucose,0.263,0.812242974515,akg:1.1.1.95,0.187757025485,pgcd
2065,1.14.11.17,akg,0.0158655010498,Glucose,0.263,0.943106978131,akg:1.14.11.17,0.0568930218692,taudo
2066,1.4.1.13,akg,0.0374939158528,Glucose,0.263,0.875225707161,akg:1.4.1.13,0.124774292839,glusy
2067,1.4.1.4,akg,3.55791610907,Glucose,0.263,0.0688316603904,akg:1.4.1.4,0.93116833961,gludy
2068,2.2.1.9,akg,1.5,Glucose,0.263,0.149177538287,akg:2.2.1.9,0.850822461713,sephchcs
2069,2.6.1.1,akg,0.215827708975,Glucose,0.263,0.54925810489,akg:2.6.1.1,0.45074189511,aspta
2070,2.6.1.11,akg,2.5,Glucose,0.263,0.0951863916033,akg:2.6.1.11,0.904813608397,acota
2071,2.6.1.19,akg,1.07,Glucose,0.263,0.197299324831,akg:2.6.1.19,0.802700675169,abta
2072,2.6.1.29,akg,0.88,Glucose,0.263,0.23009623797,akg:2.6.1.29,0.76990376203,spmdat2
2073,2.6.1.42,akg,1.02088376734,Glucose,0.263,0.204847203999,akg:2.6.1.42,0.795152796001,ileta
2074,2.6.1.82,akg,19.0,Glucose,0.263,0.0136531173753,akg:2.6.1.82,0.986346882625,ptrcta
2075,1.1.1.37,mal__l,2.6,Glucose,2.152,0.452861952862,mal__l:1.1.1.37,0.547138047138,mdh
2076,1.1.1.40,mal__l,3.41,Glucose,2.152,0.386911183028,mal__l:1.1.1.40,0.613088816972,me2
2077,4.2.1.2,mal__l,0.272864188864,Glucose,2.152,0.887472382941,mal__l:4.2.1.2,0.112527617059,fum
2078,1.1.1.44,6pgc,0.093,Glucose,0.384,0.805031446541,6pgc:1.1.1.44,0.194968553459,gnd
2079,1.1.1.49,g6p,0.185688522541,Glucose,0.987,0.841655717633,g6p:1.1.1.49,0.158344282367,g6pdh2r
2080,2.4.1.15,g6p,5.26782687643,Glucose,0.987,0.157798132466,g6p:2.4.1.15,0.842201867534,tre6ps
2081,2.6.1.16,g6p,16.0,Glucose,0.987,0.0581032554306,g6p:2.6.1.16,0.941896744569,gf6pta
2082,5.3.1.9,g6p,0.28,Glucose,0.987,0.779005524862,g6p:5.3.1.9,0.220994475138,pgi
2083,1.1.1.94,dhap,0.17,Glucose,0.928,0.845173041894,dhap:1.1.1.94,0.154826958106,g3pd2
2084,4.1.2.17,dhap,54.7,Glucose,0.928,0.0166822463508,dhap:4.1.2.17,0.983317753649,fclpa
2085,4.1.2.19,dhap,0.711378660898,Glucose,0.928,0.566068122109,dhap:4.1.2.19,0.433931877891,rmpa
2086,4.2.3.3,dhap,0.501816593132,Glucose,0.928,0.649034291851,dhap:4.2.3.3,0.350965708149,mgsa
2087,1.1.1.94,glyc3p,0.21,Glucose,0.3,0.588235294118,glyc3p:1.1.1.94,0.411764705882,g3pd2
2088,2.3.1.15,glyc3p,0.391158559217,Glucose,0.3,0.434053801402,glyc3p:2.3.1.15,0.565946198598,g3pat120
2089,2.7.8.5,glyc3p,0.32,Glucose,0.3,0.483870967742,glyc3p:2.7.8.5,0.516129032258,pgsa120
2090,3.1.3.21,glyc3p,2.9,Glucose,0.3,0.09375,glyc3p:3.1.3.21,0.90625,g3pt
2091,1.17.4.1,atp,0.07,Glucose,1.311,0.949312092686,atp:1.17.4.1,0.0506879073135,rndr1
2092,2.1.2.2,atp,0.0774,Glucose,1.311,0.944252376837,atp:2.1.2.2,0.0557476231634,garft
2093,2.5.1.6,atp,0.0778395786217,Glucose,1.311,0.943953513552,atp:2.5.1.6,0.056046486448,metat
2094,2.7.1.107,atp,1.07364350264,Glucose,1.311,0.549767711001,atp:2.7.1.107,0.450232288999,dagk160
2095,2.7.1.11,atp,0.0508000513259,Glucose,1.311,0.96269639491,atp:2.7.1.11,0.0373036050898,pfk
2096,2.7.1.12,atp,0.0743975806058,Glucose,1.311,0.94629875088,atp:2.7.1.12,0.0537012491196,gnk
2097,2.7.1.148,atp,0.02,Glucose,1.311,0.984973703982,atp:2.7.1.148,0.015026296018,cdpmek
2098,2.7.1.16,atp,0.153845688374,Glucose,1.311,0.894974815713,atp:2.7.1.16,0.105025184287,rbk_l1
