,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,Organisms,DeltaEntropy
ki:3.1.1.3:19,ki,"('3.1.1.3', '19')",3.1.1.3,19,Cu2+,19,0.264921166843,Bacteria:11;Animalia:5;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650524;650654;650660;651018;652958;653521;677300;680528;681482;682616;690670;691471;692254;692415;692424;715206;716567;729064;80838,19,Pseudomonas mendocina;Pseudomonas aeruginosa;Cephaloleia presignis;Geobacillus thermoleovorans;Geobacillus stearothermophilus;Oryza sativa;Bacillus subtilis;Bacillus megaterium;Serratia marcescens;Bacillus cereus;Liza parsia;Todarodes pacificus;Pseudoalteromonas haloplanktis;Lymantria dispar;Bacillus licheniformis;Candida albicans;Olea europaea;Cupriavidus necator;Oryctolagus cuniculus,0.0598576279121
ki:3.1.1.3:21,ki,"('3.1.1.3', '21')",3.1.1.3,21,EDTA,19,0.183385437191,Bacteria:15;Plantae:2;Animalia:1;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650348;650524;651018;653738;664236;665576;677300;677702;679885;681482;682643;682646;690670;692254;692424;713783;715206;716567;729064,19,Staphylococcus warneri;Pseudomonas mendocina;Geobacillus thermoleovorans;Geobacillus stearothermophilus;Pseudomonas aeruginosa;Ricinus communis;Bacillus subtilis;Thermosyntropha lipolytica;Bacillus megaterium;Serratia marcescens;Bacillus coagulans;Staphylococcus xylosus;Liza parsia;Pseudoalteromonas haloplanktis;Bacillus licheniformis;Acinetobacter baylyi;Candida albicans;Olea europaea;Cupriavidus necator,-0.0216781017403
ki:3.1.1.3:23,ki,"('3.1.1.3', '23')",3.1.1.3,23,Co2+,13,0.178653683236,Bacteria:11;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,651018;652958;665729;666830;677300;680528;682616;691471;692254;692424;694933;716567;80829,13,Geobacillus thermoleovorans;Geobacillus stearothermophilus;Mycobacterium tuberculosis;Bacillus coagulans;Bacillus subtilis;Bacillus megaterium;Bacillus cereus;Todarodes pacificus;Pseudoalteromonas haloplanktis;Bacillus licheniformis;Serratia marcescens;Olea europaea;Pseudomonas fragi,-0.0264098556949
ki:3.1.1.3:25,ki,"('3.1.1.3', '25')",3.1.1.3,25,Fe2+,14,0.276823904145,Bacteria:9;Animalia:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650654;650660;651018;652958;692415;692424;694933;713783;715063;715206;715393;729064;80829,13,Pseudomonas aeruginosa;Cephaloleia presignis;Geobacillus thermoleovorans;Geobacillus stearothermophilus;Lymantria dispar;Bacillus licheniformis;Serratia marcescens;Acinetobacter baylyi;Macruronus novaezelandiae;Oncorhynchus tshawytscha;Candida albicans;Pseudomonas mendocina;Cupriavidus necator;Pseudomonas fragi,0.0717603652142
ki:3.1.1.3:257,ki,"('3.1.1.3', '257')",3.1.1.3,257,phenylmethylsulfonyl fluoride,11,0.29055638623,Animalia:5;Bacteria:4;Archaea:1;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,692254;692415;692424;694965;714501;715063;715206;80828;80838;80862,10,Pseudoalteromonas haloplanktis;Lymantria dispar;Bacillus licheniformis;Pyrococcus furiosus;Amycolatopsis mediterranei;Macruronus novaezelandiae;Oncorhynchus tshawytscha;Candida albicans;Acinetobacter calcoaceticus;Oryctolagus cuniculus;Sus scrofa,0.085492847299
ki:3.1.1.3:33,ki,"('3.1.1.3', '33')",3.1.1.3,33,Hg2+,17,0.238861785348,Bacteria:11;Animalia:4;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650524;650654;651018;652958;679885;690670;691471;692254;692424;713783;714501;715063;715206;716567;80828;80829,16,Pseudomonas mendocina;Pseudomonas aeruginosa;Geobacillus thermoleovorans;Geobacillus stearothermophilus;Bacillus megaterium;Liza parsia;Todarodes pacificus;Pseudoalteromonas haloplanktis;Bacillus licheniformis;Acinetobacter baylyi;Amycolatopsis mediterranei;Macruronus novaezelandiae;Oncorhynchus tshawytscha;Candida albicans;Olea europaea;Acinetobacter calcoaceticus;Pseudomonas fragi,0.0337982464172
ki:3.1.1.3:6,ki,"('3.1.1.3', '6')",3.1.1.3,6,Mg2+,13,0.289246911086,Bacteria:7;Animalia:3;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,651018;652958;653521;665729;680948;681482;682616;691471;692254;715063;715206;716567,12,Geobacillus thermoleovorans;Geobacillus stearothermophilus;Oryza sativa;Mycobacterium tuberculosis;Pseudomonas aeruginosa;Serratia marcescens;Bacillus cereus;Todarodes pacificus;Pseudoalteromonas haloplanktis;Macruronus novaezelandiae;Oncorhynchus tshawytscha;Candida albicans;Olea europaea,0.0841833721551
ki:3.1.1.3:61,ki,"('3.1.1.3', '61')",3.1.1.3,61,Triton X-100,17,0.278766496024,Bacteria:9;Animalia:5;Fungi:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,653738;653758;665729;677808;679885;680279;682607;690508;694532;694933;713783;715063;715206;715393;716527;80849,16,Geobacillus stearothermophilus;Geobacillus thermocatenulatus;Mycobacterium tuberculosis;Gallus gallus;Bacillus megaterium;Candida rugosa;Pseudomonas aeruginosa;Bacillus cereus;Testudo graeca nabeulensis;Serratia marcescens;Acinetobacter baylyi;Macruronus novaezelandiae;Oncorhynchus tshawytscha;Candida albicans;Pseudomonas mendocina;Carica papaya;Rattus norvegicus,0.0737029570929
ki:3.1.1.3:70,ki,"('3.1.1.3', '70')",3.1.1.3,70,Fe3+,11,0.253182463825,Bacteria:8;Animalia:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.205063538931,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650524;650654;650660;690508;692254;692415;694933;715206;80829;80841,10,Pseudomonas mendocina;Pseudomonas aeruginosa;Pseudomonas pseudoalcaligenes;Cephaloleia presignis;Bacillus cereus;Pseudoalteromonas haloplanktis;Lymantria dispar;Serratia marcescens;Candida albicans;Pseudomonas fragi;Pseudomonas fluorescens,0.0481189248937
ki:3.1.1.4:21,ki,"('3.1.1.4', '21')",3.1.1.4,21,EDTA,13,0.229030675793,Animalia:10;Plantae:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.4#INHIBITORS,0.0744837237908,Animalia:614;Bacteria:25;Plantae:11;Archaea:6,"133888,133892;133892,133928,133931;133897;133907;133909;133928,133931;653099;666221;679198;679567;716965;729336;729817",13,Homo sapiens;Oryctolagus cuniculus;Apis mellifera;Pectobacterium carotovorum;Rattus norvegicus;Sus scrofa;Pagrus major;Nicotiana tabacum;Arabidopsis thaliana;Patiria pectinifera;Daboia russelii;Crotalus durissus terrificus;Dasyatis pastinaca,0.154546952003
ki:3.1.1.7:1207,ki,"('3.1.1.7', '1207')",3.1.1.7,1207,physostigmine,11,0.152318048675,Animalia:10;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.7#INHIBITORS,0.0234135238657,Animalia:1479;Plantae:12,114131;114141;114176;114179;114180;114181;114182;114188;653355;679339;710250,11,Rhyzopertha dominica;Pisum sativum;Eledone moschata;Ovis aries;Walterinnesia aegyptia;Electrophorus electricus;Dendrobaena veneta;Bos taurus;Homo sapiens;Lytechinus variegatus;Rattus norvegicus,0.128904524809
ki:3.1.1.7:1363,ki,"('3.1.1.7', '1363')",3.1.1.7,1363,BW284c51,19,0.0,Animalia:19,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.7#INHIBITORS,0.0234135238657,Animalia:1479;Plantae:12,665263;666232;666286;666973;679339;679345;682923;691018;692696;694975;708730;713976;715182;715185;729761;730148;730711,17,Bactrocera dorsalis;Oreochromis niloticus;Schistosoma mansoni;Mus musculus;Lytechinus variegatus;Eisenia andrei;Gammarus pulex;Torpedo californica;Branchiostoma floridae;Cyprinus carpio;Anopheles gambiae;Liposcelis entomophila;Homo sapiens;Blattella germanica;Colossoma macropomum;Rachycentron canadum;Rhopalosiphum padi;Sitobion avenae;Apis mellifera,-0.0234135238657
ki:3.1.1.7:228,ki,"('3.1.1.7', '228')",3.1.1.7,228,Paraoxon,17,0.0,Animalia:17,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.7#INHIBITORS,0.0234135238657,Animalia:1479;Plantae:12,"114186,653710,691408;650832;653992;653994;665325;678092;678404;679339;695200,730995;707691,707743;708730;715185;716986;730711;730995",15,Mytilus galloprovincialis;Mus musculus;Rattus norvegicus;Liposcelis bostrychophila;Liposcelis entomophila;Homo sapiens;Bungarus fasciatus;Lytechinus variegatus;Drosophila melanogaster;Electrophorus electricus;Anopheles gambiae;Blattella germanica;Stomoxys calcitrans;Apis mellifera;Cavia porcellus;Oryctolagus cuniculus;Sus scrofa,-0.0234135238657
ki:3.1.1.7:5271,ki,"('3.1.1.7', '5271')",3.1.1.7,5271,edrophonium,10,0.0,Animalia:10,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.7#INHIBITORS,0.0234135238657,Animalia:1479;Plantae:12,114132;114176;114182;649716;652194;691018;692696;694975;709593;713804,10,Myxine glutinosa;Eledone moschata;Dendrobaena veneta;Homo sapiens;Mus musculus;Torpedo californica;Branchiostoma floridae;Cyprinus carpio;Electrophorus electricus;Ovis aries,-0.0234135238657
ki:3.1.1.7:803,ki,"('3.1.1.7', '803')",3.1.1.7,803,eserine,19,0.0,Animalia:19,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.7#INHIBITORS,0.0234135238657,Animalia:1479;Plantae:12,"649499;650832;653108;663748;665263;666232,729761;666286;679345;681725;708730;709593;715185;716986;729091;729761;730148;730711",17,Aphis gossypii;Mytilus galloprovincialis;Mytilus edulis;Palaemon serratus;Bactrocera dorsalis;Schistosoma mansoni;Eisenia andrei;Mus musculus;Anopheles gambiae;Electrophorus electricus;Blattella germanica;Stomoxys calcitrans;Cichla ocellaris;Colossoma macropomum;Oreochromis niloticus;Rachycentron canadum;Rhopalosiphum padi;Sitobion avenae;Apis mellifera,-0.0234135238657
ki:3.1.1.8:803,ki,"('3.1.1.8', '803')",3.1.1.8,803,eserine,16,0.0,Animalia:16,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.8#INHIBITORS,0.0441698428833,Animalia:1110;Plantae:14;Bacteria:14,"664579;666232;679238;679334;679344,679345;681725;681741;682916;692056;714777",10,Homo sapiens;Oreochromis niloticus;Potamopyrgus antipodarum;Valvata piscinalis;Aporrectodea caliginosa;Aporrectodea rosea;Lumbricus castaneus;Lumbricus terrestris;Eisenia andrei;Mus musculus;Pseudopleuronectes yokohamae;Biomphalaria glabrata;Lumbriculus variegatus;Parophrys vetulus;Pleuronichthys verticalis;Anguilla anguilla,-0.0441698428833
ki:3.1.21.1:173,ki,"('3.1.21.1', '173')",3.1.21.1,173,EGTA,10,0.213010619883,Animalia:8;Fungi:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.21.1#INHIBITORS,0.202853588092,Animalia:81;Bacteria:17;Plantae:6;Fungi:5,"134200;134200,663963;134206;134220;134224;649569;650354;651811;664154;679337",10,Homo sapiens;Corynebacterium diphtheriae;Bos taurus;Physarum polycephalum;Rattus norvegicus;Sus scrofa;Canis lupus familiaris;Mus musculus;Oryctolagus cuniculus;Equus caballus,0.0101570317916
ki:3.1.21.1:21,ki,"('3.1.21.1', '21')",3.1.21.1,21,EDTA,14,0.223833166492,Animalia:10;Bacteria:2;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.21.1#INHIBITORS,0.202853588092,Animalia:81;Bacteria:17;Plantae:6;Fungi:5,134206;134215;134224;134225;650354;651802;651811;653014;654026;663963;664154;666780;679337,13,Corynebacterium diphtheriae;Bos taurus;Physarum polycephalum;Homo sapiens;Sus scrofa;Cyprinus carpio;Canis lupus familiaris;Lens culinaris;Coturnix japonica;Mus musculus;Rattus norvegicus;Oryctolagus cuniculus;Streptomyces thermovulgaris;Equus caballus,0.0209795784002
ki:3.1.3.1:14,ki,"('3.1.3.1', '14')",3.1.3.1,14,Zn2+,12,0.285927097357,Animalia:5;Bacteria:5;Fungi:1;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.1#INHIBITORS,0.141960004042,Animalia:244;Bacteria:57;Fungi:20;Chromista:6;Archaea:5;Plantae:1,650882;652838;652967;654022;666229;677294;677550;703848;730309;94575;94617;94621,12,Scrobicularia plana;Escherichia coli;Walterinnesia aegyptia;Saccharomyces cerevisiae;Cobetia marina;Thermus thermophilus;Gallus gallus;Burkholderia cenocepacia;Phaeodactylum tricornutum;Homo sapiens;Prevotella intermedia;Rattus norvegicus,0.143967093314
ki:3.1.3.1:16,ki,"('3.1.3.1', '16')",3.1.3.1,16,phosphate,11,0.335528294729,Animalia:4;Bacteria:3;Fungi:2;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.1#INHIBITORS,0.141960004042,Animalia:244;Bacteria:57;Fungi:20;Chromista:6;Archaea:5;Plantae:1,"651349;652967;654022;679802,680200,692734,94572,94580;713744;715753;715915;727721;94596;94603,94616;94613",11,Serratia marcescens;Walterinnesia aegyptia;Saccharomyces cerevisiae;Bos taurus;Daphnia magna;Halobacterium salinarum;Haloarcula marismortui;Escherichia coli;Lysobacter enzymogenes;Debaryomyces hansenii;Homo sapiens,0.193568290686
ki:3.1.3.1:21,ki,"('3.1.3.1', '21')",3.1.3.1,21,EDTA,16,0.25993019271,Bacteria:8;Animalia:4;Fungi:2;Chromista:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.1#INHIBITORS,0.141960004042,Animalia:244;Bacteria:57;Fungi:20;Chromista:6;Archaea:5;Plantae:1,"652967;653130;653801;654022;679902;690500;692059;716980;721907;730309;94572,94580;94596;94604;94609;94613;94617",16,Walterinnesia aegyptia;Thermotoga neapolitana;Thermotoga maritima;Saccharomyces cerevisiae;Pasteurella multocida;Geobacillus thermodenitrificans;Camelus bactrianus;Geobacillus caldoxylosilyticus;Pyrococcus furiosus;Phaeodactylum tricornutum;Escherichia coli;Lysobacter enzymogenes;Eledone cirrhosa;Homo sapiens;Debaryomyces hansenii;Prevotella intermedia,0.117970188668
ki:3.1.3.11:15,ki,"('3.1.3.11', '15')",3.1.3.11,15,Ca2+,10,0.299315241619,Animalia:6;Plantae:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11#INHIBITORS,0.151912631095,Animalia:468;Bacteria:69;Plantae:34;Archaea:13;Fungi:11,"170735;170736,170754;170753;170757;170784;653727;664944;682776;722624;730360",10,Spinacia oleracea;Mus musculus;Bombus terrestris;Rattus norvegicus;Brassica napus;Triticum aestivum;Oryctolagus cuniculus;Homo sapiens;Archaeoglobus fulgidus;Clonorchis sinensis,0.147402610524
ki:3.1.3.11:295,ki,"('3.1.3.11', '295')",3.1.3.11,295,"fructose 1,6-diphosphate",10,0.213010619883,Animalia:8;Bacteria:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11#INHIBITORS,0.151912631095,Animalia:468;Bacteria:69;Plantae:34;Archaea:13;Fungi:11,170730;170753;170761;170763;170767;170772;170778;170788;170798;170807,10,Escherichia coli;Mus musculus;Sus scrofa;Bos taurus;Meleagris gallopavo;Oryctolagus cuniculus;Rattus norvegicus;Homo sapiens;Spinacia oleracea;Struthio camelus,0.0610979887882
ki:3.1.3.11:30,ki,"('3.1.3.11', '30')",3.1.3.11,30,AMP,21,0.295580980978,Animalia:11;Bacteria:5;Plantae:3;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11#INHIBITORS,0.151912631095,Animalia:468;Bacteria:69;Plantae:34;Archaea:13;Fungi:11,"170718;170719;170721;170722;170723;170727;170730;170731;170733;170737,170740,170741,170762,170765,170772,170782,170806,679849;170741;170742;170748;170751;170758;170806;170807;653554;653763;680709;730360",21,Mus musculus;Saccharomyces cerevisiae;Bos taurus;Peltigera rufescens;Rattus norvegicus;Ricinus communis;Escherichia coli;Sus scrofa;Bacillus licheniformis;Gallus gallus;Meleagris gallopavo;Rhodococcus opacus;Bacillus subtilis;Homo sapiens;Ovis aries;Struthio camelus;Oryza sativa;Pisum sativum;Oryctolagus cuniculus;Salmonella enterica;Clonorchis sinensis,0.143668349882
ki:3.1.3.16:720,ki,"('3.1.3.16', '720')",3.1.3.16,720,okadaic acid,16,0.278347953904,Animalia:6;Plantae:5;Archaea:3;Fungi:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16#INHIBITORS,0.179546291369,Animalia:245;Plantae:46;Archaea:27;Fungi:11;Bacteria:7,134659;134664;134676;134677;134682;654336;654798;654818;655411;655436;657061;664705;679081;680577;725966;727733,16,Bos taurus;Rattus norvegicus;Pseudomonas aeruginosa;Methanosarcina thermophila;Psophocarpus tetragonolobus;Drosophila melanogaster;Zea mays;Arabidopsis thaliana;Oryctolagus cuniculus;Saccharomyces cerevisiae;Solanum lycopersicum;Mus musculus;Xenopus laevis;Tulipa gesneriana;Sulfolobus acidocaldarius;Pyrodictium abyssi,0.098801662535
ki:3.1.3.2:14,ki,"('3.1.3.2', '14')",3.1.3.2,14,Zn2+,22,0.245711902682,Plantae:14;Animalia:5;Bacteria:2;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,134688;134691;134695;134711;134713;134728;134733;134754;134771;134783;134787;134803;651143;665856;666552;666650;677425;679526;682408;714280;715888;730799,22,Bos taurus;Hordeum vulgare;Homo sapiens;Rattus norvegicus;Secale cereale;Oryctolagus cuniculus;Ipomoea batatas;Xenopus laevis;Triticum aestivum;Francisella tularensis;Lupinus luteus;Lens culinaris;Solanum lycopersicum;Amoeba proteus;Beta vulgaris;Phaseolus vulgaris;Arachis hypogaea;Cucumis sativus;Arabidopsis thaliana;Euphorbia characias;Helicobacter pylori;Vigna aconitifolia,-0.00301988906673
ki:3.1.3.2:16,ki,"('3.1.3.2', '16')",3.1.3.2,16,phosphate,27,0.284118645783,Plantae:15;Animalia:6;Bacteria:4;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134691;134704,652633;134710;134716,134719,134741,134750;134722,134750;134733;134739,134750;134746;134750;134750,134768;134750,134787;134752;134754;134756;134771;134803;651143;653439;665279;666672;680376;682438;717266;729451;729509",26,Bos taurus;Hordeum vulgare;Asclepias curassavica;Ipomoea batatas;Paracoccus denitrificans;Drosophila melanogaster;Homo sapiens;Nicotiana tabacum;Rattus norvegicus;Acidithiobacillus thiooxidans;Xenopus laevis;Candida albicans;Staphylococcus aureus;Triticum aestivum;Lupinus luteus;Lens culinaris;Solanum lycopersicum;Glycine max;Arabidopsis thaliana;Landoltia punctata;Corylus avellana;Phaseolus vulgaris;Sus scrofa;Zea mays;Saccharomyces cerevisiae;Vigna aconitifolia;Burkholderia gladioli,0.0353868540352
ki:3.1.3.2:174,ki,"('3.1.3.2', '174')",3.1.3.2,174,F-,23,0.250628791793,Plantae:11;Animalia:7;Bacteria:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688,134750;134691;134695;134703;134708;134720;134723,134733;134729;134731,134750;134736;134739,134750;134742,134750;134743;134750,134768;134750,134787;134752;134754;134756;134800;134803;651143,651405;653439;729451",23,Hordeum vulgare;Homo sapiens;Rattus norvegicus;Zea mays;Tetrahymena pyriformis;Sus scrofa;Ipomoea batatas;Sorghum bicolor;Oryctolagus cuniculus;Bos taurus;Drosophila melanogaster;Escherichia coli;Nicotiana tabacum;Acidithiobacillus thiooxidans;Xenopus laevis;Candida albicans;Staphylococcus aureus;Lupinus luteus;Brassica nigra;Lens culinaris;Solanum lycopersicum;Arabidopsis thaliana;Vigna aconitifolia,0.00189700004471
ki:3.1.3.2:19,ki,"('3.1.3.2', '19')",3.1.3.2,19,Cu2+,17,0.238861785348,Plantae:11;Animalia:4;Fungi:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134698;134703;134710;134713;134733;134750,134762;134754;134756;134771,134801;134783;649343;651143;666552;666650;677425;682408;729451",17,Homo sapiens;Rattus norvegicus;Asclepias curassavica;Secale cereale;Ipomoea batatas;Xenopus laevis;Candida albicans;Bos taurus;Francisella tularensis;Triticum aestivum;Allium sativum;Solanum lycopersicum;Beta vulgaris;Phaseolus vulgaris;Arachis hypogaea;Arabidopsis thaliana;Vigna aconitifolia,-0.00987000639986
ki:3.1.3.2:21,ki,"('3.1.3.2', '21')",3.1.3.2,21,EDTA,15,0.334948570071,Plantae:5;Animalia:4;Bacteria:4;Protozoa:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134695,134744,134776;134723;134754;134768;134786;651143;651546;653949;664223;665856;677425;682924;702777;713973;730629",15,Ipomoea batatas;Xenopus laevis;Staphylococcus aureus;Homo sapiens;Rattus norvegicus;Solanum lycopersicum;Entamoeba histolytica;Streptococcus equi;Escherichia coli;Amoeba proteus;Arachis hypogaea;Parawixia bistriata;Thermus thermophilus;Vigna mungo;Nicotiana tabacum,0.0862167783231
ki:3.1.3.2:233,ki,"('3.1.3.2', '233')",3.1.3.2,233,vanadate,14,0.344867077637,Plantae:7;Animalia:4;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,134688;134783;651405;653439;664939;665560;666552;666672;680994;691171;694602;701794;714280;729509,14,Bos taurus;Francisella tularensis;Solanum lycopersicum;Arabidopsis thaliana;Homo sapiens;Phaseolus vulgaris;Beta vulgaris;Corylus avellana;Sus scrofa;Labeo rohita;Nicotiana tabacum;Clostridium perfringens;Euphorbia characias;Burkholderia gladioli,0.0961352858884
ki:3.1.3.2:33,ki,"('3.1.3.2', '33')",3.1.3.2,33,Hg2+,21,0.255835491246,Plantae:10;Animalia:6;Bacteria:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134691;134708;134710;134713;134720;134732,134762,134765;134733;134736;134743;134754;134756;134768;134776;134783;134786;134801;650882;666650;679237;679526;701794",21,Hordeum vulgare;Zea mays;Asclepias curassavica;Secale cereale;Tetrahymena pyriformis;Ipomoea batatas;Sorghum bicolor;Oryctolagus cuniculus;Xenopus laevis;Candida albicans;Bos taurus;Staphylococcus aureus;Homo sapiens;Francisella tularensis;Rattus norvegicus;Triticum aestivum;Scrobicularia plana;Phaseolus vulgaris;Selenastrum capricornutum;Cucumis sativus;Clostridium perfringens,0.00710369949816
ki:3.1.3.2:509,ki,"('3.1.3.2', '509')",3.1.3.2,509,molybdate,25,0.273744933551,Plantae:15;Animalia:4;Bacteria:4;Protozoa:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134691;134695,134716,134750,134776;134710;134711;134720;134736;134742,134750,694602;134750,134768;134750,134787;134752;134783;134800;134801;651405;652633;653409;653439;665209;665560;666552;691171;701794;714280;730799",25,Bos taurus;Hordeum vulgare;Asclepias curassavica;Rattus norvegicus;Tetrahymena pyriformis;Sorghum bicolor;Acidithiobacillus thiooxidans;Staphylococcus aureus;Homo sapiens;Francisella tularensis;Lupinus luteus;Brassica nigra;Triticum aestivum;Solanum lycopersicum;Glycine max;Entamoeba histolytica;Arabidopsis thaliana;Hypericum perforatum;Phaseolus vulgaris;Beta vulgaris;Labeo rohita;Nicotiana tabacum;Clostridium perfringens;Euphorbia characias;Vigna aconitifolia,0.0250131418026
ki:3.1.3.2:762,ki,"('3.1.3.2', '762')",3.1.3.2,762,Tartrate,13,0.333139221207,Animalia:8;Bacteria:5,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.248731791748,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134690,134719,134726,134738,134741,134744;134703;134717;134728;134731,134750;134739;134752;134754;134768;134783;691171;701794",13,Bos taurus;Rattus norvegicus;Gallus gallus;Oryctolagus cuniculus;Drosophila melanogaster;Homo sapiens;Escherichia coli;Acidithiobacillus thiooxidans;Xenopus laevis;Staphylococcus aureus;Francisella tularensis;Labeo rohita;Clostridium perfringens,0.084407429459
ki:3.1.3.25:152,ki,"('3.1.3.25', '152')",3.1.3.25,152,Li+,18,0.287149408714,Animalia:6;Bacteria:6;Plantae:3;Archaea:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.25#INHIBITORS,0.246533654495,Animalia:71;Bacteria:24;Plantae:20;Archaea:14;Fungi:2,"114217;114219;114232;114237;114238;114244;649506;649614,653266;649723;649972;650150;663506;678426;680880;694700;722624;729719;729804",18,Rattus norvegicus;Lilium longiflorum;Methanocaldococcus jannaschii;Thermotoga maritima;Homo sapiens;Sus scrofa;Rhizobium leguminosarum;Mycobacterium smegmatis;Escherichia coli;Mycobacterium tuberculosis;Saccharomyces cerevisiae;Bos taurus;Glycine max;Mus musculus;Hordeum vulgare;Archaeoglobus fulgidus;Staphylococcus aureus;Caenorhabditis elegans,0.0406157542191
ki:3.1.3.26:14,ki,"('3.1.3.26', '14')",3.1.3.26,14,Zn2+,14,0.330760658284,Plantae:7;Bacteria:5;Animalia:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.26#INHIBITORS,0.252438183718,Plantae:112;Bacteria:43;Animalia:8,"650693;651559;677944;679385;682314;693595;94778,94800;94779;94781;94785;94789;94803;94804",13,Citrobacter braakii;Lupinus albus;Yersinia intermedia;Citrobacter amalonaticus;Hordeum vulgare;Triticum aestivum;Pectobacterium wasabiae;Secale cereale;Escherichia coli;Glycine max;Vicia faba;Zea mays;Rattus norvegicus;Homo sapiens,0.078322474566
