,EC_number,Compound,Organism_inh,Organism_act
4485,5.3.4.1,Acrolein,1.0,0.0
4486,5.3.4.1,N-Ethylmaleimide,1.0,0.0
4487,5.3.99.5,Zinc cation,1.0,0.0
4488,5.4.2.11,Phytic acid,2.0,0.0
4489,5.4.2.2,D-Mannose 1-phosphate,1.0,0.0
4490,5.4.2.6,alpha-D-Galactose 1-phosphate,1.0,0.0
4491,5.4.2.9,3-Sulfopyruvate,1.0,0.0
4492,5.4.2.9,Magnesium cation,1.0,0.0
4493,5.4.2.9,Oxalate,2.0,0.0
4494,5.4.99.11,Castanospermine,1.0,0.0
4495,5.4.99.11,Deoxynojirimycin,2.0,0.0
4496,5.4.99.16,D-Glucose,1.0,0.0
4497,5.4.99.16,Deoxynojirimycin,1.0,0.0
4498,5.4.99.30,UDP,1.0,0.0
4499,5.4.99.5,Chorismate,1.0,0.0
4500,5.4.99.5,Prephenate,2.0,0.0
4501,5.4.99.9,UDP,1.0,0.0
4502,5.5.1.1,"2,4-Dichloro-cis,cis-muconate",2.0,0.0
4503,5.5.1.1,"2-Fluoro-cis,cis-muconate",2.0,0.0
4504,5.5.1.1,"3-Chloro-cis,cis-muconate",1.0,0.0
4505,5.5.1.16,Geranylgeranyl diphosphate,1.0,0.0
4506,5.5.1.2,Isocitrate,1.0,0.0
4507,5.5.1.4,Valproic acid,1.0,0.0
4508,5.99.1.2,Camptothecin,1.0,0.0
4509,5.99.1.3,Etoposide,1.0,2.0
4510,5.99.1.3,Ursolic acid,1.0,0.0
4511,5.99.1.4,trans-o-Hydroxybenzylidenepyruvate,1.0,0.0
4512,6.1.1.1,AMP,6.0,0.0
4513,6.1.1.1,Diphosphate,6.0,0.0
4514,6.1.1.12,Calcium chloride anhydrous,1.0,0.0
4515,6.1.1.12,Nickel chloride,1.0,0.0
4516,6.1.1.14,AMP,1.0,0.0
4517,6.1.1.17,Chloramphenicol,1.0,0.0
4518,6.1.1.17,Diphosphate,2.0,0.0
4519,6.1.1.18,Hydrobromic acid,1.0,0.0
4520,6.1.1.18,Hydrochloric acid,1.0,0.0
4521,6.1.1.18,Hydroiodic acid,1.0,0.0
4522,6.1.1.18,L-Glutamate,5.0,0.0
4523,6.1.1.6,D-Lysine,1.0,0.0
4524,6.1.1.6,L-Arginine,1.0,0.0
4525,6.1.1.9,Magnesium cation,1.0,0.0
4526,6.2.1.1,ADP,1.0,0.0
4527,6.2.1.1,AMP,1.0,0.0
4528,6.2.1.1,Acetyl-CoA,1.0,0.0
4529,6.2.1.12,Caffeate,2.0,0.0
4530,6.2.1.12,Ferulate,2.0,0.0
4531,6.2.1.2,2-Hydroxyphenylacetate,1.0,0.0
4532,6.2.1.2,Cyclohexane-1-carboxylate,1.0,0.0
4533,6.2.1.2,Diflunisal,2.0,0.0
4534,6.2.1.2,Enoxacin,1.0,0.0
4535,6.2.1.2,Nalidixic acid,2.0,0.0
4536,6.2.1.2,Ofloxacin,1.0,0.0
4537,6.2.1.2,Salicylate,1.0,0.0
4538,6.2.1.24,AMP,1.0,0.0
4539,6.2.1.25,Salicylate,1.0,0.0
4540,6.2.1.26,AMP,2.0,0.0
4541,6.2.1.26,S-Benzoate coenzyme A,1.0,0.0
4542,6.2.1.27,4-Methylsalicylate,1.0,0.0
4543,6.3.1.2,ADP,3.0,0.0
4544,6.3.1.2,Demethylphosphinothricin,2.0,0.0
4545,6.3.1.2,Glufosinate,1.0,0.0
4546,6.3.1.2,L-2-Amino-4-(hydroxymethylphosphinyl)butanoate,16.0,0.0
4547,6.3.1.2,L-Methionine S-oxide,1.0,0.0
4548,6.3.1.2,Orthophosphate,3.0,0.0
4549,6.3.1.9,Glutathione,6.0,0.0
4550,6.3.1.9,Tomatine,2.0,0.0
4551,6.3.1.9,Trypanothione,4.0,0.0
4552,6.3.2.1,Pantothenate,3.0,0.0
4553,6.3.2.2,4-Methylene-L-glutamate,1.0,0.0
4554,6.3.2.2,Glutathione,36.0,0.0
4555,6.3.2.2,L-Glutamate,2.0,0.0
4556,6.3.2.2,gamma-L-Glutamyl-L-cysteine,5.0,0.0
4557,6.3.2.3,ADP,6.0,0.0
4558,6.3.2.3,Glutathione,6.0,0.0
4559,6.3.2.3,Glutathione disulfide,1.0,0.0
4560,6.3.2.3,Orthophosphate,6.0,0.0
4561,6.3.2.4,Apigenin,4.0,0.0
4562,6.3.2.4,LY 294002,1.0,0.0
4563,6.3.2.4,Quercetin,4.0,0.0
4564,6.3.2.5,AMP,1.0,0.0
4565,6.3.2.5,ATP,1.0,0.0
4566,6.3.2.5,CMP,1.0,0.0
4567,6.3.2.5,GTP,1.0,0.0
4568,6.3.2.5,UTP,1.0,0.0
4569,6.3.2.6,IMP,4.0,0.0
4570,6.3.2.6,Maleic acid,5.0,0.0
4571,6.3.3.2,Folate,1.0,0.0
4572,6.3.3.2,Orthophosphate,1.0,0.0
4573,6.3.3.3,Adenine,1.0,0.0
4574,6.3.3.6,"(3S,5S)-Carbapenam-3-carboxylic acid",2.0,0.0
4575,6.3.3.6,AMP,2.0,0.0
4576,6.3.3.6,Diphosphate,3.0,0.0
4577,6.3.4.14,ATP,1.0,0.0
4578,6.3.4.14,Phosphonoacetate,1.0,0.0
4579,6.3.4.15,ATP,2.0,0.0
4580,6.3.4.16,Carbamoyl phosphate,1.0,0.0
4581,6.3.4.18,ATP,2.0,0.0
4582,6.3.4.2,GTP,4.0,14.0
4583,6.3.4.2,ITP,1.0,1.0
4584,6.3.4.2,Pidolic acid,1.0,0.0
4585,6.3.4.2,Pyrrole-2-carboxylate,1.0,0.0
4586,6.3.4.2,dGTP,1.0,1.0
4587,6.3.4.3,ADP,2.0,0.0
4588,6.3.4.4,AMP,7.0,1.0
4589,6.3.4.4,ATP,1.0,0.0
4590,6.3.4.4,Fumarate,3.0,0.0
4591,6.3.4.4,GDP,6.0,0.0
4592,6.3.4.4,GMP,7.0,0.0
4593,6.3.4.4,Hydrochloric acid,1.0,0.0
4594,6.3.4.4,Maleic acid,4.0,0.0
4595,6.3.4.4,Orthophosphate,3.0,0.0
4596,6.3.4.4,Succinate,3.0,0.0
4597,6.3.4.4,"beta-D-Fructose 1,6-bisphosphate",10.0,2.0
4598,6.3.4.5,L-Arginine,1.0,0.0
4599,6.3.5.1,"alpha,beta-Methylene ATP",1.0,0.0
4600,6.3.5.2,ATP,1.0,0.0
4601,6.3.5.2,Diphosphate,4.0,0.0
4602,6.3.5.2,GMP,4.0,0.0
4603,6.3.5.4,3-Sulfino-L-alanine,5.0,0.0
4604,6.3.5.4,AMP,1.0,0.0
4605,6.3.5.4,Diphosphate,3.0,0.0
4606,6.3.5.4,L-Glutamate,3.0,0.0
4607,6.3.5.4,"alpha,beta-Methylene ATP",4.0,0.0
4608,6.3.5.5,UMP,3.0,0.0
4609,6.3.5.7,Chloramphenicol,1.0,0.0
4610,6.3.5.7,Puromycin,1.0,0.0
4611,6.4.1.1,ADP,1.0,0.0
4612,6.4.1.1,ATP,2.0,0.0
4613,6.4.1.1,L-Aspartate,2.0,1.0
4614,6.4.1.1,Oxaloacetate,1.0,0.0
4615,6.4.1.1,Oxamate,4.0,1.0
4616,6.4.1.1,Pyruvate,1.0,0.0
4617,6.4.1.2,Haloxyfop,1.0,0.0
4618,6.4.1.2,Malonyl-CoA,1.0,0.0
4619,6.5.1.1,Potassium cation,1.0,0.0
4620,6.6.1.1,Porphyrin,1.0,0.0
4621,1.1.1.1,"1,4-Dioxane",0.0,1.0
4622,1.1.1.1,Aspirin,0.0,1.0
4623,1.1.1.1,EDTA,0.0,3.0
4624,1.1.1.1,Glutaral,0.0,1.0
4625,1.1.1.1,Pentanamide,0.0,1.0
4626,1.1.1.1,Propan-2-ol,0.0,1.0
4627,1.1.1.1,n-Hexane,0.0,1.0
4628,1.1.1.101,Clofibrate,0.0,1.0
4629,1.1.1.101,EDTA,0.0,2.0
4630,1.1.1.101,Ethanol,0.0,1.0
4631,1.1.1.101,Glycerol,0.0,1.0
4632,1.1.1.101,Glycerone,0.0,1.0
4633,1.1.1.103,Mercaptoethanol,0.0,1.0
4634,1.1.1.11,D-Arabitol,0.0,1.0
4635,1.1.1.119,Sodium chloride,0.0,1.0
4636,1.1.1.119,Zinc cation,0.0,1.0
4637,1.1.1.122,Hydroxylamine,0.0,1.0
4638,1.1.1.122,Sodium chloride,0.0,1.0
4639,1.1.1.125,FMN,0.0,1.0
4640,1.1.1.136,Ammonia,0.0,1.0
4641,1.1.1.138,EDTA,0.0,1.0
4642,1.1.1.14,1-Octanol,0.0,1.0
4643,1.1.1.14,2-Chloroethanol,0.0,1.0
4644,1.1.1.14,D-Sorbitol,0.0,1.0
4645,1.1.1.14,SDS,0.0,1.0
4646,1.1.1.14,Semicarbazide,0.0,1.0
4647,1.1.1.14,Sodium chloride,0.0,1.0
4648,1.1.1.14,Sodium iodide,0.0,1.0
4649,1.1.1.14,Trichloroethanol,0.0,1.0
4650,1.1.1.141,Corticosterone,0.0,1.0
4651,1.1.1.141,Cortisone,0.0,1.0
4652,1.1.1.141,Dexamethasone,0.0,1.0
4653,1.1.1.141,Dihydrotestosterone,0.0,1.0
4654,1.1.1.141,Estradiol-17beta,0.0,2.0
4655,1.1.1.141,Pioglitazone,0.0,1.0
4656,1.1.1.141,Prednisolone,0.0,1.0
4657,1.1.1.141,Progesterone,0.0,2.0
4658,1.1.1.141,Testosterone,0.0,2.0
4659,1.1.1.143,Glutathione,0.0,1.0
4660,1.1.1.145,Flutamide,0.0,1.0
4661,1.1.1.145,Testosterone,0.0,1.0
4662,1.1.1.145,p-Chloromercuribenzoate,0.0,1.0
4663,1.1.1.146,D-Glucose,0.0,2.0
4664,1.1.1.146,Dexamethasone,0.0,1.0
4665,1.1.1.146,Sphingosine 1-phosphate,0.0,1.0
4666,1.1.1.149,"N,N-Dimethylformamide",0.0,1.0
4667,1.1.1.159,Mercaptoethanol,0.0,1.0
4668,1.1.1.169,Ethylamine,0.0,1.0
4669,1.1.1.169,Formate,0.0,1.0
4670,1.1.1.169,Methylamine,0.0,1.0
4671,1.1.1.179,Magnesium chloride,0.0,1.0
4672,1.1.1.183,Mercaptoethanol,0.0,1.0
4673,1.1.1.184,EDTA,0.0,1.0
4674,1.1.1.184,Octadecanoic acid,0.0,1.0
4675,1.1.1.184,Propan-2-ol,0.0,1.0
4676,1.1.1.184,n-Hexane,0.0,1.0
4677,1.1.1.188,12-O-Tetradecanoylphorbol 13-acetate,0.0,1.0
4678,1.1.1.188,Glutathione,0.0,2.0
4679,1.1.1.188,Hydrochloric acid,0.0,1.0
4680,1.1.1.188,Imidazole,0.0,1.0
4681,1.1.1.188,Oxytocin,0.0,1.0
4682,1.1.1.188,Piroxicam,0.0,1.0
4683,1.1.1.188,Sodium chloride,0.0,1.0
4684,1.1.1.188,Sodium iodide,0.0,1.0
4685,1.1.1.189,ATP,0.0,1.0
4686,1.1.1.189,Angiotensin I,0.0,1.0
4687,1.1.1.189,Calcium cation,0.0,2.0
4688,1.1.1.189,GTP,0.0,1.0
4689,1.1.1.189,Oxytocin,0.0,2.0
4690,1.1.1.191,Indole-3-acetate,0.0,1.0
4691,1.1.1.191,Indole-3-ethanol,0.0,1.0
4692,1.1.1.191,Sodium chloride,0.0,1.0
4693,1.1.1.192,EDTA,0.0,1.0
4694,1.1.1.195,(-)-Jasmonic acid,0.0,1.0
4695,1.1.1.195,CO2,0.0,1.0
4696,1.1.1.2,Adenosine,0.0,1.0
4697,1.1.1.2,Orthophosphate,0.0,1.0
4698,1.1.1.2,Sulfate,0.0,2.0
4699,1.1.1.2,Trifluoperazine,0.0,1.0
4700,1.1.1.202,Fumarate,0.0,1.0
4701,1.1.1.205,ATP,0.0,2.0
4702,1.1.1.205,Ammonia,0.0,1.0
4703,1.1.1.205,Dimethyl sulfoxide,0.0,1.0
4704,1.1.1.205,Glutathione,0.0,4.0
4705,1.1.1.205,Mycophenolate mofetil,0.0,1.0
4706,1.1.1.205,Potassium cation,0.0,2.0
4707,1.1.1.205,Sodium cation,0.0,1.0
4708,1.1.1.21,12-O-Tetradecanoylphorbol 13-acetate,0.0,1.0
4709,1.1.1.21,D-Sorbitol,0.0,1.0
4710,1.1.1.21,D-Xylose,0.0,1.0
4711,1.1.1.21,Glutathione,0.0,1.0
4712,1.1.1.21,Methylglyoxal,0.0,1.0
4713,1.1.1.21,NADPH,0.0,1.0
4714,1.1.1.21,Pyridoxal phosphate,0.0,1.0
4715,1.1.1.21,Sodium chloride,0.0,1.0
4716,1.1.1.21,Sodium sulfate,0.0,4.0
4717,1.1.1.21,Sulfate,0.0,4.0
4718,1.1.1.216,FAD,0.0,1.0
4719,1.1.1.218,Mercaptoethanol,0.0,1.0
4720,1.1.1.22,Estradiol-17beta,0.0,1.0
4721,1.1.1.22,Nicotinamide hypoxanthine dinucleotide,0.0,1.0
4722,1.1.1.22,beta-Lactose,0.0,1.0
4723,1.1.1.23,EDTA,0.0,1.0
4724,1.1.1.230,Glycyrrhizinate,0.0,1.0
4725,1.1.1.237,Ascorbate,0.0,1.0
4726,1.1.1.24,Phosphoenolpyruvate,0.0,1.0
4727,1.1.1.243,Cyclohexanol,0.0,1.0
4728,1.1.1.243,d-Limonene,0.0,1.0
4729,1.1.1.25,Ammonia,0.0,1.0
4730,1.1.1.25,Calcium cation,0.0,1.0
4731,1.1.1.25,Magnesium cation,0.0,1.0
4732,1.1.1.265,Sodium chloride,0.0,1.0
4733,1.1.1.267,Salicylate,0.0,1.0
4734,1.1.1.27,ADP,0.0,1.0
4735,1.1.1.27,"D-Tagatose 1,6-bisphosphate",0.0,1.0
4736,1.1.1.27,Glycerate 3-phosphate,0.0,1.0
4737,1.1.1.27,Glycerol 2-phosphate,0.0,1.0
4738,1.1.1.27,Orthophosphate,0.0,1.0
4739,1.1.1.28,Acetate,0.0,1.0
4740,1.1.1.28,Mercaptoethanol,0.0,1.0
4741,1.1.1.28,Orthophosphate,0.0,1.0
4742,1.1.1.28,"beta-D-Fructose 1,6-bisphosphate",0.0,4.0
4743,1.1.1.283,Glutathione,0.0,1.0
4744,1.1.1.283,Mercaptoethanol,0.0,1.0
4745,1.1.1.283,N-Ethylmaleimide,0.0,1.0
4746,1.1.1.283,p-Chloromercuribenzoate,0.0,1.0
4747,1.1.1.284,Formaldehyde,0.0,1.0
4748,1.1.1.284,NADH,0.0,1.0
4749,1.1.1.30,EDTA,0.0,1.0
4750,1.1.1.30,Glutathione,0.0,1.0
4751,1.1.1.30,Glycerol,0.0,1.0
4752,1.1.1.30,Mercaptoethanol,0.0,1.0
4753,1.1.1.30,Succinate,0.0,1.0
4754,1.1.1.303,Magnesium cation,0.0,1.0
4755,1.1.1.304,Dimethyl sulfoxide,0.0,1.0
4756,1.1.1.306,Formaldehyde,0.0,1.0
4757,1.1.1.306,Methanol,0.0,1.0
4758,1.1.1.307,EDTA,0.0,2.0
4759,1.1.1.307,Glutathione,0.0,1.0
4760,1.1.1.307,Mercaptoethanol,0.0,1.0
4761,1.1.1.316,Glutathione,0.0,1.0
4762,1.1.1.335,2-Oxoglutarate,0.0,1.0
4763,1.1.1.336,N-Acetyl-alpha-D-glucosamine 1-phosphate,0.0,1.0
4764,1.1.1.34,Terbinafine,0.0,1.0
4765,1.1.1.34,Tetradecanoic acid,0.0,1.0
4766,1.1.1.345,EDTA,0.0,2.0
4767,1.1.1.357,Clofibric acid,0.0,1.0
4768,1.1.1.36,2-Oxoglutarate,0.0,1.0
4769,1.1.1.36,ATP,0.0,1.0
4770,1.1.1.36,CoA,0.0,2.0
4771,1.1.1.36,Isocitrate,0.0,1.0
4772,1.1.1.36,Pantetheine,0.0,2.0
4773,1.1.1.37,Glutathione,0.0,1.0
4774,1.1.1.37,Isocitrate,0.0,1.0
4775,1.1.1.37,Mercaptoethanol,0.0,1.0
4776,1.1.1.37,Sodium chloride,0.0,1.0
4777,1.1.1.38,ATP,0.0,1.0
4778,1.1.1.38,Ammonia,0.0,1.0
4779,1.1.1.38,CoA,0.0,2.0
4780,1.1.1.38,D-Aspartate,0.0,1.0
4781,1.1.1.38,Fumarate,0.0,4.0
4782,1.1.1.38,L-Aspartate,0.0,9.0
4783,1.1.1.38,N-Ethylmaleimide,0.0,1.0
4784,1.1.1.38,Phosphoenolpyruvate,0.0,1.0
4785,1.1.1.38,Succinate,0.0,1.0
4786,1.1.1.38,UTP,0.0,1.0
4787,1.1.1.38,p-Chloromercuribenzoate,0.0,1.0
4788,1.1.1.39,(S)-Malate,0.0,1.0
4789,1.1.1.39,2-Oxoglutarate,0.0,1.0
4790,1.1.1.39,4-Hydroxybutanoic acid,0.0,1.0
4791,1.1.1.39,ADP,0.0,1.0
4792,1.1.1.39,ATP,0.0,1.0
4793,1.1.1.39,Acetyl-CoA,0.0,1.0
4794,1.1.1.39,CoA,0.0,7.0
4795,1.1.1.39,D-Glucose 1-phosphate,0.0,1.0
4796,1.1.1.39,D-Glucose 6-phosphate,0.0,1.0
4797,1.1.1.39,Fumarate,0.0,7.0
4798,1.1.1.39,Hydroxypyruvate,0.0,1.0
4799,1.1.1.39,Phosphoenolpyruvate,0.0,2.0
4800,1.1.1.39,Succinate,0.0,4.0
4801,1.1.1.39,Sulfate,0.0,1.0
4802,1.1.1.39,UDP-glucose,0.0,1.0
4803,1.1.1.39,"beta-D-Fructose 1,6-bisphosphate",0.0,4.0
4804,1.1.1.40,Acetyl-CoA,0.0,3.0
4805,1.1.1.40,Ammonia,0.0,2.0
4806,1.1.1.40,CoA,0.0,4.0
4807,1.1.1.40,D-Glucose 6-phosphate,0.0,1.0
4808,1.1.1.40,Fumarate,0.0,6.0
4809,1.1.1.40,L-Aspartate,0.0,4.0
4810,1.1.1.40,L-Glutamate,0.0,1.0
4811,1.1.1.40,Malonyl-CoA,0.0,1.0
4812,1.1.1.40,Methanol,0.0,1.0
4813,1.1.1.40,Succinate,0.0,9.0
4814,1.1.1.40,UDP,0.0,1.0
4815,1.1.1.40,UDP-glucose,0.0,1.0
4816,1.1.1.41,ADP,0.0,4.0
4817,1.1.1.41,AMP,0.0,8.0
4818,1.1.1.42,ADP,0.0,1.0
4819,1.1.1.42,Acetate,0.0,1.0
4820,1.1.1.42,Ethylamine,0.0,1.0
4821,1.1.1.42,L-Glutamate,0.0,3.0
4822,1.1.1.42,Paraquat,0.0,1.0
4823,1.1.1.42,Phenol,0.0,1.0
4824,1.1.1.42,Sodium chloride,0.0,1.0
4825,1.1.1.42,Succinate,0.0,2.0
4826,1.1.1.42,cis-Aconitate,0.0,1.0
4827,1.1.1.43,ADP,0.0,1.0
4828,1.1.1.43,AMP,0.0,1.0
4829,1.1.1.43,ATP,0.0,1.0
4830,1.1.1.43,D-Glucose 6-phosphate,0.0,1.0
4831,1.1.1.43,Phosphoenolpyruvate,0.0,1.0
4832,1.1.1.44,"2,3-Bisphosphoglycerate",0.0,1.0
4833,1.1.1.44,6-Phospho-D-gluconate,0.0,1.0
4834,1.1.1.44,ADP,0.0,1.0
4835,1.1.1.44,AMP,0.0,1.0
4836,1.1.1.44,ATP,0.0,1.0
4837,1.1.1.44,D-Fructose 6-phosphate,0.0,1.0
4838,1.1.1.44,D-Gluconic acid,0.0,2.0
4839,1.1.1.44,Estradiol-17beta,0.0,1.0
4840,1.1.1.44,L-Aspartate,0.0,1.0
4841,1.1.1.47,ADP,0.0,1.0
4842,1.1.1.47,AMP,0.0,1.0
4843,1.1.1.47,ATP,0.0,1.0
4844,1.1.1.47,EDTA,0.0,1.0
4845,1.1.1.47,NADH,0.0,1.0
4846,1.1.1.47,NADPH,0.0,1.0
4847,1.1.1.49,1-Butanol,0.0,1.0
4848,1.1.1.49,Acetazolamide,0.0,1.0
4849,1.1.1.49,Glycerol,0.0,1.0
4850,1.1.1.49,L-Arginine,0.0,1.0
4851,1.1.1.49,N-Ethylmaleimide,0.0,1.0
4852,1.1.1.49,Paraquat,0.0,1.0
4853,1.1.1.49,Spermidine,0.0,1.0
4854,1.1.1.49,Streptomycin,0.0,1.0
4855,1.1.1.49,Sucrose,0.0,1.0
4856,1.1.1.49,"alpha,alpha-Trehalose",0.0,1.0
4857,1.1.1.49,alpha-Tocopherol,0.0,1.0
4858,1.1.1.53,Diethylstilbestrol,0.0,1.0
4859,1.1.1.57,EDTA,0.0,1.0
4860,1.1.1.57,Mercaptoethanol,0.0,1.0
4861,1.1.1.6,"1,10-Phenanthroline",0.0,1.0
4862,1.1.1.6,8-Hydroxyquinoline,0.0,1.0
4863,1.1.1.6,Ammonia,0.0,5.0
4864,1.1.1.6,Dithioerythritol,0.0,1.0
4865,1.1.1.6,Mercaptoethanol,0.0,1.0
4866,1.1.1.6,N-Ethylmaleimide,0.0,1.0
4867,1.1.1.6,Orthophosphate,0.0,1.0
4868,1.1.1.6,Potassium cation,0.0,1.0
4869,1.1.1.6,Sulfate,0.0,1.0
4870,1.1.1.6,p-Chloromercuribenzoate,0.0,1.0
4871,1.1.1.62,Retinoate,0.0,1.0
4872,1.1.1.62,Vitamin D3,0.0,1.0
4873,1.1.1.64,Testosterone,0.0,1.0
4874,1.1.1.67,EDTA,0.0,2.0
4875,1.1.1.69,EDTA,0.0,1.0
4876,1.1.1.69,PQQ,0.0,1.0
4877,1.1.1.71,Glutathione,0.0,1.0
4878,1.1.1.71,Salicylate,0.0,1.0
4879,1.1.1.72,Sodium chloride,0.0,1.0
4880,1.1.1.78,Glutathione,0.0,1.0
4881,1.1.1.78,Mercaptoethanol,0.0,1.0
4882,1.1.1.79,Orthophosphate,0.0,1.0
4883,1.1.1.8,6-Phospho-D-gluconate,0.0,1.0
4884,1.1.1.8,ATP,0.0,1.0
4885,1.1.1.8,Dihydrolipoate,0.0,1.0
4886,1.1.1.8,EDTA,0.0,1.0
4887,1.1.1.8,Glycerol,0.0,1.0
4888,1.1.1.8,Orthophosphate,0.0,1.0
4889,1.1.1.81,6-Benzylaminopurine,0.0,1.0
4890,1.1.1.81,Hydrobromic acid,0.0,2.0
4891,1.1.1.81,Hydrochloric acid,0.0,2.0
4892,1.1.1.81,Hydrofluoric acid,0.0,1.0
4893,1.1.1.81,Hydroiodic acid,0.0,2.0
4894,1.1.1.81,Kinetin,0.0,1.0
4895,1.1.1.81,Sodium chloride,0.0,1.0
4896,1.1.1.81,Sulfate,0.0,2.0
4897,1.1.1.81,Zeatin,0.0,1.0
4898,1.1.1.82,Methanol,0.0,1.0
4899,1.1.1.83,Ammonia,0.0,1.0
4900,1.1.1.86,Ascorbate,0.0,1.0
4901,1.1.1.87,2-Oxoadipate,0.0,1.0
4902,1.1.1.88,CoA,0.0,1.0
4903,1.1.1.88,Mevastatin,0.0,1.0
4904,1.1.1.88,Pantetheine,0.0,1.0
4905,1.1.1.9,D-Glucose,0.0,1.0
4906,1.1.1.9,D-Xylose,0.0,3.0
4907,1.1.1.9,Glutathione,0.0,1.0
4908,1.1.1.9,Glycerol,0.0,1.0
4909,1.1.1.9,L-Arabinofuranose,0.0,1.0
4910,1.1.1.93,Ammonia,0.0,2.0
4911,1.1.1.95,Calcium chloride anhydrous,0.0,1.0
4912,1.1.1.95,Magnesium chloride,0.0,1.0
4913,1.1.1.95,Orthophosphate,0.0,1.0
4914,1.1.1.95,Sodium chloride,0.0,1.0
4915,1.1.1.95,Sulfate,0.0,1.0
4916,1.1.1.B3,"1,10-Phenanthroline",0.0,1.0
4917,1.1.1.B3,Mercaptoethanol,0.0,1.0
4918,1.1.1.B4,"1,10-Phenanthroline",0.0,1.0
4919,1.1.1.B40,Dexamethasone,0.0,1.0
4920,1.1.1.B40,Prostaglandin E2,0.0,1.0
4921,1.1.1.B46,"beta-D-Fructose 1,6-bisphosphate",0.0,1.0
4922,1.1.2.4,(R)-Lactate,0.0,1.0
4923,1.1.2.4,(S)-Malate,0.0,1.0
4924,1.1.2.4,EDTA,0.0,1.0
4925,1.1.2.5,EDTA,0.0,1.0
4926,1.1.2.7,Ammonia,0.0,3.0
4927,1.1.2.7,Ammonium chloride,0.0,2.0
4928,1.1.2.7,Methylamine,0.0,1.0
4929,1.1.2.8,Ethanol,0.0,1.0
4930,1.1.2.B2,Ammonia,0.0,1.0
4931,1.1.2.B2,Hydrogen cyanide,0.0,1.0
4932,1.1.2.B3,Ethylamine,0.0,1.0
4933,1.1.3.10,Sodium chloride,0.0,1.0
4934,1.1.3.13,"1,10-Phenanthroline",0.0,1.0
4935,1.1.3.15,Arsenic acid,0.0,1.0
4936,1.1.3.15,Ascorbate,0.0,1.0
4937,1.1.3.15,Copper sulfate,0.0,1.0
4938,1.1.3.15,EDTA,0.0,1.0
4939,1.1.3.15,Isocitrate,0.0,2.0
4940,1.1.3.15,Orthophosphate,0.0,1.0
4941,1.1.3.18,"2,4-Dinitrophenol",0.0,1.0
4942,1.1.3.18,8-Hydroxyquinoline,0.0,1.0
4943,1.1.3.21,Glycerol,0.0,1.0
4944,1.1.3.21,Phenol,0.0,1.0
4945,1.1.3.29,SDS,0.0,1.0
4946,1.1.3.30,PQQ,0.0,3.0
4947,1.1.3.4,Calcium chloride anhydrous,0.0,1.0
4948,1.1.3.4,Sodium fluoride,0.0,1.0
4949,1.1.3.4,"alpha,alpha-Trehalose",0.0,1.0
4950,1.1.3.4,beta-D-Glucose,0.0,1.0
4951,1.1.3.4,p-Chloromercuribenzoate,0.0,1.0
4952,1.1.3.5,Ethanol,0.0,1.0
4953,1.1.3.5,Sodium chloride,0.0,1.0
4954,1.1.3.6,Benzene,0.0,1.0
4955,1.1.3.6,Cholic acid,0.0,1.0
4956,1.1.3.6,Ethanol,0.0,1.0
4957,1.1.3.6,Methanol,0.0,1.0
4958,1.1.3.6,Orthophosphate,0.0,4.0
4959,1.1.3.6,Propan-2-ol,0.0,3.0
4960,1.1.3.6,Toluene,0.0,1.0
4961,1.1.3.6,p-Xylene,0.0,1.0
4962,1.1.3.8,Phenazine methosulfate,0.0,1.0
4963,1.1.3.9,EDTA,0.0,1.0
4964,1.1.3.9,Ferricyanide,0.0,3.0
4965,1.1.5.2,PQQ,0.0,1.0
4966,1.1.5.3,FAD,0.0,1.0
4967,1.1.5.3,FMN,0.0,1.0
4968,1.1.5.4,Decylubiquinone,0.0,1.0
4969,1.1.5.4,Menadione,0.0,2.0
4970,1.1.5.5,Ethanol,0.0,1.0
4971,1.1.99.1,PQQ,0.0,1.0
4972,1.1.99.12,Calcium cation,0.0,1.0
4973,1.1.99.12,Hydrogen cyanide,0.0,1.0
4974,1.1.99.14,Dodecane,0.0,1.0
4975,1.1.99.20,Ethylamine,0.0,1.0
4976,1.1.99.20,Methylamine,0.0,1.0
4977,1.1.99.20,PQQ,0.0,3.0
4978,1.1.99.20,Phenazine methosulfate,0.0,6.0
4979,1.1.99.29,Acetate,0.0,1.0
4980,1.1.99.29,Ammonia,0.0,1.0
4981,1.1.99.6,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate,0.0,1.0
4982,1.1.99.6,Ferricyanide,0.0,2.0
4983,1.1.99.6,Phenazine methosulfate,0.0,1.0
4984,1.10.1.1,Ethanol,0.0,1.0
4985,1.10.2.2,Sucrose,0.0,1.0
4986,1.10.3.1,2-Oxobutanoate,0.0,1.0
4987,1.10.3.1,"3,4-Dihydroxybenzoate",0.0,1.0
4988,1.10.3.1,Acrylic acid,0.0,1.0
4989,1.10.3.1,Benzoate,0.0,1.0
4990,1.10.3.1,Catechol,0.0,2.0
4991,1.10.3.1,Ferulate,0.0,1.0
4992,1.10.3.1,Propanoate,0.0,1.0
4993,1.10.3.1,Pyruvate,0.0,1.0
4994,1.10.3.1,SDS,0.0,9.0
4995,1.10.3.10,Zwittergent 3-14,0.0,1.0
4996,1.10.3.11,(S)-Malate,0.0,1.0
4997,1.10.3.11,2-Oxoglutarate,0.0,1.0
4998,1.10.3.11,ADP,0.0,2.0
